location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w
DE,00+,2023,38,2023-09-24,8.0,2.0,0.0,0.0,0.0
DE,00+,2023,39,2023-10-01,9.0,1.0,0.0,1.0,0.0
DE,00+,2023,40,2023-10-08,8.0,0.0,2.0,1.0,0.0
DE,00+,2023,41,2023-10-15,0.0,10.0,3.0,0.0,0.0
DE,00+,2023,42,2023-10-22,0.0,14.0,0.0,1.0,0.0
DE,00+,2023,43,2023-10-29,11.0,3.0,1.0,0.0,-0.2
DE,00+,2023,44,2023-11-05,12.0,3.0,1.0,0.6,0.0
DE,00+,2023,45,2023-11-12,13.0,2.0,0.2,0.5,0.3
DE,00+,2023,46,2023-11-19,13.0,3.2,0.8,0.3,0.2
DE,00+,2023,47,2023-11-26,13.4,3.5,1.0,0.5,0.0
DE,00+,2023,48,2023-12-03,14.8,3.6,1.0,0.0,0.5
DE,00+,2023,49,2023-12-10,16.4,3.9,0.0,1.8,-0.9
DE,00+,2023,50,2023-12-17,18.4,0.0,6.9,-0.4,0.1
DE,00+,2023,51,2023-12-24,0.0,24.0,0.2,0.1,0.7
DE,00+,2023,52,2023-12-31,18.1,6.2,1.1,0.9,0.8
DE,00+,2024,1,2024-01-07,16.8,4.1,2.6,0.8,0.2
DE,00+,2024,2,2024-01-14,12.7,5.0,1.1,0.5,0.2
DE,00+,2024,3,2024-01-21,18.5,3.6,0.8,0.2,0.2
DE,00+,2024,4,2024-01-28,24.8,3.3,1.2,0.7,0.4
DE,00+,2024,5,2024-02-04,24.8,4.2,1.2,0.4,0.3
DE,00+,2024,6,2024-02-11,25.8,4.2,0.7,0.3,0.3
DE,00+,2024,7,2024-02-18,21.1,4.0,0.7,0.2,0.0
DE,00+,2024,8,2024-02-25,19.0,2.3,0.1,0.5,0.3
DE,00+,2024,9,2024-03-03,15.4,1.8,0.7,0.0,0.0
DE,00+,2024,10,2024-03-10,14.2,2.7,0.3,0.0,0.1
DE,00+,2024,11,2024-03-17,12.7,2.6,0.6,0.2,0.3
DE,00+,2024,12,2024-03-24,13.0,1.9,0.7,0.0,0.1
DE,00+,2024,13,2024-03-31,11.9,1.8,0.7,0.2,0.0
DE,00+,2024,14,2024-04-07,11.6,2.2,0.5,0.3,0.2
DE,00+,2024,15,2024-04-14,11.2,1.8,1.0,0.2,0.0
