location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w
DE,00+,2024,40,2024-10-06,2.0,0.7000000000000002,0.3999999999999999,0.3999999999999999,0.1
DE,00+,2024,41,2024-10-13,1.9,1.4,0.3000000000000002,0.2999999999999998,0.1
DE,00+,2024,42,2024-10-20,2.3,1.0,0.4000000000000003,0.2999999999999998,0.0
DE,00+,2024,43,2024-10-27,2.5,1.0,0.7000000000000002,0.0999999999999996,0.2000000000000001
DE,00+,2024,44,2024-11-03,2.3,1.0,0.3000000000000002,0.1999999999999997,0.1
DE,00+,2024,45,2024-11-10,2.3,0.8000000000000003,0.1999999999999997,0.2000000000000001,0.0
DE,00+,2024,46,2024-11-17,1.9,0.7000000000000002,0.3999999999999999,0.1,-0.1
DE,00+,2024,47,2024-11-24,2.3,0.5,0.3000000000000002,0.0,0.0
DE,00+,2024,48,2024-12-01,1.5,0.7999999999999998,0.2000000000000001,0.0,0.0
DE,00+,2024,49,2024-12-08,1.7,1.0000000000000002,0.0,0.0,0.2999999999999998
DE,00+,2024,50,2024-12-15,1.3,0.0,0.0,1.2,0.1
DE,00+,2024,51,2024-12-22,0.0,0.0,2.4,0.1,-0.1
DE,00+,2024,52,2024-12-29,0.0,1.8,0.1999999999999999,0.2000000000000001,0.0
DE,00+,2025,1,2025-01-05,1.0,0.3,0.1999999999999999,0.1,0.0999999999999998
DE,00+,2025,2,2025-01-12,0.6,0.3,0.0999999999999999,0.0,0.0
DE,00+,2025,3,2025-01-19,0.5,0.1999999999999999,0.1,0.0,0.0
DE,00+,2025,4,2025-01-26,0.5,0.3,0.0999999999999999,0.0999999999999999,0.0
DE,00+,2025,5,2025-02-02,0.7,0.2,0.0999999999999999,0.1,0.0999999999999998
DE,00+,2025,6,2025-02-09,0.5,0.0999999999999999,0.0999999999999999,0.1,0.0
DE,00+,2025,7,2025-02-16,0.3,0.2,0.0999999999999999,-0.0999999999999999,0.0999999999999999
DE,00+,2025,8,2025-02-23,0.4,0.1999999999999999,0.0,0.0,0.0999999999999999
DE,00+,2025,9,2025-03-02,0.4,0.1999999999999999,0.0,0.0,0.0999999999999999
DE,00+,2025,10,2025-03-09,0.2,0.0999999999999999,0.1,0.0999999999999999,0.0
DE,00+,2025,11,2025-03-16,0.1,0.0,0.1,0.0,0.0
DE,00+,2025,12,2025-03-23,0.1,0.1999999999999999,0.1,0.0,0.0
DE,00+,2025,13,2025-03-30,0.1,0.1,0.0,0.0,
DE,00+,2025,14,2025-04-06,0.1,0.1,0.0,,
DE,00+,2025,15,2025-04-13,0.1,0.0,,,
DE,00+,2025,16,2025-04-20,0.1,,,,
DE,00-04,2024,40,2024-10-06,0.0,0.0,0.0,0.0,0.0
