"date","location","age_group","value"
"2017-10-08","DE","00+",59
"2017-10-15","DE","00+",100
"2017-10-22","DE","00+",90
"2017-10-29","DE","00+",97
"2017-11-05","DE","00+",67
"2017-11-12","DE","00+",107
"2017-11-19","DE","00+",110
"2017-11-26","DE","00+",139
"2017-12-03","DE","00+",140
"2017-12-10","DE","00+",140
"2017-12-17","DE","00+",129
"2017-12-24","DE","00+",106
"2017-12-31","DE","00+",50
"2018-01-07","DE","00+",159
"2018-01-14","DE","00+",199
"2018-01-21","DE","00+",266
"2018-01-28","DE","00+",277
"2018-02-04","DE","00+",0
"2017-10-08","DE-BB-BE","00+",4
"2017-10-15","DE-BB-BE","00+",12
"2017-10-22","DE-BB-BE","00+",8
"2017-10-29","DE-BB-BE","00+",8
"2017-11-05","DE-BB-BE","00+",4
"2017-11-12","DE-BB-BE","00+",12
"2017-11-19","DE-BB-BE","00+",10
"2017-11-26","DE-BB-BE","00+",11
"2017-12-03","DE-BB-BE","00+",8
"2017-12-10","DE-BB-BE","00+",14
"2017-12-17","DE-BB-BE","00+",11
"2017-12-24","DE-BB-BE","00+",5
"2017-12-31","DE-BB-BE","00+",5
"2018-01-07","DE-BB-BE","00+",15
"2018-01-14","DE-BB-BE","00+",15
"2018-01-21","DE-BB-BE","00+",26
"2018-01-28","DE-BB-BE","00+",36
"2018-02-04","DE-BB-BE","00+",0
"2017-10-08","DE-BW","00+",6
"2017-10-15","DE-BW","00+",10
"2017-10-22","DE-BW","00+",12
"2017-10-29","DE-BW","00+",6
"2017-11-05","DE-BW","00+",6
"2017-11-12","DE-BW","00+",20
"2017-11-19","DE-BW","00+",20
"2017-11-26","DE-BW","00+",26
"2017-12-03","DE-BW","00+",22
"2017-12-10","DE-BW","00+",16
"2017-12-17","DE-BW","00+",18
"2017-12-24","DE-BW","00+",12
"2017-12-31","DE-BW","00+",14
"2018-01-07","DE-BW","00+",44
"2018-01-14","DE-BW","00+",64
"2018-01-21","DE-BW","00+",88
"2018-01-28","DE-BW","00+",48
"2018-02-04","DE-BW","00+",0
"2017-10-08","DE-BY","00+",3
"2017-10-15","DE-BY","00+",12
"2017-10-22","DE-BY","00+",8
"2017-10-29","DE-BY","00+",16
"2017-11-05","DE-BY","00+",2
"2017-11-12","DE-BY","00+",10
"2017-11-19","DE-BY","00+",5
"2017-11-26","DE-BY","00+",11
"2017-12-03","DE-BY","00+",11
"2017-12-10","DE-BY","00+",18
"2017-12-17","DE-BY","00+",18
"2017-12-24","DE-BY","00+",12
"2017-12-31","DE-BY","00+",5
"2018-01-07","DE-BY","00+",15
"2018-01-14","DE-BY","00+",28
"2018-01-21","DE-BY","00+",48
"2018-01-28","DE-BY","00+",39
"2018-02-04","DE-BY","00+",0
"2017-10-08","DE-HE","00+",4
"2017-10-15","DE-HE","00+",6
"2017-10-22","DE-HE","00+",5
"2017-10-29","DE-HE","00+",7
"2017-11-05","DE-HE","00+",8
"2017-11-12","DE-HE","00+",10
"2017-11-19","DE-HE","00+",12
"2017-11-26","DE-HE","00+",13
"2017-12-03","DE-HE","00+",10
"2017-12-10","DE-HE","00+",10
"2017-12-17","DE-HE","00+",11
"2017-12-24","DE-HE","00+",9
"2017-12-31","DE-HE","00+",1
"2018-01-07","DE-HE","00+",13
"2018-01-14","DE-HE","00+",12
"2018-01-21","DE-HE","00+",13
"2018-01-28","DE-HE","00+",18
"2018-02-04","DE-HE","00+",0
"2017-10-08","DE-MV","00+",6
"2017-10-15","DE-MV","00+",15
"2017-10-22","DE-MV","00+",16
"2017-10-29","DE-MV","00+",20
"2017-11-05","DE-MV","00+",16
"2017-11-12","DE-MV","00+",27
"2017-11-19","DE-MV","00+",28
"2017-11-26","DE-MV","00+",30
"2017-12-03","DE-MV","00+",29
"2017-12-10","DE-MV","00+",28
"2017-12-17","DE-MV","00+",23
"2017-12-24","DE-MV","00+",20
"2017-12-31","DE-MV","00+",8
"2018-01-07","DE-MV","00+",23
"2018-01-14","DE-MV","00+",37
"2018-01-21","DE-MV","00+",43
"2018-01-28","DE-MV","00+",22
"2018-02-04","DE-MV","00+",0
"2017-10-08","DE-NI-HB","00+",2
"2017-10-15","DE-NI-HB","00+",5
"2017-10-22","DE-NI-HB","00+",8
"2017-10-29","DE-NI-HB","00+",14
"2017-11-05","DE-NI-HB","00+",12
"2017-11-12","DE-NI-HB","00+",4
"2017-11-19","DE-NI-HB","00+",6
"2017-11-26","DE-NI-HB","00+",16
"2017-12-03","DE-NI-HB","00+",15
"2017-12-10","DE-NI-HB","00+",14
"2017-12-17","DE-NI-HB","00+",14
"2017-12-24","DE-NI-HB","00+",17
"2017-12-31","DE-NI-HB","00+",4
"2018-01-07","DE-NI-HB","00+",10
"2018-01-14","DE-NI-HB","00+",22
"2018-01-21","DE-NI-HB","00+",26
"2018-01-28","DE-NI-HB","00+",56
"2018-02-04","DE-NI-HB","00+",0
"2017-10-08","DE-NW","00+",24
"2017-10-15","DE-NW","00+",29
"2017-10-22","DE-NW","00+",30
"2017-10-29","DE-NW","00+",20
"2017-11-05","DE-NW","00+",15
"2017-11-12","DE-NW","00+",24
"2017-11-19","DE-NW","00+",29
"2017-11-26","DE-NW","00+",37
"2017-12-03","DE-NW","00+",34
"2017-12-10","DE-NW","00+",32
"2017-12-17","DE-NW","00+",31
"2017-12-24","DE-NW","00+",22
"2017-12-31","DE-NW","00+",14
"2018-01-07","DE-NW","00+",47
"2018-01-14","DE-NW","00+",41
"2018-01-21","DE-NW","00+",53
"2018-01-28","DE-NW","00+",38
"2018-02-04","DE-NW","00+",0
"2017-10-08","DE-RP-SL","00+",3
"2017-10-15","DE-RP-SL","00+",5
"2017-10-22","DE-RP-SL","00+",6
"2017-10-29","DE-RP-SL","00+",5
"2017-11-05","DE-RP-SL","00+",5
"2017-11-12","DE-RP-SL","00+",5
"2017-11-19","DE-RP-SL","00+",5
"2017-11-26","DE-RP-SL","00+",5
"2017-12-03","DE-RP-SL","00+",5
"2017-12-10","DE-RP-SL","00+",5
"2017-12-17","DE-RP-SL","00+",6
"2017-12-24","DE-RP-SL","00+",7
"2017-12-31","DE-RP-SL","00+",2
"2018-01-07","DE-RP-SL","00+",8
"2018-01-14","DE-RP-SL","00+",10
"2018-01-21","DE-RP-SL","00+",12
"2018-01-28","DE-RP-SL","00+",15
"2018-02-04","DE-RP-SL","00+",0
"2017-10-08","DE-SH-HH","00+",3
"2017-10-15","DE-SH-HH","00+",2
"2017-10-22","DE-SH-HH","00+",0
"2017-10-29","DE-SH-HH","00+",1
"2017-11-05","DE-SH-HH","00+",3
"2017-11-12","DE-SH-HH","00+",2
"2017-11-19","DE-SH-HH","00+",1
"2017-11-26","DE-SH-HH","00+",3
"2017-12-03","DE-SH-HH","00+",6
"2017-12-10","DE-SH-HH","00+",5
"2017-12-17","DE-SH-HH","00+",4
"2017-12-24","DE-SH-HH","00+",1
"2017-12-31","DE-SH-HH","00+",0
"2018-01-07","DE-SH-HH","00+",0
"2018-01-14","DE-SH-HH","00+",5
"2018-01-21","DE-SH-HH","00+",8
"2018-01-28","DE-SH-HH","00+",7
"2018-02-04","DE-SH-HH","00+",0
"2017-10-08","DE-SN","00+",5
"2017-10-15","DE-SN","00+",12
"2017-10-22","DE-SN","00+",6
"2017-10-29","DE-SN","00+",12
"2017-11-05","DE-SN","00+",6
"2017-11-12","DE-SN","00+",11
"2017-11-19","DE-SN","00+",21
"2017-11-26","DE-SN","00+",12
"2017-12-03","DE-SN","00+",28
"2017-12-10","DE-SN","00+",28
"2017-12-17","DE-SN","00+",20
"2017-12-24","DE-SN","00+",20
"2017-12-31","DE-SN","00+",22
"2018-01-07","DE-SN","00+",34
"2018-01-14","DE-SN","00+",68
"2018-01-21","DE-SN","00+",62
"2018-01-28","DE-SN","00+",8
"2018-02-04","DE-SN","00+",0
"2017-10-08","DE-ST","00+",17
"2017-10-15","DE-ST","00+",22
"2017-10-22","DE-ST","00+",25
"2017-10-29","DE-ST","00+",27
"2017-11-05","DE-ST","00+",8
"2017-11-12","DE-ST","00+",28
"2017-11-19","DE-ST","00+",29
"2017-11-26","DE-ST","00+",28
"2017-12-03","DE-ST","00+",28
"2017-12-10","DE-ST","00+",28
"2017-12-17","DE-ST","00+",44
"2017-12-24","DE-ST","00+",16
"2017-12-31","DE-ST","00+",4
"2018-01-07","DE-ST","00+",24
"2018-01-14","DE-ST","00+",42
"2018-01-21","DE-ST","00+",51
"2018-01-28","DE-ST","00+",36
"2018-02-04","DE-ST","00+",0
"2017-10-08","DE-TH","00+",4
"2017-10-15","DE-TH","00+",7
"2017-10-22","DE-TH","00+",9
"2017-10-29","DE-TH","00+",8
"2017-11-05","DE-TH","00+",10
"2017-11-12","DE-TH","00+",16
"2017-11-19","DE-TH","00+",21
"2017-11-26","DE-TH","00+",17
"2017-12-03","DE-TH","00+",26
"2017-12-10","DE-TH","00+",28
"2017-12-17","DE-TH","00+",18
"2017-12-24","DE-TH","00+",13
"2017-12-31","DE-TH","00+",10
"2018-01-07","DE-TH","00+",22
"2018-01-14","DE-TH","00+",21
"2018-01-21","DE-TH","00+",41
"2018-01-28","DE-TH","00+",49
"2018-02-04","DE-TH","00+",0
