"date","location","age_group","value"
"2021-10-10","DE","00+",0
"2021-10-17","DE","00+",0
"2021-10-24","DE","00+",0
"2021-10-10","DE-BW","00+",0
"2021-10-17","DE-BW","00+",0
"2021-10-24","DE-BW","00+",0
"2021-10-10","DE-BY","00+",0
"2021-10-17","DE-BY","00+",0
"2021-10-24","DE-BY","00+",0
"2021-10-10","DE-BB-BE","00+",0
"2021-10-17","DE-BB-BE","00+",0
"2021-10-24","DE-BB-BE","00+",0
"2021-10-10","DE-HE","00+",0
"2021-10-17","DE-HE","00+",0
"2021-10-24","DE-HE","00+",0
"2021-10-10","DE-MV","00+",0
"2021-10-17","DE-MV","00+",0
"2021-10-24","DE-MV","00+",0
"2021-10-10","DE-NI-HB","00+",0
"2021-10-17","DE-NI-HB","00+",0
"2021-10-24","DE-NI-HB","00+",0
"2021-10-10","DE-NW","00+",0
"2021-10-17","DE-NW","00+",0
"2021-10-24","DE-NW","00+",0
"2021-10-10","DE-RP-SL","00+",0
"2021-10-17","DE-RP-SL","00+",0
"2021-10-24","DE-RP-SL","00+",0
"2021-10-10","DE-SN","00+",0
"2021-10-17","DE-SN","00+",0
"2021-10-24","DE-SN","00+",0
"2021-10-10","DE-ST","00+",0
"2021-10-17","DE-ST","00+",0
"2021-10-24","DE-ST","00+",0
"2021-10-10","DE-SH-HH","00+",0
"2021-10-17","DE-SH-HH","00+",0
"2021-10-24","DE-SH-HH","00+",0
"2021-10-10","DE-TH","00+",0
"2021-10-17","DE-TH","00+",0
"2021-10-24","DE-TH","00+",0
