"date","location","age_group","value"
"2019-10-06","DE","00+",32
"2019-10-13","DE","00+",40
"2019-10-20","DE","00+",45
"2019-10-27","DE","00+",68
"2019-11-03","DE","00+",68
"2019-11-10","DE","00+",95
"2019-11-17","DE","00+",107
"2019-11-24","DE","00+",120
"2019-12-01","DE","00+",115
"2019-12-08","DE","00+",118
"2019-12-15","DE","00+",120
"2019-10-06","DE-BW","00+",7
"2019-10-13","DE-BW","00+",11
"2019-10-20","DE-BW","00+",7
"2019-10-27","DE-BW","00+",10
"2019-11-03","DE-BW","00+",9
"2019-11-10","DE-BW","00+",11
"2019-11-17","DE-BW","00+",14
"2019-11-24","DE-BW","00+",13
"2019-12-01","DE-BW","00+",17
"2019-12-08","DE-BW","00+",12
"2019-12-15","DE-BW","00+",15
"2019-10-06","DE-BY","00+",16
"2019-10-13","DE-BY","00+",28
"2019-10-20","DE-BY","00+",38
"2019-10-27","DE-BY","00+",42
"2019-11-03","DE-BY","00+",30
"2019-11-10","DE-BY","00+",38
"2019-11-17","DE-BY","00+",56
"2019-11-24","DE-BY","00+",44
"2019-12-01","DE-BY","00+",54
"2019-12-08","DE-BY","00+",74
"2019-12-15","DE-BY","00+",66
"2019-10-06","DE-BB-BE","00+",5
"2019-10-13","DE-BB-BE","00+",6
"2019-10-20","DE-BB-BE","00+",3
"2019-10-27","DE-BB-BE","00+",0
"2019-11-03","DE-BB-BE","00+",9
"2019-11-10","DE-BB-BE","00+",15
"2019-11-17","DE-BB-BE","00+",10
"2019-11-24","DE-BB-BE","00+",15
"2019-12-01","DE-BB-BE","00+",12
"2019-12-08","DE-BB-BE","00+",12
"2019-12-15","DE-BB-BE","00+",22
"2019-10-06","DE-HE","00+",3
"2019-10-13","DE-HE","00+",4
"2019-10-20","DE-HE","00+",5
"2019-10-27","DE-HE","00+",6
"2019-11-03","DE-HE","00+",9
"2019-11-10","DE-HE","00+",7
"2019-11-17","DE-HE","00+",13
"2019-11-24","DE-HE","00+",10
"2019-12-01","DE-HE","00+",11
"2019-12-08","DE-HE","00+",13
"2019-12-15","DE-HE","00+",8
"2019-10-06","DE-MV","00+",3
"2019-10-13","DE-MV","00+",1
"2019-10-20","DE-MV","00+",9
"2019-10-27","DE-MV","00+",6
"2019-11-03","DE-MV","00+",2
"2019-11-10","DE-MV","00+",8
"2019-11-17","DE-MV","00+",8
"2019-11-24","DE-MV","00+",13
"2019-12-01","DE-MV","00+",10
"2019-12-08","DE-MV","00+",19
"2019-12-15","DE-MV","00+",15
"2019-10-06","DE-NI-HB","00+",4
"2019-10-13","DE-NI-HB","00+",2
"2019-10-20","DE-NI-HB","00+",1
"2019-10-27","DE-NI-HB","00+",7
"2019-11-03","DE-NI-HB","00+",6
"2019-11-10","DE-NI-HB","00+",8
"2019-11-17","DE-NI-HB","00+",9
"2019-11-24","DE-NI-HB","00+",10
"2019-12-01","DE-NI-HB","00+",10
"2019-12-08","DE-NI-HB","00+",10
"2019-12-15","DE-NI-HB","00+",10
"2019-10-06","DE-NW","00+",8
"2019-10-13","DE-NW","00+",8
"2019-10-20","DE-NW","00+",4
"2019-10-27","DE-NW","00+",12
"2019-11-03","DE-NW","00+",13
"2019-11-10","DE-NW","00+",22
"2019-11-17","DE-NW","00+",29
"2019-11-24","DE-NW","00+",36
"2019-12-01","DE-NW","00+",30
"2019-12-08","DE-NW","00+",22
"2019-12-15","DE-NW","00+",28
"2019-10-06","DE-RP-SL","00+",1
"2019-10-13","DE-RP-SL","00+",1
