date,year,week,location,age_group,value
2023-01-08,2023,1,DE,00+,130630.0
2023-01-15,2023,2,DE,00+,89269.0
2023-01-22,2023,3,DE,00+,63042.0
2023-01-29,2023,4,DE,00+,73460.0
2023-02-05,2023,5,DE,00+,84443.0
2023-02-12,2023,6,DE,00+,86920.0
2023-02-19,2023,7,DE,00+,98280.0
2023-02-26,2023,8,DE,00+,113910.0
2023-03-05,2023,9,DE,00+,86597.0
2023-03-12,2023,10,DE,00+,44283.0
2023-03-19,2023,11,DE,00+,40821.0
2023-03-26,2023,12,DE,00+,33233.0
2023-04-02,2023,13,DE,00+,23016.0
2023-04-09,2023,14,DE,00+,14874.0
2023-04-16,2023,15,DE,00+,13229.0
2023-04-23,2023,16,DE,00+,11680.0
2023-04-30,2023,17,DE,00+,9336.0
2023-05-07,2023,18,DE,00+,7410.0
2023-05-14,2023,19,DE,00+,6779.0
2023-05-21,2023,20,DE,00+,4453.0
2023-05-28,2023,21,DE,00+,4353.0
2023-06-04,2023,22,DE,00+,2853.0
2023-06-11,2023,23,DE,00+,2423.0
2023-06-18,2023,24,DE,00+,2054.0
2023-06-25,2023,25,DE,00+,1576.0
2023-07-02,2023,26,DE,00+,1153.0
2023-07-09,2023,27,DE,00+,1062.0
2023-07-16,2023,28,DE,00+,1265.0
2023-07-23,2023,29,DE,00+,1288.0
2023-07-30,2023,30,DE,00+,1861.0
2023-08-06,2023,31,DE,00+,2110.0
2023-08-13,2023,32,DE,00+,2704.0
2023-08-20,2023,33,DE,00+,4420.0
2023-08-27,2023,34,DE,00+,5216.0
2023-09-03,2023,35,DE,00+,5584.0
2023-09-10,2023,36,DE,00+,7538.0
2023-09-17,2023,37,DE,00+,8904.0
2023-09-24,2023,38,DE,00+,9167.0
2023-10-01,2023,39,DE,00+,10294.0
2023-10-08,2023,40,DE,00+,11220.0
2023-10-15,2023,41,DE,00+,14823.0
2023-10-22,2023,42,DE,00+,16239.0
2023-10-29,2023,43,DE,00+,22400.0
2023-11-05,2023,44,DE,00+,23340.0
2023-11-12,2023,45,DE,00+,28116.0
2023-11-19,2023,46,DE,00+,29000.0
2023-11-26,2023,47,DE,00+,31666.0
2023-12-03,2023,48,DE,00+,32616.0
2023-12-10,2023,49,DE,00+,37679.0
2023-12-17,2023,50,DE,00+,44015.0
2023-12-24,2023,51,DE,00+,36708.0
2023-12-31,2023,52,DE,00+,18120.0
2024-01-07,2024,1,DE,00+,18288.0
2024-01-14,2024,2,DE,00+,12910.0
2024-01-21,2024,3,DE,00+,8899.0
2024-01-28,2024,4,DE,00+,7730.0
2024-02-04,2024,5,DE,00+,6349.0
2024-02-11,2024,6,DE,00+,5273.0
2024-02-18,2024,7,DE,00+,3639.0
2024-02-25,2024,8,DE,00+,3037.0
2024-03-03,2024,9,DE,00+,2245.0
2024-03-10,2024,10,DE,00+,1799.0
2024-03-17,2024,11,DE,00+,1539.0
2024-03-24,2024,12,DE,00+,1324.0
2024-03-31,2024,13,DE,00+,992.0
2024-04-07,2024,14,DE,00+,982.0
2024-04-14,2024,15,DE,00+,800.0
2024-04-21,2024,16,DE,00+,694.0
2024-04-28,2024,17,DE,00+,888.0
2024-05-05,2024,18,DE,00+,1152.0
2024-05-12,2024,19,DE,00+,1009.0
2024-05-19,2024,20,DE,00+,1354.0
2024-05-26,2024,21,DE,00+,980.0
2024-06-02,2024,22,DE,00+,1038.0
2024-06-09,2024,23,DE,00+,1478.0
2024-06-16,2024,24,DE,00+,2132.0
2024-06-23,2024,25,DE,00+,3534.0
2024-06-30,2024,26,DE,00+,4545.0
2024-07-07,2024,27,DE,00+,4741.0
2024-07-14,2024,28,DE,00+,5895.0
2024-07-21,2024,29,DE,00+,6436.0
2024-07-28,2024,30,DE,00+,6301.0
2024-08-04,2024,31,DE,00+,6112.0
2024-08-11,2024,32,DE,00+,6146.0
2024-08-18,2024,33,DE,00+,6040.0
2024-08-25,2024,34,DE,00+,6578.0
2024-09-01,2024,35,DE,00+,7618.0
2024-09-08,2024,36,DE,00+,8561.0
2024-09-15,2024,37,DE,00+,7725.0
2024-09-22,2024,38,DE,00+,10575.0
2024-09-29,2024,39,DE,00+,13501.0
2024-10-06,2024,40,DE,00+,10922.0
2024-10-13,2024,41,DE,00+,16483.0
2024-10-20,2024,42,DE,00+,16524.0
2024-10-27,2024,43,DE,00+,16552.0
2024-11-03,2024,44,DE,00+,11957.0
2024-11-10,2024,45,DE,00+,11842.0
2024-11-17,2024,46,DE,00+,10850.0
2024-11-24,2024,47,DE,00+,11007.0
2024-12-01,2024,48,DE,00+,10814.0
2024-12-08,2024,49,DE,00+,9223.0
2024-12-15,2024,50,DE,00+,8986.0
2024-12-22,2024,51,DE,00+,7999.0
2024-12-29,2024,52,DE,00+,3542.0
2025-01-05,2025,1,DE,00+,4658.0
2025-01-12,2025,2,DE,00+,4393.0
2025-01-19,2025,3,DE,00+,3517.0
2025-01-26,2025,4,DE,00+,3609.0
2025-02-02,2025,5,DE,00+,3477.0
2025-02-09,2025,6,DE,00+,2644.0
2025-02-16,2025,7,DE,00+,2298.0
2025-02-23,2025,8,DE,00+,2101.0
2025-03-02,2025,9,DE,00+,1812.0
2025-03-09,2025,10,DE,00+,1320.0
2025-03-16,2025,11,DE,00+,1263.0
2025-03-23,2025,12,DE,00+,994.0
2025-03-30,2025,13,DE,00+,1014.0
2025-04-06,2025,14,DE,00+,829.0
2025-04-13,2025,15,DE,00+,841.0
2025-04-20,2025,16,DE,00+,686.0
2025-04-27,2025,17,DE,00+,585.0
2025-05-04,2025,18,DE,00+,506.0
2025-05-11,2025,19,DE,00+,565.0
2025-05-18,2025,20,DE,00+,574.0
2025-05-25,2025,21,DE,00+,735.0
2025-06-01,2025,22,DE,00+,708.0
2025-06-08,2025,23,DE,00+,866.0
