date,week,location,age_group,value
2009-11-12,46,DE,00+,0
2009-11-13,46,DE,00+,0
2009-11-17,46,DE,00+,0
2009-11-19,47,DE,00+,0
2009-11-20,47,DE,00+,0
2009-11-23,47,DE,00+,0
2009-11-24,47,DE,00+,0
2009-11-25,47,DE,00+,0
2009-11-26,48,DE,00+,0
2009-11-30,48,DE,00+,0
2009-12-01,48,DE,00+,0
2009-12-02,48,DE,00+,0
2009-12-03,49,DE,00+,0
2009-12-04,49,DE,00+,0
2009-12-07,49,DE,00+,0
2009-12-08,49,DE,00+,0
2009-12-09,49,DE,00+,0
2009-12-10,50,DE,00+,0
2009-12-11,50,DE,00+,0
2009-12-14,50,DE,00+,0
2009-12-15,50,DE,00+,0
2009-12-16,50,DE,00+,0
2009-12-17,51,DE,00+,0
2009-12-18,51,DE,00+,0
2009-12-21,51,DE,00+,0
2009-12-22,51,DE,00+,0
2009-12-23,51,DE,00+,0
2009-12-24,52,DE,00+,0
2009-12-28,52,DE,00+,0
2009-12-29,52,DE,00+,0
2009-12-30,52,DE,00+,0
2010-01-05,1,DE,00+,0
2010-01-07,1,DE,00+,0
2010-01-08,2,DE,00+,0
2010-01-12,2,DE,00+,0
2010-01-14,2,DE,00+,0
2010-01-15,3,DE,00+,0
2010-01-18,3,DE,00+,0
2010-01-19,3,DE,00+,0
2010-01-20,3,DE,00+,0
2010-01-21,3,DE,00+,0
2010-01-22,4,DE,00+,0
2010-01-25,4,DE,00+,0
2010-01-26,4,DE,00+,0
2010-01-27,4,DE,00+,0
2010-01-28,4,DE,00+,0
2010-01-29,5,DE,00+,0
2010-02-01,5,DE,00+,0
2010-02-02,5,DE,00+,0
2010-02-03,5,DE,00+,0
2010-02-04,5,DE,00+,0
2010-02-05,6,DE,00+,0
2010-02-08,6,DE,00+,0
2010-02-09,6,DE,00+,0
2010-02-10,6,DE,00+,0
2010-02-11,6,DE,00+,0
2010-02-12,7,DE,00+,0
2010-02-15,7,DE,00+,0
2010-02-16,7,DE,00+,0
2010-02-17,7,DE,00+,0
2010-02-18,7,DE,00+,0
2010-02-19,8,DE,00+,0
2010-02-22,8,DE,00+,0
2010-02-23,8,DE,00+,0
2010-02-24,8,DE,00+,0
2010-02-25,8,DE,00+,0
2010-02-26,9,DE,00+,0
2010-03-01,9,DE,00+,0
2010-03-02,9,DE,00+,0
2010-03-03,9,DE,00+,0
2010-03-04,9,DE,00+,0
2010-03-05,10,DE,00+,0
2010-03-08,10,DE,00+,0
2010-03-09,10,DE,00+,0
2010-03-10,10,DE,00+,0
2010-03-11,10,DE,00+,0
2010-03-12,11,DE,00+,0
2010-03-15,11,DE,00+,0
2010-03-16,11,DE,00+,0
2010-03-17,11,DE,00+,0
2010-03-18,11,DE,00+,0
2010-03-19,12,DE,00+,0
2010-03-20,12,DE,00+,0
2010-03-22,12,DE,00+,0
2010-03-23,12,DE,00+,0
2010-03-24,12,DE,00+,0
2010-03-25,12,DE,00+,0
2010-03-26,13,DE,00+,0
2010-03-27,13,DE,00+,0
