location,age_group,year,week,date,value
DE,00+,2022,29,2022-07-24,0
DE,00+,2022,30,2022-07-31,3
DE,00+,2022,31,2022-08-07,0
DE,00+,2022,32,2022-08-14,0
DE,00+,2022,33,2022-08-21,0
DE,00+,2022,34,2022-08-28,3
DE,00+,2022,35,2022-09-04,0
DE,00+,2022,36,2022-09-11,1
DE,00+,2022,37,2022-09-18,0
DE,00+,2022,38,2022-09-25,3
DE,00+,2022,39,2022-10-02,3
DE,00+,2022,40,2022-10-09,2
DE,00+,2022,41,2022-10-16,6
DE,00+,2022,42,2022-10-23,10
DE,00+,2022,43,2022-10-30,8
DE,00+,2022,44,2022-11-06,23
DE,00+,2022,45,2022-11-13,45
DE,00+,2022,46,2022-11-20,62
DE,00+,2022,47,2022-11-27,65
DE,00+,2022,48,2022-12-04,57
DE,00+,2022,49,2022-12-11,59
DE,00+,2022,50,2022-12-18,50
DE,00+,2022,51,2022-12-25,31
DE,00+,2022,52,2023-01-01,11
DE,00+,2023,1,2023-01-08,24
DE,00+,2023,2,2023-01-15,24
DE,00+,2023,3,2023-01-22,19
DE,00+,2023,4,2023-01-29,11
DE,00+,2023,5,2023-02-05,9
DE,00+,2023,6,2023-02-12,12
DE,00+,2023,7,2023-02-19,6
DE,00+,2023,8,2023-02-26,1
DE,00+,2023,9,2023-03-05,0
DE,00+,2023,10,2023-03-12,1
DE,00+,2023,11,2023-03-19,0
DE,00+,2023,12,2023-03-26,0
DE,00+,2023,13,2023-04-02,0
DE,00+,2023,14,2023-04-09,0
DE,00+,2023,15,2023-04-16,0
DE,00+,2023,16,2023-04-23,0
DE,00+,2023,17,2023-04-30,0
DE,00+,2023,18,2023-05-07,0
DE,00+,2023,19,2023-05-14,2
DE,00+,2023,20,2023-05-21,0
DE,00+,2023,21,2023-05-28,1
DE,00+,2023,22,2023-06-04,0
DE,00+,2023,23,2023-06-11,0
DE,00+,2023,24,2023-06-18,0
DE,00+,2023,25,2023-06-25,0
DE,00+,2023,26,2023-07-02,0
DE,00+,2023,27,2023-07-09,0
DE,00+,2023,28,2023-07-16,0
DE,00+,2023,29,2023-07-23,0
DE,00+,2023,30,2023-07-30,0
DE,00+,2023,31,2023-08-06,0
DE,00+,2023,32,2023-08-13,0
DE,00+,2023,33,2023-08-20,0
DE,00+,2023,34,2023-08-27,0
DE,00+,2023,35,2023-09-03,0
DE,00+,2023,36,2023-09-10,0
DE,00+,2023,37,2023-09-17,0
DE,00+,2023,38,2023-09-24,0
DE,00+,2023,39,2023-10-01,0
DE,00+,2023,40,2023-10-08,0
DE,00+,2023,41,2023-10-15,0
DE,00+,2023,42,2023-10-22,3
DE,00+,2023,43,2023-10-29,2
DE,00+,2023,44,2023-11-05,3
DE,00+,2023,45,2023-11-12,4
DE,00+,2023,46,2023-11-19,2
DE-BB-BE,00+,2022,29,2022-07-24,0
DE-BB-BE,00+,2022,30,2022-07-31,1
DE-BB-BE,00+,2022,31,2022-08-07,0
DE-BB-BE,00+,2022,32,2022-08-14,0
DE-BB-BE,00+,2022,33,2022-08-21,0
DE-BB-BE,00+,2022,34,2022-08-28,0
DE-BB-BE,00+,2022,35,2022-09-04,0
DE-BB-BE,00+,2022,36,2022-09-11,1
DE-BB-BE,00+,2022,37,2022-09-18,0
DE-BB-BE,00+,2022,38,2022-09-25,0
DE-BB-BE,00+,2022,39,2022-10-02,1
DE-BB-BE,00+,2022,40,2022-10-09,0
DE-BB-BE,00+,2022,41,2022-10-16,2
DE-BB-BE,00+,2022,42,2022-10-23,1
DE-BB-BE,00+,2022,43,2022-10-30,1
DE-BB-BE,00+,2022,44,2022-11-06,0
DE-BB-BE,00+,2022,45,2022-11-13,1
DE-BB-BE,00+,2022,46,2022-11-20,7
DE-BB-BE,00+,2022,47,2022-11-27,11
DE-BB-BE,00+,2022,48,2022-12-04,9
DE-BB-BE,00+,2022,49,2022-12-11,4
DE-BB-BE,00+,2022,50,2022-12-18,2
DE-BB-BE,00+,2022,51,2022-12-25,5
DE-BB-BE,00+,2022,52,2023-01-01,0
DE-BB-BE,00+,2023,1,2023-01-08,2
DE-BB-BE,00+,2023,2,2023-01-15,3
DE-BB-BE,00+,2023,3,2023-01-22,2
DE-BB-BE,00+,2023,4,2023-01-29,1
DE-BB-BE,00+,2023,5,2023-02-05,1
DE-BB-BE,00+,2023,6,2023-02-12,0
DE-BB-BE,00+,2023,7,2023-02-19,2
DE-BB-BE,00+,2023,8,2023-02-26,0
DE-BB-BE,00+,2023,9,2023-03-05,0
DE-BB-BE,00+,2023,10,2023-03-12,0
DE-BB-BE,00+,2023,11,2023-03-19,0
DE-BB-BE,00+,2023,12,2023-03-26,0
DE-BB-BE,00+,2023,13,2023-04-02,0
DE-BB-BE,00+,2023,14,2023-04-09,0
DE-BB-BE,00+,2023,15,2023-04-16,0
DE-BB-BE,00+,2023,16,2023-04-23,0
DE-BB-BE,00+,2023,17,2023-04-30,0
DE-BB-BE,00+,2023,18,2023-05-07,0
DE-BB-BE,00+,2023,19,2023-05-14,0
DE-BB-BE,00+,2023,20,2023-05-21,0
DE-BB-BE,00+,2023,21,2023-05-28,0
DE-BB-BE,00+,2023,22,2023-06-04,0
DE-BB-BE,00+,2023,23,2023-06-11,0
DE-BB-BE,00+,2023,24,2023-06-18,0
DE-BB-BE,00+,2023,25,2023-06-25,0
DE-BB-BE,00+,2023,26,2023-07-02,0
DE-BB-BE,00+,2023,27,2023-07-09,0
DE-BB-BE,00+,2023,28,2023-07-16,0
DE-BB-BE,00+,2023,29,2023-07-23,0
DE-BB-BE,00+,2023,30,2023-07-30,0
DE-BB-BE,00+,2023,31,2023-08-06,0
DE-BB-BE,00+,2023,32,2023-08-13,0
DE-BB-BE,00+,2023,33,2023-08-20,0
DE-BB-BE,00+,2023,34,2023-08-27,0
DE-BB-BE,00+,2023,35,2023-09-03,0
DE-BB-BE,00+,2023,36,2023-09-10,0
DE-BB-BE,00+,2023,37,2023-09-17,0
DE-BB-BE,00+,2023,38,2023-09-24,0
DE-BB-BE,00+,2023,39,2023-10-01,0
DE-BB-BE,00+,2023,40,2023-10-08,0
DE-BB-BE,00+,2023,41,2023-10-15,0
DE-BB-BE,00+,2023,42,2023-10-22,1
DE-BB-BE,00+,2023,43,2023-10-29,1
DE-BB-BE,00+,2023,44,2023-11-05,1
DE-BB-BE,00+,2023,45,2023-11-12,0
DE-BB-BE,00+,2023,46,2023-11-19,0
DE-BW,00+,2022,29,2022-07-24,0
DE-BW,00+,2022,30,2022-07-31,0
DE-BW,00+,2022,31,2022-08-07,0
DE-BW,00+,2022,32,2022-08-14,0
DE-BW,00+,2022,33,2022-08-21,0
DE-BW,00+,2022,34,2022-08-28,0
DE-BW,00+,2022,35,2022-09-04,0
DE-BW,00+,2022,36,2022-09-11,0
DE-BW,00+,2022,37,2022-09-18,0
DE-BW,00+,2022,38,2022-09-25,0
DE-BW,00+,2022,39,2022-10-02,2
DE-BW,00+,2022,40,2022-10-09,1
DE-BW,00+,2022,41,2022-10-16,2
DE-BW,00+,2022,42,2022-10-23,3
DE-BW,00+,2022,43,2022-10-30,2
DE-BW,00+,2022,44,2022-11-06,1
DE-BW,00+,2022,45,2022-11-13,1
DE-BW,00+,2022,46,2022-11-20,3
DE-BW,00+,2022,47,2022-11-27,8
DE-BW,00+,2022,48,2022-12-04,4
DE-BW,00+,2022,49,2022-12-11,7
DE-BW,00+,2022,50,2022-12-18,6
DE-BW,00+,2022,51,2022-12-25,3
DE-BW,00+,2022,52,2023-01-01,3
DE-BW,00+,2023,1,2023-01-08,5
DE-BW,00+,2023,2,2023-01-15,4
DE-BW,00+,2023,3,2023-01-22,4
