location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2018,1,2018-01-07,43,0,1,-1,1,0,1,1,-6,0,0,
DE,00+,2018,2,2018-01-14,59,0,0,1,0,-1,0,0,0,0,0,
DE,00+,2018,3,2018-01-21,110,3,-3,4,-4,0,0,0,0,0,0,
DE,00+,2018,4,2018-01-28,159,1,0,6,-6,0,0,0,0,0,0,
DE,00+,2018,5,2018-02-04,197,-1,0,0,1,0,0,0,0,0,0,
DE,00+,2018,6,2018-02-11,170,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,7,2018-02-18,235,1,-6,0,0,0,0,0,0,0,0,
DE,00+,2018,8,2018-02-25,240,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,9,2018-03-04,286,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,10,2018-03-11,260,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,11,2018-03-18,187,3,0,0,0,0,0,0,0,0,0,
DE,00+,2018,12,2018-03-25,106,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,13,2018-04-01,67,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,14,2018-04-08,30,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,15,2018-04-15,10,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,16,2018-04-22,6,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,17,2018-04-29,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,18,2018-05-06,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,19,2018-05-13,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,20,2018-05-20,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,21,2018-05-27,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,22,2018-06-03,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,23,2018-06-10,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,24,2018-06-17,6,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,25,2018-06-24,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,26,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,27,2018-07-08,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,28,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,29,2018-07-22,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,30,2018-07-29,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,31,2018-08-05,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,32,2018-08-12,6,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,33,2018-08-19,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,34,2018-08-26,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,35,2018-09-02,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,36,2018-09-09,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,37,2018-09-16,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,38,2018-09-23,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,39,2018-09-30,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,40,2018-10-07,3,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,41,2018-10-14,2,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,42,2018-10-21,2,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,43,2018-10-28,0,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,44,2018-11-04,1,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,45,2018-11-11,2,0,0,0,0,0,0,0,0,0,0,
DE,00+,2018,46,2018-11-18,2,0,0,0,1,0,-1,-2,0,0,2,
DE,00+,2018,47,2018-11-25,6,0,0,0,0,0,-3,0,0,0,0,
DE,00+,2018,48,2018-12-02,7,0,0,0,0,-3,0,0,0,0,0,
