date,year,week,location,age_group,value
2019-01-06,2019,1,DE,00+,596.0
2019-01-13,2019,2,DE,00+,1481.0
2019-01-20,2019,3,DE,00+,2636.0
2019-01-27,2019,4,DE,00+,4901.0
2019-02-03,2019,5,DE,00+,10529.0
2019-02-10,2019,6,DE,00+,16820.0
2019-02-17,2019,7,DE,00+,24853.0
2019-02-24,2019,8,DE,00+,26908.0
2019-03-03,2019,9,DE,00+,24997.0
2019-03-10,2019,10,DE,00+,22095.0
2019-03-17,2019,11,DE,00+,17997.0
2019-03-24,2019,12,DE,00+,13642.0
2019-03-31,2019,13,DE,00+,8895.0
2019-04-07,2019,14,DE,00+,5184.0
2019-04-14,2019,15,DE,00+,3097.0
2019-04-21,2019,16,DE,00+,1429.0
2019-04-28,2019,17,DE,00+,970.0
2019-05-05,2019,18,DE,00+,438.0
2019-05-12,2019,19,DE,00+,301.0
2019-05-19,2019,20,DE,00+,195.0
2019-05-26,2019,21,DE,00+,139.0
2019-06-02,2019,22,DE,00+,83.0
2019-06-09,2019,23,DE,00+,59.0
2019-06-16,2019,24,DE,00+,30.0
2019-06-23,2019,25,DE,00+,13.0
2019-06-30,2019,26,DE,00+,22.0
2019-07-07,2019,27,DE,00+,22.0
2019-07-14,2019,28,DE,00+,14.0
2019-07-21,2019,29,DE,00+,19.0
2019-07-28,2019,30,DE,00+,13.0
2019-08-04,2019,31,DE,00+,23.0
2019-08-11,2019,32,DE,00+,13.0
2019-08-18,2019,33,DE,00+,19.0
2019-08-25,2019,34,DE,00+,15.0
2019-09-01,2019,35,DE,00+,20.0
2019-09-08,2019,36,DE,00+,24.0
2019-09-15,2019,37,DE,00+,35.0
2019-09-22,2019,38,DE,00+,29.0
2019-09-29,2019,39,DE,00+,40.0
2019-10-06,2019,40,DE,00+,35.0
2019-10-13,2019,41,DE,00+,62.0
2019-10-20,2019,42,DE,00+,117.0
2019-10-27,2019,43,DE,00+,83.0
2019-11-03,2019,44,DE,00+,71.0
2019-11-10,2019,45,DE,00+,102.0
2019-11-17,2019,46,DE,00+,114.0
2019-11-24,2019,47,DE,00+,167.0
2019-12-01,2019,48,DE,00+,316.0
2019-12-08,2019,49,DE,00+,417.0
2019-12-15,2019,50,DE,00+,792.0
2019-12-22,2019,51,DE,00+,1466.0
2019-12-29,2019,52,DE,00+,833.0
2020-01-05,2020,1,DE,00+,1563.0
2020-01-12,2020,2,DE,00+,3280.0
2020-01-19,2020,3,DE,00+,5244.0
2020-01-26,2020,4,DE,00+,8475.0
2020-02-02,2020,5,DE,00+,17136.0
2020-02-09,2020,6,DE,00+,23901.0
2020-02-16,2020,7,DE,00+,22025.0
2020-02-23,2020,8,DE,00+,21716.0
2020-03-01,2020,9,DE,00+,22903.0
2020-03-08,2020,10,DE,00+,26897.0
2020-03-15,2020,11,DE,00+,20745.0
2020-03-22,2020,12,DE,00+,11477.0
2020-03-29,2020,13,DE,00+,3883.0
2020-04-05,2020,14,DE,00+,1440.0
2020-04-12,2020,15,DE,00+,628.0
2020-04-19,2020,16,DE,00+,495.0
2020-04-26,2020,17,DE,00+,269.0
2020-05-03,2020,18,DE,00+,161.0
2020-05-10,2020,19,DE,00+,318.0
2020-05-17,2020,20,DE,00+,244.0
2020-05-24,2020,21,DE,00+,127.0
2020-05-31,2020,22,DE,00+,89.0
2020-06-07,2020,23,DE,00+,59.0
2020-06-14,2020,24,DE,00+,52.0
2020-06-21,2020,25,DE,00+,93.0
2020-06-28,2020,26,DE,00+,276.0
2020-07-05,2020,27,DE,00+,7.0
2020-07-12,2020,28,DE,00+,4.0
2020-07-19,2020,29,DE,00+,8.0
2020-07-26,2020,30,DE,00+,5.0
2020-08-02,2020,31,DE,00+,12.0
2020-08-09,2020,32,DE,00+,6.0
2020-08-16,2020,33,DE,00+,11.0
2020-08-23,2020,34,DE,00+,2.0
2020-08-30,2020,35,DE,00+,7.0
2020-09-06,2020,36,DE,00+,3.0
2020-09-13,2020,37,DE,00+,5.0
2020-09-20,2020,38,DE,00+,6.0
2020-09-27,2020,39,DE,00+,11.0
2020-10-04,2020,40,DE,00+,6.0
2020-10-11,2020,41,DE,00+,18.0
2020-10-18,2020,42,DE,00+,16.0
2020-10-25,2020,43,DE,00+,16.0
2020-11-01,2020,44,DE,00+,20.0
2020-11-08,2020,45,DE,00+,18.0
2020-11-15,2020,46,DE,00+,18.0
2020-11-22,2020,47,DE,00+,23.0
2020-11-29,2020,48,DE,00+,28.0
2020-12-06,2020,49,DE,00+,25.0
2020-12-13,2020,50,DE,00+,24.0
2020-12-20,2020,51,DE,00+,27.0
2020-12-27,2020,52,DE,00+,28.0
2021-01-03,2020,53,DE,00+,17.0
2021-01-10,2021,1,DE,00+,36.0
2021-01-17,2021,2,DE,00+,32.0
2021-01-24,2021,3,DE,00+,31.0
2021-01-31,2021,4,DE,00+,21.0
2021-02-07,2021,5,DE,00+,11.0
2021-02-14,2021,6,DE,00+,16.0
2021-02-21,2021,7,DE,00+,14.0
2021-02-28,2021,8,DE,00+,9.0
2021-03-07,2021,9,DE,00+,10.0
2021-03-14,2021,10,DE,00+,16.0
2021-03-21,2021,11,DE,00+,13.0
2021-03-28,2021,12,DE,00+,13.0
2021-04-04,2021,13,DE,00+,9.0
2021-04-11,2021,14,DE,00+,12.0
2021-04-18,2021,15,DE,00+,10.0
2021-04-25,2021,16,DE,00+,13.0
2021-05-02,2021,17,DE,00+,10.0
2021-05-09,2021,18,DE,00+,7.0
2021-05-16,2021,19,DE,00+,5.0
2021-05-23,2021,20,DE,00+,7.0
2021-05-30,2021,21,DE,00+,8.0
2021-06-06,2021,22,DE,00+,11.0
2021-06-13,2021,23,DE,00+,5.0
2021-06-20,2021,24,DE,00+,2.0
2021-06-27,2021,25,DE,00+,8.0
2021-07-04,2021,26,DE,00+,4.0
2021-07-11,2021,27,DE,00+,4.0
2021-07-18,2021,28,DE,00+,6.0
2021-07-25,2021,29,DE,00+,10.0
2021-08-01,2021,30,DE,00+,2.0
2021-08-08,2021,31,DE,00+,7.0
2021-08-15,2021,32,DE,00+,4.0
2021-08-22,2021,33,DE,00+,3.0
2021-08-29,2021,34,DE,00+,10.0
2021-09-05,2021,35,DE,00+,23.0
2021-09-12,2021,36,DE,00+,17.0
2021-09-19,2021,37,DE,00+,18.0
2021-09-26,2021,38,DE,00+,7.0
2021-10-03,2021,39,DE,00+,28.0
2021-10-10,2021,40,DE,00+,24.0
2021-10-17,2021,41,DE,00+,19.0
2021-10-24,2021,42,DE,00+,34.0
2021-10-31,2021,43,DE,00+,33.0
2021-11-07,2021,44,DE,00+,38.0
2021-11-14,2021,45,DE,00+,47.0
2021-11-21,2021,46,DE,00+,40.0
2021-11-28,2021,47,DE,00+,40.0
2021-12-05,2021,48,DE,00+,40.0
2021-12-12,2021,49,DE,00+,69.0
2021-12-19,2021,50,DE,00+,99.0
