date,year,week,location,age_group,value
2005-01-09,2005,1,DE,00+,3
2005-01-16,2005,2,DE,00+,7
2005-01-23,2005,3,DE,00+,3
2005-02-06,2005,5,DE,00+,1
2005-02-13,2005,6,DE,00+,1
2005-02-20,2005,7,DE,00+,3
2005-02-27,2005,8,DE,00+,2
2005-03-06,2005,9,DE,00+,3
2005-03-13,2005,10,DE,00+,2
2005-03-20,2005,11,DE,00+,4
2005-03-27,2005,12,DE,00+,4
2005-04-03,2005,13,DE,00+,4
2005-04-10,2005,14,DE,00+,5
2005-04-17,2005,15,DE,00+,2
2005-04-24,2005,16,DE,00+,4
2005-05-01,2005,17,DE,00+,3
2005-05-08,2005,18,DE,00+,3
2005-05-15,2005,19,DE,00+,6
2005-05-22,2005,20,DE,00+,4
2005-05-29,2005,21,DE,00+,3
2005-06-05,2005,22,DE,00+,2
2005-06-19,2005,24,DE,00+,6
2005-06-26,2005,25,DE,00+,1
2005-07-03,2005,26,DE,00+,3
2005-07-10,2005,27,DE,00+,1
2005-07-17,2005,28,DE,00+,1
2005-07-31,2005,30,DE,00+,4
2005-08-07,2005,31,DE,00+,4
2005-08-14,2005,32,DE,00+,3
2005-08-21,2005,33,DE,00+,2
2005-08-28,2005,34,DE,00+,2
2005-09-11,2005,36,DE,00+,4
2005-09-25,2005,38,DE,00+,1
2005-10-02,2005,39,DE,00+,2
2005-10-16,2005,41,DE,00+,2
2005-10-23,2005,42,DE,00+,2
2005-10-30,2005,43,DE,00+,2
2005-11-06,2005,44,DE,00+,4
2005-11-13,2005,45,DE,00+,2
2005-11-20,2005,46,DE,00+,4
2005-11-27,2005,47,DE,00+,2
2005-12-04,2005,48,DE,00+,6
2005-12-11,2005,49,DE,00+,5
2005-12-18,2005,50,DE,00+,4
2005-12-25,2005,51,DE,00+,4
2006-01-01,2005,52,DE,00+,1
2006-01-08,2006,1,DE,00+,3
2006-01-15,2006,2,DE,00+,5
2006-01-22,2006,3,DE,00+,2
2006-01-29,2006,4,DE,00+,3
2006-02-05,2006,5,DE,00+,3
2006-02-12,2006,6,DE,00+,3
2006-02-19,2006,7,DE,00+,3
2006-02-26,2006,8,DE,00+,2
2006-03-05,2006,9,DE,00+,4
2006-03-12,2006,10,DE,00+,4
2006-03-19,2006,11,DE,00+,1
2006-03-26,2006,12,DE,00+,4
2006-04-02,2006,13,DE,00+,1
2006-04-09,2006,14,DE,00+,3
2006-04-16,2006,15,DE,00+,4
2006-04-23,2006,16,DE,00+,2
2006-04-30,2006,17,DE,00+,5
2006-05-07,2006,18,DE,00+,3
2006-05-14,2006,19,DE,00+,5
