location,age_group,year,week,date,value
DE,00+,2015,7,2015-02-15,1.0
DE,00+,2015,38,2015-09-20,1.0
DE,00+,2015,41,2015-10-11,2.0
DE,00+,2015,44,2015-11-01,2.0
DE,00+,2015,45,2015-11-08,3.0
DE,00+,2015,46,2015-11-15,2.0
DE,00+,2015,47,2015-11-22,2.0
DE,00+,2015,48,2015-11-29,5.0
DE,00+,2015,49,2015-12-06,4.0
DE,00+,2015,50,2015-12-13,7.0
DE,00+,2015,51,2015-12-20,12.0
DE,00+,2015,52,2015-12-27,17.0
DE,00+,2015,53,2016-01-03,9.0
DE,00+,2016,1,2016-01-10,39.0
DE,00+,2016,2,2016-01-17,51.0
DE,00+,2016,3,2016-01-24,88.0
DE,00+,2016,4,2016-01-31,91.0
DE,00+,2016,5,2016-02-07,118.0
DE,00+,2016,6,2016-02-14,141.0
DE,00+,2016,7,2016-02-21,169.0
DE,00+,2016,8,2016-02-28,137.0
DE,00+,2016,9,2016-03-06,184.0
DE,00+,2016,10,2016-03-13,115.0
DE,00+,2016,11,2016-03-20,110.0
DE,00+,2016,12,2016-03-27,81.0
DE,00+,2016,13,2016-04-03,57.0
DE,00+,2016,14,2016-04-10,72.0
DE,00+,2016,15,2016-04-17,68.0
DE,00+,2016,16,2016-04-24,23.0
DE,00+,2016,17,2016-05-01,20.0
DE,00+,2016,18,2016-05-08,15.0
DE,00+,2016,19,2016-05-15,13.0
DE,00+,2016,20,2016-05-22,5.0
DE,00+,2016,21,2016-05-29,9.0
DE,00+,2016,22,2016-06-05,2.0
DE,00+,2016,23,2016-06-12,4.0
DE,00+,2016,24,2016-06-19,9.0
DE,00+,2016,25,2016-06-26,5.0
DE,00+,2016,27,2016-07-10,2.0
DE,00+,2016,28,2016-07-17,1.0
DE,00+,2016,29,2016-07-24,1.0
DE,00+,2016,31,2016-08-07,2.0
DE,00+,2016,32,2016-08-14,1.0
DE,00+,2016,34,2016-08-28,3.0
DE,00+,2016,35,2016-09-04,2.0
DE,00+,2016,36,2016-09-11,2.0
DE,00+,2016,37,2016-09-18,1.0
DE,00+,2016,38,2016-09-25,3.0
DE,00+,2016,39,2016-10-02,2.0
DE,00+,2016,41,2016-10-16,2.0
DE,00+,2016,42,2016-10-23,5.0
DE,00+,2016,43,2016-10-30,8.0
DE,00+,2016,44,2016-11-06,11.0
DE,00+,2016,45,2016-11-13,10.0
DE,00+,2016,46,2016-11-20,18.0
DE,00+,2016,47,2016-11-27,39.0
DE,00+,2016,48,2016-12-04,86.0
DE,00+,2016,49,2016-12-11,106.0
DE,00+,2016,50,2016-12-18,185.0
DE,00+,2016,51,2016-12-25,213.0
DE,00+,2016,52,2017-01-01,164.0
DE,00+,2017,1,2017-01-08,207.0
DE,00+,2017,2,2017-01-15,214.0
DE,00+,2017,3,2017-01-22,256.0
