location,age_group,year,week,date,value_-1w,value_0w,value_1w,value_2w,value_3w,value_4w
DE-SH-HH,00+,2024,30,2024-07-28,0,1,0,0,0,0
DE-SH-HH,00+,2024,31,2024-08-04,0,0,0,0,0,0
DE-SH-HH,00+,2024,32,2024-08-11,0,1,0,0,0,0
DE-SH-HH,00+,2024,33,2024-08-18,0,1,0,0,0,0
DE-SH-HH,00+,2024,34,2024-08-25,0,0,0,0,0,0
DE-SH-HH,00+,2024,35,2024-09-01,1,2,0,0,0,0
DE-SH-HH,00+,2024,36,2024-09-08,0,2,0,0,0,0
DE-SH-HH,00+,2024,37,2024-09-15,0,2,0,0,0,0
DE-SH-HH,00+,2024,38,2024-09-22,0,2,0,0,0,0
DE-SH-HH,00+,2024,39,2024-09-29,2,1,0,1,0,0
DE-SH-HH,00+,2024,40,2024-10-06,0,1,0,0,0,0
DE-SH-HH,00+,2024,41,2024-10-13,1,0,0,0,0,0
DE-SH-HH,00+,2024,42,2024-10-20,3,2,0,0,1,
DE-SH-HH,00+,2024,43,2024-10-27,2,0,0,0,,
DE-SH-HH,00+,2024,44,2024-11-03,2,2,0,,,
DE-SH-HH,00+,2024,45,2024-11-10,3,2,,,,
DE-SH-HH,00+,2024,46,2024-11-17,3,,,,,
DE-SN,00+,2024,21,2024-05-26,4,5,0,0,0,0
DE-SN,00+,2024,22,2024-06-02,24,11,0,0,0,0
DE-SN,00+,2024,23,2024-06-09,7,15,0,0,0,0
DE-SN,00+,2024,24,2024-06-16,7,6,0,0,0,0
DE-SN,00+,2024,25,2024-06-23,8,5,0,0,0,0
DE-SN,00+,2024,26,2024-06-30,7,7,0,0,0,0
DE-SN,00+,2024,27,2024-07-07,15,2,0,0,0,0
DE-SN,00+,2024,28,2024-07-14,2,1,0,0,0,0
DE-SN,00+,2024,29,2024-07-21,1,0,0,0,0,0
DE-SN,00+,2024,30,2024-07-28,0,1,0,0,0,0
DE-SN,00+,2024,31,2024-08-04,0,3,0,0,0,0
DE-SN,00+,2024,32,2024-08-11,0,4,0,0,0,0
DE-SN,00+,2024,33,2024-08-18,2,13,0,0,0,0
