location,age_group,year,week,date,value
DE,00+,2012,1,2012-01-08,16.0
DE,00+,2012,2,2012-01-15,24.0
DE,00+,2012,3,2012-01-22,43.0
DE,00+,2012,4,2012-01-29,89.0
DE,00+,2012,5,2012-02-05,102.0
DE,00+,2012,6,2012-02-12,209.0
DE,00+,2012,7,2012-02-19,445.0
DE,00+,2012,8,2012-02-26,868.0
DE,00+,2012,9,2012-03-04,1308.0
DE,00+,2012,10,2012-03-11,1440.0
DE,00+,2012,11,2012-03-18,1626.0
DE,00+,2012,12,2012-03-25,1568.0
DE,00+,2012,13,2012-04-01,1192.0
DE,00+,2012,14,2012-04-08,619.0
DE,00+,2012,15,2012-04-15,351.0
DE,00+,2012,16,2012-04-22,372.0
DE,00+,2012,17,2012-04-29,337.0
DE,00+,2012,18,2012-05-06,152.0
DE,00+,2012,19,2012-05-13,133.0
DE,00+,2012,20,2012-05-20,43.0
DE,00+,2012,21,2012-05-27,45.0
DE,00+,2012,22,2012-06-03,18.0
DE,00+,2012,23,2012-06-10,6.0
DE,00+,2012,24,2012-06-17,9.0
DE,00+,2012,25,2012-06-24,5.0
DE,00+,2012,26,2012-07-01,2.0
DE,00+,2012,28,2012-07-15,1.0
DE,00+,2012,29,2012-07-22,3.0
DE,00+,2012,31,2012-08-05,3.0
DE,00+,2012,32,2012-08-12,6.0
DE,00+,2012,33,2012-08-19,1.0
DE,00+,2012,34,2012-08-26,3.0
DE,00+,2012,35,2012-09-02,4.0
DE,00+,2012,36,2012-09-09,3.0
DE,00+,2012,38,2012-09-23,6.0
DE,00+,2012,39,2012-09-30,3.0
DE,00+,2012,41,2012-10-14,3.0
DE,00+,2012,42,2012-10-21,6.0
DE,00+,2012,43,2012-10-28,13.0
DE,00+,2012,44,2012-11-04,4.0
DE,00+,2012,45,2012-11-11,18.0
DE,00+,2012,46,2012-11-18,15.0
DE,00+,2012,47,2012-11-25,29.0
DE,00+,2012,48,2012-12-02,49.0
DE,00+,2012,49,2012-12-09,81.0
DE,00+,2012,50,2012-12-16,165.0
