location,age_group,year,week,date,value_-1w,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2021,44,2021-11-07,37,16,0,0,0,0,0,0,0,0,0,0,3
DE,00+,2021,45,2021-11-14,42,20,0,0,0,0,0,0,0,0,0,0,7
DE,00+,2021,46,2021-11-21,34,18,0,0,0,0,0,0,0,0,0,0,6
DE,00+,2021,47,2021-11-28,31,14,0,0,0,0,0,0,0,0,0,0,21
DE,00+,2021,48,2021-12-05,24,12,0,0,0,0,0,0,0,0,0,0,22
DE,00+,2021,49,2021-12-12,0,13,1,0,0,0,0,0,0,0,0,37,7
DE,00+,2021,50,2021-12-19,7,3,0,0,0,0,0,0,0,0,37,4,0
DE,00+,2021,51,2021-12-26,4,6,0,0,0,0,0,0,0,50,3,1,2
DE,00+,2021,52,2022-01-02,3,3,0,0,0,0,0,0,43,10,0,0,3
DE,00+,2022,1,2022-01-09,8,2,0,1,0,0,1,35,1,1,1,0,3
DE,00+,2022,2,2022-01-16,5,2,0,0,0,0,31,10,0,0,0,0,0
DE,00+,2022,3,2022-01-23,1,6,0,0,0,19,3,1,0,0,0,0,1
DE,00+,2022,4,2022-01-30,5,4,0,0,15,6,2,1,0,0,0,0,1
DE,00+,2022,5,2022-02-06,4,4,0,19,4,4,1,0,0,0,0,0,3
DE,00+,2022,6,2022-02-13,1,2,27,4,2,2,0,0,0,0,0,0,2
DE,00+,2022,7,2022-02-20,2,28,4,1,5,0,0,0,0,0,0,1,1
DE,00+,2022,8,2022-02-27,13,12,3,2,0,0,0,0,0,1,0,0,2
DE,00+,2022,9,2022-03-06,24,25,0,0,2,0,0,0,0,0,0,0,1
DE,00+,2022,10,2022-03-13,23,25,0,0,0,0,0,0,0,0,0,0,0
DE,00+,2022,11,2022-03-20,31,15,0,0,0,0,0,0,0,1,0,0,3
DE,00+,2022,12,2022-03-27,16,37,0,0,0,0,0,0,0,0,0,0,4
DE,00+,2022,13,2022-04-03,25,33,0,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,14,2022-04-10,17,34,2,0,0,0,0,0,0,0,0,0,2
DE,00+,2022,15,2022-04-17,19,28,2,2,0,0,0,0,0,0,1,0,4
DE,00+,2022,16,2022-04-24,15,36,4,1,1,0,0,0,0,0,0,0,0
DE,00+,2022,17,2022-05-01,38,45,0,0,1,0,0,0,0,0,0,0,3
DE,00+,2022,18,2022-05-08,33,43,1,1,0,0,0,0,0,0,0,0,4
DE,00+,2022,19,2022-05-15,26,32,2,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,20,2022-05-22,28,37,0,0,0,0,0,0,0,1,0,0,1
DE,00+,2022,21,2022-05-29,22,23,0,0,1,0,0,0,0,0,0,0,0
DE,00+,2022,22,2022-06-05,25,38,0,1,0,1,0,1,0,0,1,0,1
DE,00+,2022,23,2022-06-12,17,39,4,1,0,1,1,0,0,0,0,0,0
DE,00+,2022,24,2022-06-19,0,58,2,0,0,1,0,1,2,0,0,0,1
DE,00+,2022,25,2022-06-26,28,31,1,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,26,2022-07-03,19,37,2,0,0,1,0,0,0,0,0,0,0
DE,00+,2022,27,2022-07-10,12,21,1,0,0,0,0,1,0,0,0,0,1
DE,00+,2022,28,2022-07-17,25,22,7,0,1,0,0,0,0,0,0,0,0
DE,00+,2022,29,2022-07-24,0,46,1,3,0,0,0,0,0,0,0,0,0
DE,00+,2022,30,2022-07-31,19,26,1,1,0,0,0,0,0,0,0,0,1
DE,00+,2022,31,2022-08-07,17,29,0,0,0,0,0,1,0,0,0,0,0
DE,00+,2022,32,2022-08-14,19,25,1,0,0,0,0,0,0,0,0,0,0
DE,00+,2022,33,2022-08-21,16,29,0,0,0,0,0,0,0,0,0,0,0
DE,00+,2022,34,2022-08-28,11,19,2,1,0,0,0,0,0,0,0,0,0
DE,00+,2022,35,2022-09-04,12,17,1,0,0,0,0,0,0,0,0,0,2
DE,00+,2022,36,2022-09-11,18,29,1,0,0,0,0,0,0,0,0,0,2
DE,00+,2022,37,2022-09-18,14,33,0,1,0,0,0,0,0,0,0,0,0
DE,00+,2022,38,2022-09-25,20,29,0,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,39,2022-10-02,24,44,0,0,0,2,0,1,0,0,0,0,0
DE,00+,2022,40,2022-10-09,19,66,0,0,1,0,1,1,0,0,0,0,1
DE,00+,2022,41,2022-10-16,45,59,3,2,1,0,0,0,0,0,1,0,0
DE,00+,2022,42,2022-10-23,44,54,1,1,1,0,0,0,0,0,0,0,3
DE,00+,2022,43,2022-10-30,34,50,1,2,0,0,0,0,0,0,0,0,2
DE,00+,2022,44,2022-11-06,22,59,4,1,0,0,0,0,0,0,1,0,3
DE,00+,2022,45,2022-11-13,25,73,6,1,0,1,0,0,0,0,0,1,0
DE,00+,2022,46,2022-11-20,39,41,0,0,0,0,0,0,1,0,0,0,3
DE,00+,2022,47,2022-11-27,31,65,0,0,1,0,0,0,0,0,0,0,1
DE,00+,2022,48,2022-12-04,56,101,2,0,0,0,2,0,0,0,0,0,3
DE,00+,2022,49,2022-12-11,82,89,0,0,1,0,0,0,0,1,1,0,1
DE,00+,2022,50,2022-12-18,87,134,7,4,2,0,2,0,0,1,0,0,2
DE,00+,2022,51,2022-12-25,47,214,7,5,0,1,0,0,0,0,0,0,0
DE,00+,2022,52,2023-01-01,92,189,2,0,3,2,1,2,1,2,0,0,0
DE,00+,2023,1,2023-01-08,195,206,0,3,0,0,0,0,0,0,0,0,0
DE,00+,2023,2,2023-01-15,234,10,2,0,0,0,0,0,0,0,0,0,2
DE,00+,2023,3,2023-01-22,57,68,0,0,0,0,0,0,0,1,0,0,1
DE,00+,2023,4,2023-01-29,44,59,3,0,0,0,0,1,0,0,0,0,1
DE,00+,2023,5,2023-02-05,54,65,2,0,1,0,0,0,0,0,0,1,0
DE,00+,2023,6,2023-02-12,68,93,1,0,0,0,2,0,0,0,0,0,1
DE,00+,2023,7,2023-02-19,84,93,2,1,1,0,0,0,0,0,0,0,0
DE,00+,2023,8,2023-02-26,76,100,1,2,0,0,1,0,0,0,0,0,0
DE,00+,2023,9,2023-03-05,105,48,1,2,1,1,1,0,0,0,0,0,0
DE,00+,2023,10,2023-03-12,58,96,2,3,3,2,0,1,0,0,0,0,2
DE,00+,2023,11,2023-03-19,43,135,4,2,3,0,0,0,0,0,0,0,1
DE,00+,2023,12,2023-03-26,87,117,0,1,1,1,2,0,0,0,0,0,1
DE,00+,2023,13,2023-04-02,109,62,4,1,2,0,0,1,0,0,1,0,1
DE,00+,2023,14,2023-04-09,52,70,7,1,3,1,1,0,0,1,0,0,0
DE,00+,2023,15,2023-04-16,109,73,1,0,0,0,0,0,0,0,0,0,0
DE,00+,2023,16,2023-04-23,82,75,20,1,0,0,0,0,2,0,0,0,0
DE,00+,2023,17,2023-04-30,0,122,6,2,1,0,0,1,0,0,0,0,0
DE,00+,2023,18,2023-05-07,22,86,1,0,1,1,0,1,0,0,0,0,0
DE,00+,2023,19,2023-05-14,67,72,1,0,2,0,0,0,0,0,0,0,0
DE,00+,2023,20,2023-05-21,54,72,2,1,0,0,0,0,0,0,0,0,0
DE,00+,2023,21,2023-05-28,53,94,5,1,0,1,0,0,0,0,1,0,0
DE,00+,2023,22,2023-06-04,41,78,3,0,1,1,1,0,0,0,0,0,0
DE,00+,2023,23,2023-06-11,52,62,1,0,0,0,0,0,0,0,0,0,0
DE,00+,2023,24,2023-06-18,46,86,1,0,1,2,0,0,0,0,0,0,0
DE,00+,2023,25,2023-06-25,41,58,0,2,0,0,0,0,0,0,0,0,0
DE,00+,2023,26,2023-07-02,26,53,1,0,0,0,0,0,0,0,0,0,0
DE,00+,2023,27,2023-07-09,41,26,3,0,0,0,0,0,0,0,0,0,0
DE,00+,2023,28,2023-07-16,31,43,2,1,0,0,1,0,0,0,0,0,0
DE,00+,2023,29,2023-07-23,34,22,1,0,1,0,0,0,0,0,0,0,0
DE,00+,2023,30,2023-07-30,24,53,1,2,0,0,1,0,0,0,0,0,0
