location,age_group,year,week,date,value
DE,00+,2015,1,2015-01-04,13.0
DE,00+,2015,2,2015-01-11,34.0
DE,00+,2015,3,2015-01-18,7.0
DE,00+,2015,4,2015-01-25,6.0
DE,00+,2015,5,2015-02-01,13.0
DE,00+,2015,6,2015-02-08,19.0
DE,00+,2015,7,2015-02-15,17.0
DE,00+,2015,8,2015-02-22,11.0
DE,00+,2015,9,2015-03-01,21.0
DE,00+,2015,10,2015-03-08,18.0
DE,00+,2015,11,2015-03-15,20.0
DE,00+,2015,12,2015-03-22,8.0
DE,00+,2015,13,2015-03-29,16.0
DE,00+,2015,14,2015-04-05,13.0
DE,00+,2015,15,2015-04-12,20.0
DE,00+,2015,16,2015-04-19,17.0
DE,00+,2015,17,2015-04-26,14.0
DE,00+,2015,18,2015-05-03,11.0
DE,00+,2015,19,2015-05-10,7.0
DE,00+,2015,20,2015-05-17,12.0
DE,00+,2015,21,2015-05-24,8.0
DE,00+,2015,22,2015-05-31,7.0
DE,00+,2015,23,2015-06-07,11.0
DE,00+,2015,24,2015-06-14,7.0
DE,00+,2015,25,2015-06-21,8.0
DE,00+,2015,26,2015-06-28,10.0
DE,00+,2015,27,2015-07-05,12.0
DE,00+,2015,28,2015-07-12,6.0
DE,00+,2015,29,2015-07-19,7.0
DE,00+,2015,30,2015-07-26,5.0
DE,00+,2015,31,2015-08-02,3.0
DE,00+,2015,32,2015-08-09,2.0
DE,00+,2015,33,2015-08-16,3.0
DE,00+,2015,34,2015-08-23,3.0
DE,00+,2015,35,2015-08-30,2.0
DE,00+,2015,36,2015-09-06,4.0
DE,00+,2015,37,2015-09-13,5.0
DE,00+,2015,38,2015-09-20,9.0
DE,00+,2015,39,2015-09-27,4.0
DE,00+,2015,40,2015-10-04,8.0
DE,00+,2015,41,2015-10-11,12.0
DE,00+,2015,42,2015-10-18,18.0
DE,00+,2015,43,2015-10-25,15.0
DE,00+,2015,44,2015-11-01,12.0
DE,00+,2015,45,2015-11-08,14.0
DE,00+,2015,46,2015-11-15,15.0
DE,00+,2015,47,2015-11-22,9.0
DE,00+,2015,48,2015-11-29,14.0
DE,00+,2015,49,2015-12-06,9.0
DE,00+,2015,50,2015-12-13,12.0
DE,00+,2015,51,2015-12-20,15.0
DE,00+,2015,52,2015-12-27,17.0
DE,00+,2015,53,2016-01-03,21.0
DE,00+,2016,1,2016-01-10,31.0
DE,00+,2016,2,2016-01-17,17.0
DE,00+,2016,3,2016-01-24,14.0
DE,00+,2016,4,2016-01-31,20.0
DE,00+,2016,5,2016-02-07,23.0
DE,00+,2016,6,2016-02-14,21.0
DE,00+,2016,7,2016-02-21,14.0
DE,00+,2016,8,2016-02-28,16.0
DE,00+,2016,9,2016-03-06,21.0
DE,00+,2016,10,2016-03-13,14.0
DE,00+,2016,11,2016-03-20,20.0
DE,00+,2016,12,2016-03-27,9.0
DE,00+,2016,13,2016-04-03,21.0
DE,00+,2016,14,2016-04-10,30.0
DE,00+,2016,15,2016-04-17,27.0
DE,00+,2016,16,2016-04-24,12.0
DE,00+,2016,17,2016-05-01,16.0
DE,00+,2016,18,2016-05-08,8.0
DE,00+,2016,19,2016-05-15,23.0
DE,00+,2016,20,2016-05-22,14.0
DE,00+,2016,21,2016-05-29,9.0
