location,age_group,year,week,date,value_-1w,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2021,44,2021-11-07,16,21,0,0,0,0,0,0,0,0,0,0,1
DE,00+,2021,45,2021-11-14,25,18,1,0,0,0,0,1,2,0,0,0,0
DE,00+,2021,46,2021-11-21,18,18,2,0,1,0,0,0,0,1,0,0,0
DE,00+,2021,47,2021-11-28,23,15,0,1,0,0,0,1,0,0,0,0,0
DE,00+,2021,48,2021-12-05,21,14,3,0,1,0,0,1,0,0,0,0,0
DE,00+,2021,49,2021-12-12,0,69,0,0,0,0,0,0,0,0,0,0,0
DE,00+,2021,50,2021-12-19,38,58,4,-1,-1,1,0,0,0,0,0,0,0
DE,00+,2021,51,2021-12-26,32,45,0,0,2,1,0,0,0,0,0,0,1
DE,00+,2021,52,2022-01-02,50,37,0,1,0,0,0,0,0,0,0,0,2
DE,00+,2022,1,2022-01-09,77,85,13,1,1,2,0,1,0,0,0,0,3
DE,00+,2022,2,2022-01-16,120,105,3,1,0,0,0,0,1,0,0,0,0
DE,00+,2022,3,2022-01-23,154,120,5,1,1,0,0,-1,0,0,0,0,3
DE,00+,2022,4,2022-01-30,108,174,4,2,0,0,0,0,1,-1,1,0,2
DE,00+,2022,5,2022-02-06,106,208,10,0,1,0,0,0,0,0,0,0,5
DE,00+,2022,6,2022-02-13,118,158,3,0,1,1,0,0,1,0,0,0,3
DE,00+,2022,7,2022-02-20,87,150,3,0,0,3,0,0,0,0,0,0,3
DE,00+,2022,8,2022-02-27,61,121,0,2,6,0,2,0,0,0,0,0,6
DE,00+,2022,9,2022-03-06,97,80,11,3,0,1,0,0,1,1,1,0,1
DE,00+,2022,10,2022-03-13,115,179,17,2,0,0,2,2,0,0,0,-6,6
DE,00+,2022,11,2022-03-20,226,224,5,2,3,4,0,3,2,0,1,0,5
DE,00+,2022,12,2022-03-27,191,415,7,4,8,2,0,1,0,4,0,0,3
DE,00+,2022,13,2022-04-03,244,428,11,4,3,2,1,-1,1,0,0,0,12
DE,00+,2022,14,2022-04-10,257,568,15,12,8,2,2,0,0,1,0,0,13
DE,00+,2022,15,2022-04-17,366,612,44,10,0,2,4,0,1,0,1,0,6
DE,00+,2022,16,2022-04-24,218,810,13,3,0,2,0,1,0,-1,1,0,10
DE,00+,2022,17,2022-05-01,488,979,21,5,4,1,0,0,1,8,0,0,8
DE,00+,2022,18,2022-05-08,466,1224,7,4,0,2,0,0,6,0,0,1,21
DE,00+,2022,19,2022-05-15,675,1394,22,5,1,0,0,3,14,0,7,0,11
DE,00+,2022,20,2022-05-22,625,1200,15,9,1,1,1,2,1,0,0,0,13
DE,00+,2022,21,2022-05-29,437,484,10,3,3,1,7,0,0,-1,0,0,10
DE,00+,2022,22,2022-06-05,274,471,14,3,2,0,0,0,0,0,3,0,9
DE,00+,2022,23,2022-06-12,119,391,93,2,0,0,0,1,0,0,0,0,9
DE,00+,2022,24,2022-06-19,0,559,4,1,2,0,3,1,2,0,1,0,5
DE,00+,2022,25,2022-06-26,159,322,7,13,0,31,0,0,1,0,0,2,1
DE,00+,2022,26,2022-07-03,153,181,4,0,3,2,1,0,0,0,0,0,3
DE,00+,2022,27,2022-07-10,46,164,2,1,0,0,0,2,0,0,0,0,1
DE,00+,2022,28,2022-07-17,81,131,13,0,-2,0,0,0,0,0,0,0,3
DE,00+,2022,29,2022-07-24,0,192,1,-1,2,0,0,1,0,0,0,0,3
DE,00+,2022,30,2022-07-31,50,118,1,0,2,1,0,0,0,0,0,2,3
DE,00+,2022,31,2022-08-07,58,107,0,1,1,0,0,0,0,0,0,0,4
DE,00+,2022,32,2022-08-14,57,108,7,0,-1,1,0,0,0,0,0,0,1
DE,00+,2022,33,2022-08-21,65,139,5,1,1,0,0,0,0,1,0,0,0
DE,00+,2022,34,2022-08-28,74,171,3,0,0,1,0,0,0,0,0,0,2
DE,00+,2022,35,2022-09-04,84,159,3,0,0,0,0,0,1,1,0,0,6
DE,00+,2022,36,2022-09-11,79,165,1,0,1,2,0,1,0,0,0,0,1
DE,00+,2022,37,2022-09-18,96,141,5,1,1,1,1,0,0,0,0,0,0
DE,00+,2022,38,2022-09-25,99,199,3,6,0,1,0,0,0,0,0,1,2
DE,00+,2022,39,2022-10-02,165,450,8,0,1,0,0,1,0,2,0,0,3
