location,age_group,year,week,date,value
DE,00+,2021,44,2021-11-07,37
DE,00+,2021,45,2021-11-14,44
DE,00+,2021,46,2021-11-21,39
DE,00+,2021,47,2021-11-28,39
DE,00+,2021,48,2021-12-05,39
DE,00+,2021,49,2021-12-12,69
DE,00+,2021,50,2021-12-19,99
DE,00+,2021,51,2021-12-26,80
DE,00+,2021,52,2022-01-02,88
DE,00+,2022,1,2022-01-09,179
DE,00+,2022,2,2022-01-16,229
DE,00+,2022,3,2022-01-23,281
DE,00+,2022,4,2022-01-30,288
DE,00+,2022,5,2022-02-06,325
DE,00+,2022,6,2022-02-13,281
DE,00+,2022,7,2022-02-20,243
DE,00+,2022,8,2022-02-27,190
DE,00+,2022,9,2022-03-06,192
DE,00+,2022,10,2022-03-13,313
DE,00+,2022,11,2022-03-20,464
DE,00+,2022,12,2022-03-27,627
DE,00+,2022,13,2022-04-03,692
DE,00+,2022,14,2022-04-10,862
DE,00+,2022,15,2022-04-17,1034
DE,00+,2022,16,2022-04-24,1046
DE,00+,2022,17,2022-05-01,1498
DE,00+,2022,18,2022-05-08,1703
DE,00+,2022,19,2022-05-15,2097
DE,00+,2022,20,2022-05-22,1851
DE,00+,2022,21,2022-05-29,938
DE,00+,2022,22,2022-06-05,764
DE,00+,2022,23,2022-06-12,605
DE,00+,2022,24,2022-06-19,566
DE,00+,2022,25,2022-06-26,532
DE,00+,2022,26,2022-07-03,343
DE,00+,2022,27,2022-07-10,213
DE,00+,2022,28,2022-07-17,223
DE,00+,2022,29,2022-07-24,194
DE,00+,2022,30,2022-07-31,172
DE,00+,2022,31,2022-08-07,167
DE,00+,2022,32,2022-08-14,172
DE,00+,2022,33,2022-08-21,211
DE,00+,2022,34,2022-08-28,249
DE,00+,2022,35,2022-09-04,246
DE,00+,2022,36,2022-09-11,248
DE,00+,2022,37,2022-09-18,245
DE,00+,2022,38,2022-09-25,308
DE,00+,2022,39,2022-10-02,624
DE,00+,2022,40,2022-10-09,907
DE,00+,2022,41,2022-10-16,1507
DE,00+,2022,42,2022-10-23,1919
DE,00+,2022,43,2022-10-30,2223
DE,00+,2022,44,2022-11-06,2323
DE,00+,2022,45,2022-11-13,3654
DE,00+,2022,46,2022-11-20,6835
DE,00+,2022,47,2022-11-27,14882
DE,00+,2022,48,2022-12-04,30425
DE,00+,2022,49,2022-12-11,48455
DE,00+,2022,50,2022-12-18,59705
DE,00+,2022,51,2022-12-25,52672
DE,00+,2022,52,2023-01-01,22097
DE,00+,2023,1,2023-01-08,14307
DE,00+,2023,2,2023-01-15,5981
DE,00+,2023,3,2023-01-22,2741
DE,00+,2023,4,2023-01-29,2081
DE,00+,2023,5,2023-02-05,2089
DE,00+,2023,6,2023-02-12,2282
DE,00+,2023,7,2023-02-19,2545
DE,00+,2023,8,2023-02-26,2640
DE,00+,2023,9,2023-03-05,2851
DE,00+,2023,10,2023-03-12,3242
DE,00+,2023,11,2023-03-19,3580
DE,00+,2023,12,2023-03-26,3879
DE,00+,2023,13,2023-04-02,2826
DE,00+,2023,14,2023-04-09,1754
DE,00+,2023,15,2023-04-16,1345
DE,00+,2023,16,2023-04-23,1046
DE,00+,2023,17,2023-04-30,767
DE,00+,2023,18,2023-05-07,578
DE,00+,2023,19,2023-05-14,527
DE,00+,2023,20,2023-05-21,287
DE,00+,2023,21,2023-05-28,249
DE,00+,2023,22,2023-06-04,156
DE,00+,2023,23,2023-06-11,123
DE,00+,2023,24,2023-06-18,93
DE,00+,2023,25,2023-06-25,80
DE,00+,2023,26,2023-07-02,63
DE,00+,2023,27,2023-07-09,45
DE,00+,2023,28,2023-07-16,42
DE,00+,2023,29,2023-07-23,41
DE,00+,2023,30,2023-07-30,44
DE,00+,2023,31,2023-08-06,40
DE,00+,2023,32,2023-08-13,61
DE,00+,2023,33,2023-08-20,55
DE,00+,2023,34,2023-08-27,83
DE,00+,2023,35,2023-09-03,62
DE,00+,2023,36,2023-09-10,90
DE,00+,2023,37,2023-09-17,96
DE,00+,2023,38,2023-09-24,102
DE,00+,2023,39,2023-10-01,100
DE,00+,2023,40,2023-10-08,117
DE,00+,2023,41,2023-10-15,176
DE,00+,2023,42,2023-10-22,181
DE,00+,2023,43,2023-10-29,226
DE,00+,2023,44,2023-11-05,225
DE,00+,2023,45,2023-11-12,324
DE,00+,2023,46,2023-11-19,66
DE,00-04,2021,44,2021-11-07,5
DE,00-04,2021,45,2021-11-14,7
DE,00-04,2021,46,2021-11-21,3
DE,00-04,2021,47,2021-11-28,9
DE,00-04,2021,48,2021-12-05,8
DE,00-04,2021,49,2021-12-12,13
DE,00-04,2021,50,2021-12-19,21
DE,00-04,2021,51,2021-12-26,18
DE,00-04,2021,52,2022-01-02,8
DE,00-04,2022,1,2022-01-09,27
DE,00-04,2022,2,2022-01-16,34
DE,00-04,2022,3,2022-01-23,64
DE,00-04,2022,4,2022-01-30,61
DE,00-04,2022,5,2022-02-06,57
DE,00-04,2022,6,2022-02-13,59
DE,00-04,2022,7,2022-02-20,46
DE,00-04,2022,8,2022-02-27,50
DE,00-04,2022,9,2022-03-06,42
DE,00-04,2022,10,2022-03-13,44
DE,00-04,2022,11,2022-03-20,60
DE,00-04,2022,12,2022-03-27,84
DE,00-04,2022,13,2022-04-03,79
DE,00-04,2022,14,2022-04-10,129
DE,00-04,2022,15,2022-04-17,142
DE,00-04,2022,16,2022-04-24,145
DE,00-04,2022,17,2022-05-01,201
DE,00-04,2022,18,2022-05-08,219
DE,00-04,2022,19,2022-05-15,266
DE,00-04,2022,20,2022-05-22,210
DE,00-04,2022,21,2022-05-29,139
DE,00-04,2022,22,2022-06-05,91
DE,00-04,2022,23,2022-06-12,82
DE,00-04,2022,24,2022-06-19,80
DE,00-04,2022,25,2022-06-26,44
DE,00-04,2022,26,2022-07-03,34
DE,00-04,2022,27,2022-07-10,20
DE,00-04,2022,28,2022-07-17,19
DE,00-04,2022,29,2022-07-24,25
DE,00-04,2022,30,2022-07-31,15
DE,00-04,2022,31,2022-08-07,4
DE,00-04,2022,32,2022-08-14,12
DE,00-04,2022,33,2022-08-21,16
DE,00-04,2022,34,2022-08-28,17
DE,00-04,2022,35,2022-09-04,17
DE,00-04,2022,36,2022-09-11,18
DE,00-04,2022,37,2022-09-18,13
DE,00-04,2022,38,2022-09-25,37
DE,00-04,2022,39,2022-10-02,55
DE,00-04,2022,40,2022-10-09,98
DE,00-04,2022,41,2022-10-16,188
DE,00-04,2022,42,2022-10-23,284
DE,00-04,2022,43,2022-10-30,313
DE,00-04,2022,44,2022-11-06,361
DE,00-04,2022,45,2022-11-13,596
DE,00-04,2022,46,2022-11-20,924
DE,00-04,2022,47,2022-11-27,1796
DE,00-04,2022,48,2022-12-04,3457
DE,00-04,2022,49,2022-12-11,5386
DE,00-04,2022,50,2022-12-18,6456
DE,00-04,2022,51,2022-12-25,5657
DE,00-04,2022,52,2023-01-01,2366
DE,00-04,2023,1,2023-01-08,1366
DE,00-04,2023,2,2023-01-15,631
DE,00-04,2023,3,2023-01-22,336
DE,00-04,2023,4,2023-01-29,245
DE,00-04,2023,5,2023-02-05,187
DE,00-04,2023,6,2023-02-12,217
DE,00-04,2023,7,2023-02-19,251
DE,00-04,2023,8,2023-02-26,259
DE,00-04,2023,9,2023-03-05,300
DE,00-04,2023,10,2023-03-12,361
DE,00-04,2023,11,2023-03-19,449
DE,00-04,2023,12,2023-03-26,450
DE,00-04,2023,13,2023-04-02,392
DE,00-04,2023,14,2023-04-09,260
DE,00-04,2023,15,2023-04-16,207
DE,00-04,2023,16,2023-04-23,174
