location,age_group,year,week,date,value
DE,00+,2021,44,2021-11-07,55
DE,00+,2021,45,2021-11-14,63
DE,00+,2021,46,2021-11-21,54
DE,00+,2021,47,2021-11-28,46
DE,00+,2021,48,2021-12-05,37
DE,00+,2021,49,2021-12-12,14
DE,00+,2021,50,2021-12-19,11
DE,00+,2021,51,2021-12-26,10
DE,00+,2021,52,2022-01-02,6
DE,00+,2022,1,2022-01-09,11
DE,00+,2022,2,2022-01-16,7
DE,00+,2022,3,2022-01-23,26
DE,00+,2022,4,2022-01-30,30
DE,00+,2022,5,2022-02-06,35
DE,00+,2022,6,2022-02-13,39
DE,00+,2022,7,2022-02-20,40
DE,00+,2022,8,2022-02-27,30
DE,00+,2022,9,2022-03-06,51
DE,00+,2022,10,2022-03-13,49
DE,00+,2022,11,2022-03-20,47
DE,00+,2022,12,2022-03-27,53
DE,00+,2022,13,2022-04-03,59
DE,00+,2022,14,2022-04-10,53
DE,00+,2022,15,2022-04-17,51
DE,00+,2022,16,2022-04-24,57
DE,00+,2022,17,2022-05-01,84
DE,00+,2022,18,2022-05-08,78
DE,00+,2022,19,2022-05-15,60
DE,00+,2022,20,2022-05-22,65
DE,00+,2022,21,2022-05-29,46
DE,00+,2022,22,2022-06-05,65
DE,00+,2022,23,2022-06-12,62
DE,00+,2022,24,2022-06-19,61
DE,00+,2022,25,2022-06-26,60
DE,00+,2022,26,2022-07-03,59
DE,00+,2022,27,2022-07-10,34
DE,00+,2022,28,2022-07-17,55
DE,00+,2022,29,2022-07-24,50
DE,00+,2022,30,2022-07-31,47
DE,00+,2022,31,2022-08-07,46
DE,00+,2022,32,2022-08-14,45
DE,00+,2022,33,2022-08-21,45
DE,00+,2022,34,2022-08-28,33
DE,00+,2022,35,2022-09-04,30
DE,00+,2022,36,2022-09-11,48
DE,00+,2022,37,2022-09-18,48
DE,00+,2022,38,2022-09-25,49
DE,00+,2022,39,2022-10-02,70
DE,00+,2022,40,2022-10-09,86
DE,00+,2022,41,2022-10-16,110
DE,00+,2022,42,2022-10-23,101
DE,00+,2022,43,2022-10-30,87
DE,00+,2022,44,2022-11-06,86
DE,00+,2022,45,2022-11-13,106
DE,00+,2022,46,2022-11-20,80
DE,00+,2022,47,2022-11-27,97
DE,00+,2022,48,2022-12-04,159
DE,00+,2022,49,2022-12-11,172
DE,00+,2022,50,2022-12-18,234
DE,00+,2022,51,2022-12-25,274
DE,00+,2022,52,2023-01-01,288
DE,00+,2023,1,2023-01-08,404
DE,00+,2023,2,2023-01-15,246
DE,00+,2023,3,2023-01-22,125
DE,00+,2023,4,2023-01-29,106
DE,00+,2023,5,2023-02-05,122
DE,00+,2023,6,2023-02-12,162
DE,00+,2023,7,2023-02-19,182
DE,00+,2023,8,2023-02-26,179
DE,00+,2023,9,2023-03-05,158
DE,00+,2023,10,2023-03-12,164
DE,00+,2023,11,2023-03-19,187
DE,00+,2023,12,2023-03-26,207
DE,00+,2023,13,2023-04-02,178
DE,00+,2023,14,2023-04-09,134
DE,00+,2023,15,2023-04-16,183
DE,00+,2023,16,2023-04-23,178
DE,00+,2023,17,2023-04-30,131
DE,00+,2023,18,2023-05-07,111
DE,00+,2023,19,2023-05-14,142
DE,00+,2023,20,2023-05-21,129
DE,00+,2023,21,2023-05-28,154
DE,00+,2023,22,2023-06-04,124
DE,00+,2023,23,2023-06-11,115
DE,00+,2023,24,2023-06-18,136
DE,00+,2023,25,2023-06-25,101
DE,00+,2023,26,2023-07-02,80
DE,00+,2023,27,2023-07-09,70
DE,00+,2023,28,2023-07-16,77
DE,00+,2023,29,2023-07-23,58
DE,00+,2023,30,2023-07-30,80
DE,00+,2023,31,2023-08-06,76
DE,00+,2023,32,2023-08-13,52
DE,00+,2023,33,2023-08-20,85
DE,00+,2023,34,2023-08-27,53
DE,00+,2023,35,2023-09-03,59
DE,00+,2023,36,2023-09-10,61
DE,00+,2023,37,2023-09-17,70
DE,00+,2023,38,2023-09-24,75
DE,00+,2023,39,2023-10-01,90
