location,age_group,year,week,date,value_-1w,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2021,44,2021-11-07,37,17,1,0,0,0,-1,-1,0,0,0,0,3
DE,00+,2021,45,2021-11-14,42,23,0,0,0,-2,0,-1,0,0,0,0,7
DE,00+,2021,46,2021-11-21,34,21,2,0,-3,0,0,-2,0,0,0,0,6
DE,00+,2021,47,2021-11-28,31,23,0,-7,-1,0,0,0,0,0,-1,0,21
DE,00+,2021,48,2021-12-05,24,18,1,-2,-4,0,0,0,0,0,0,-1,22
DE,00+,2021,49,2021-12-12,0,13,1,0,0,0,0,0,0,0,0,37,7
DE,00+,2021,50,2021-12-19,7,5,-1,0,0,0,-1,0,0,0,37,4,0
DE,00+,2021,51,2021-12-26,6,4,0,0,0,0,0,0,0,50,3,1,2
DE,00+,2021,52,2022-01-02,3,3,0,0,0,0,0,0,43,10,0,0,3
DE,00+,2022,1,2022-01-09,8,2,0,1,0,0,2,34,1,1,1,0,3
DE,00+,2022,2,2022-01-16,5,2,0,0,0,0,31,10,0,0,0,0,0
DE,00+,2022,3,2022-01-23,1,6,0,0,0,19,3,1,0,0,0,0,1
DE,00+,2022,4,2022-01-30,6,3,0,0,15,6,2,1,0,0,0,0,1
DE,00+,2022,5,2022-02-06,4,4,0,19,4,4,1,0,0,0,0,0,3
DE,00+,2022,6,2022-02-13,1,2,27,4,2,3,0,0,-1,0,0,0,2
DE,00+,2022,7,2022-02-20,5,25,4,1,5,0,0,0,0,0,0,1,1
DE,00+,2022,8,2022-02-27,13,12,3,2,0,0,0,0,0,1,0,0,2
DE,00+,2022,9,2022-03-06,24,25,0,1,1,0,0,0,0,0,0,0,1
DE,00+,2022,10,2022-03-13,23,26,0,0,0,0,0,0,0,0,0,0,-1
DE,00+,2022,11,2022-03-20,31,15,1,0,0,0,-1,0,0,1,0,0,3
DE,00+,2022,12,2022-03-27,28,25,0,0,0,0,0,0,0,0,0,0,4
DE,00+,2022,13,2022-04-03,33,25,1,0,0,0,-1,0,0,0,0,0,1
DE,00+,2022,14,2022-04-10,17,36,0,0,0,0,0,0,0,0,0,0,2
DE,00+,2022,15,2022-04-17,28,19,3,1,0,0,0,0,0,0,1,0,4
DE,00+,2022,16,2022-04-24,15,38,2,1,1,0,0,0,0,0,0,0,0
DE,00+,2022,17,2022-05-01,55,28,0,0,1,0,0,0,0,0,0,0,3
DE,00+,2022,18,2022-05-08,47,29,1,1,0,0,0,1,0,-1,0,0,4
DE,00+,2022,19,2022-05-15,26,32,2,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,20,2022-05-22,35,30,0,0,0,0,0,0,0,1,0,0,1
DE,00+,2022,21,2022-05-29,22,23,0,2,0,-1,0,0,0,0,0,0,0
DE,00+,2022,22,2022-06-05,40,24,-1,1,0,1,0,1,0,0,1,0,1
DE,00+,2022,23,2022-06-12,32,28,0,1,0,1,1,0,0,1,0,0,-1
DE,00+,2022,24,2022-06-19,46,12,2,0,0,1,0,1,2,0,0,0,1
DE,00+,2022,25,2022-06-26,38,22,0,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,26,2022-07-03,29,27,2,0,0,1,0,0,0,0,0,0,0
DE,00+,2022,27,2022-07-10,12,22,0,0,0,0,1,0,0,0,0,0,1
DE,00+,2022,28,2022-07-17,33,21,0,0,1,0,0,0,0,0,0,0,0
DE,00+,2022,29,2022-07-24,33,14,1,2,0,0,0,0,0,0,0,0,0
DE,00+,2022,30,2022-07-31,25,20,2,0,0,0,0,0,0,0,0,0,1
DE,00+,2022,31,2022-08-07,26,20,0,0,0,0,0,1,0,0,0,0,0
DE,00+,2022,32,2022-08-14,27,18,0,0,0,0,0,0,0,0,0,0,0
DE,00+,2022,33,2022-08-21,24,21,0,0,0,0,0,0,0,0,0,0,0
DE,00+,2022,34,2022-08-28,17,14,1,1,0,0,0,0,0,0,0,0,0
DE,00+,2022,35,2022-09-04,18,11,1,0,0,0,0,0,0,0,0,0,2
DE,00+,2022,36,2022-09-11,24,23,1,0,0,0,0,0,0,0,0,0,2
DE,00+,2022,37,2022-09-18,21,26,0,1,0,0,0,0,0,0,0,0,0
DE,00+,2022,38,2022-09-25,31,18,0,0,0,0,0,0,0,0,0,0,1
