date,week,location,age_group,value
2020-10-11,40,DE,00+,338
2020-10-18,41,DE,00+,362
2020-10-25,42,DE,00+,377
2020-11-01,43,DE,00+,520
2020-11-08,44,DE,00+,635
2020-11-15,45,DE,00+,691
2020-11-22,46,DE,00+,803
2020-11-29,47,DE,00+,750
2020-12-06,48,DE,00+,814
2020-12-13,49,DE,00+,870
2020-12-20,50,DE,00+,939
2020-12-27,51,DE,00+,1018
2021-01-03,52,DE,00+,1062
2021-01-10,53,DE,00+,1034
2021-01-10,01,DE,00+,873
2021-01-17,02,DE,00+,763
2021-01-24,03,DE,00+,716
2021-01-31,04,DE,00+,611
2021-02-07,05,DE,00+,542
2021-02-14,06,DE,00+,505
2021-02-21,07,DE,00+,466
2021-02-28,08,DE,00+,469
2021-03-07,09,DE,00+,485
2021-03-14,10,DE,00+,570
2021-03-21,11,DE,00+,615
2021-03-28,12,DE,00+,682
2021-04-04,13,DE,00+,758
2021-04-11,14,DE,00+,769
2021-04-18,15,DE,00+,720
2021-04-25,16,DE,00+,764
2021-05-02,17,DE,00+,733
2021-05-09,18,DE,00+,543
2021-05-16,19,DE,00+,503
2021-05-23,20,DE,00+,436
2021-05-30,21,DE,00+,276
2021-06-06,22,DE,00+,322
2021-06-13,23,DE,00+,277
2021-06-20,24,DE,00+,270
2021-06-27,25,DE,00+,269
2021-07-04,26,DE,00+,268
2021-07-11,27,DE,00+,274
2021-07-18,28,DE,00+,297
2021-07-25,29,DE,00+,316
2021-08-01,30,DE,00+,328
2021-08-08,31,DE,00+,331
2021-08-15,32,DE,00+,327
2021-08-22,33,DE,00+,378
2021-08-29,34,DE,00+,401
2021-09-05,35,DE,00+,425
2021-09-12,36,DE,00+,530
2021-09-19,37,DE,00+,544
2021-09-26,38,DE,00+,620
2021-10-03,39,DE,00+,702
2021-10-10,40,DE,00+,812
2021-10-17,41,DE,00+,820
2021-10-24,42,DE,00+,1000
2021-10-31,43,DE,00+,1065
2021-11-07,44,DE,00+,1085
2021-11-14,45,DE,00+,1031
2021-11-21,46,DE,00+,1115
2021-11-28,47,DE,00+,1081
2021-12-05,48,DE,00+,1055
2021-12-12,49,DE,00+,953
2021-12-19,50,DE,00+,801
2021-12-26,51,DE,00+,553
2022-01-02,52,DE,00+,429
2022-01-09,01,DE,00+,582
2022-01-16,02,DE,00+,493
2022-01-23,03,DE,00+,486
2022-01-30,04,DE,00+,507
2022-02-06,05,DE,00+,543
2022-02-13,06,DE,00+,564
2022-02-20,07,DE,00+,519
2022-02-27,08,DE,00+,564
2022-03-06,09,DE,00+,576
2022-03-13,10,DE,00+,627
2022-03-20,11,DE,00+,622
2022-03-27,12,DE,00+,608
2022-04-03,13,DE,00+,602
2022-04-10,14,DE,00+,542
2022-04-17,15,DE,00+,495
2022-04-24,16,DE,00+,449
2022-05-01,17,DE,00+,453
2022-05-08,18,DE,00+,442
2022-05-15,19,DE,00+,444
2022-05-22,20,DE,00+,358
2022-05-29,21,DE,00+,341
2022-06-05,22,DE,00+,402
2022-06-12,23,DE,00+,420
2022-06-19,24,DE,00+,389
2022-06-26,25,DE,00+,436
2022-07-03,26,DE,00+,452
2022-07-10,27,DE,00+,427
2022-07-17,28,DE,00+,441
2022-07-24,29,DE,00+,540
2022-07-31,30,DE,00+,421
2022-08-07,31,DE,00+,431
2022-08-14,32,DE,00+,386
2022-08-21,33,DE,00+,393
2022-08-28,34,DE,00+,342
2022-09-04,35,DE,00+,340
2022-09-11,36,DE,00+,452
2022-09-18,37,DE,00+,433
2022-09-25,38,DE,00+,513
2022-10-02,39,DE,00+,678
2022-10-09,40,DE,00+,707
2022-10-16,41,DE,00+,787
2022-10-23,42,DE,00+,785
2022-10-30,43,DE,00+,733
2022-11-06,44,DE,00+,678
2022-11-13,45,DE,00+,783
2022-11-20,46,DE,00+,928
2022-11-27,47,DE,00+,1164
2022-12-04,48,DE,00+,1323
2022-12-11,49,DE,00+,1595
2022-12-18,50,DE,00+,1691
2022-12-25,51,DE,00+,1586
2023-01-01,52,DE,00+,1390
2023-01-08,01,DE,00+,1220
2023-01-15,02,DE,00+,767
2023-01-22,03,DE,00+,614
2023-01-29,04,DE,00+,620
2023-02-05,05,DE,00+,606
2023-02-12,06,DE,00+,672
2023-02-19,07,DE,00+,631
2023-02-26,08,DE,00+,544
