date,week,location,age_group,value
2020-10-11,40,DE,00+,549
2020-10-18,41,DE,00+,567
2020-10-25,42,DE,00+,606
2020-11-01,43,DE,00+,843
2020-11-08,44,DE,00+,1034
2020-11-15,45,DE,00+,1130
2020-11-22,46,DE,00+,1276
2020-11-29,47,DE,00+,1235
2020-12-06,48,DE,00+,1347
2020-12-13,49,DE,00+,1452
2020-12-20,50,DE,00+,1605
2020-12-27,51,DE,00+,1730
2021-01-03,52,DE,00+,1823
2021-01-10,53,DE,00+,1815
2021-01-10,01,DE,00+,1500
2021-01-17,02,DE,00+,1318
2021-01-24,03,DE,00+,1244
2021-01-31,04,DE,00+,1062
2021-02-07,05,DE,00+,951
2021-02-14,06,DE,00+,842
2021-02-21,07,DE,00+,792
2021-02-28,08,DE,00+,785
2021-03-07,09,DE,00+,791
2021-03-14,10,DE,00+,915
2021-03-21,11,DE,00+,978
2021-03-28,12,DE,00+,1074
2021-04-04,13,DE,00+,1163
2021-04-11,14,DE,00+,1165
2021-04-18,15,DE,00+,1118
2021-04-25,16,DE,00+,1164
2021-05-02,17,DE,00+,1121
2021-05-09,18,DE,00+,830
2021-05-16,19,DE,00+,786
2021-05-23,20,DE,00+,670
2021-05-30,21,DE,00+,439
2021-06-06,22,DE,00+,506
2021-06-13,23,DE,00+,443
2021-06-20,24,DE,00+,435
2021-06-27,25,DE,00+,412
2021-07-04,26,DE,00+,411
2021-07-11,27,DE,00+,426
2021-07-18,28,DE,00+,463
2021-07-25,29,DE,00+,486
2021-08-01,30,DE,00+,502
2021-08-08,31,DE,00+,503
2021-08-15,32,DE,00+,508
2021-08-22,33,DE,00+,563
2021-08-29,34,DE,00+,571
2021-09-05,35,DE,00+,623
2021-09-12,36,DE,00+,757
2021-09-19,37,DE,00+,760
2021-09-26,38,DE,00+,837
2021-10-03,39,DE,00+,937
2021-10-10,40,DE,00+,1075
2021-10-17,41,DE,00+,1088
2021-10-24,42,DE,00+,1372
2021-10-31,43,DE,00+,1519
2021-11-07,44,DE,00+,1570
2021-11-14,45,DE,00+,1521
2021-11-21,46,DE,00+,1689
2021-11-28,47,DE,00+,1645
2021-12-05,48,DE,00+,1608
2021-12-12,49,DE,00+,1454
2021-12-19,50,DE,00+,1200
2021-12-26,51,DE,00+,859
2022-01-02,52,DE,00+,654
2022-01-09,01,DE,00+,912
2022-01-16,02,DE,00+,772
2022-01-23,03,DE,00+,751
2022-01-30,04,DE,00+,787
2022-02-06,05,DE,00+,853
2022-02-13,06,DE,00+,899
2022-02-20,07,DE,00+,822
2022-02-27,08,DE,00+,927
2022-03-06,09,DE,00+,937
2022-03-13,10,DE,00+,1054
2022-03-20,11,DE,00+,1049
2022-03-27,12,DE,00+,1020
2022-04-03,13,DE,00+,991
2022-04-10,14,DE,00+,893
2022-04-17,15,DE,00+,815
2022-04-24,16,DE,00+,737
2022-05-01,17,DE,00+,741
2022-05-08,18,DE,00+,720
2022-05-15,19,DE,00+,705
2022-05-22,20,DE,00+,565
2022-05-29,21,DE,00+,552
2022-06-05,22,DE,00+,630
2022-06-12,23,DE,00+,673
2022-06-19,24,DE,00+,625
2022-06-26,25,DE,00+,734
2022-07-03,26,DE,00+,789
2022-07-10,27,DE,00+,722
2022-07-17,28,DE,00+,767
2022-07-24,29,DE,00+,934
2022-07-31,30,DE,00+,729
2022-08-07,31,DE,00+,748
2022-08-14,32,DE,00+,667
2022-08-21,33,DE,00+,669
2022-08-28,34,DE,00+,573
2022-09-04,35,DE,00+,557
2022-09-11,36,DE,00+,705
2022-09-18,37,DE,00+,666
2022-09-25,38,DE,00+,812
2022-10-02,39,DE,00+,1089
2022-10-09,40,DE,00+,1155
2022-10-16,41,DE,00+,1287
2022-10-23,42,DE,00+,1228
2022-10-30,43,DE,00+,1159
2022-11-06,44,DE,00+,1001
2022-11-13,45,DE,00+,1090
2022-11-20,46,DE,00+,1197
2022-11-27,47,DE,00+,1228
