date,year,week,location,age_group,value
2022-01-09,2022,1,DE,00+,183.0
2022-01-16,2022,2,DE,00+,230.0
2022-01-23,2022,3,DE,00+,283.0
2022-01-30,2022,4,DE,00+,291.0
2022-02-06,2022,5,DE,00+,330.0
2022-02-13,2022,6,DE,00+,285.0
2022-02-20,2022,7,DE,00+,246.0
2022-02-27,2022,8,DE,00+,198.0
2022-03-06,2022,9,DE,00+,196.0
2022-03-13,2022,10,DE,00+,317.0
2022-03-20,2022,11,DE,00+,475.0
2022-03-27,2022,12,DE,00+,635.0
2022-04-03,2022,13,DE,00+,705.0
2022-04-10,2022,14,DE,00+,879.0
2022-04-17,2022,15,DE,00+,1046.0
2022-04-24,2022,16,DE,00+,1059.0
2022-05-01,2022,17,DE,00+,1515.0
2022-05-08,2022,18,DE,00+,1731.0
2022-05-15,2022,19,DE,00+,2132.0
2022-05-22,2022,20,DE,00+,1868.0
2022-05-29,2022,21,DE,00+,954.0
2022-06-05,2022,22,DE,00+,776.0
2022-06-12,2022,23,DE,00+,615.0
2022-06-19,2022,24,DE,00+,578.0
2022-06-26,2022,25,DE,00+,536.0
2022-07-03,2022,26,DE,00+,347.0
2022-07-10,2022,27,DE,00+,216.0
2022-07-17,2022,28,DE,00+,226.0
2022-07-24,2022,29,DE,00+,198.0
2022-07-31,2022,30,DE,00+,177.0
2022-08-07,2022,31,DE,00+,171.0
2022-08-14,2022,32,DE,00+,173.0
2022-08-21,2022,33,DE,00+,212.0
2022-08-28,2022,34,DE,00+,251.0
2022-09-04,2022,35,DE,00+,254.0
2022-09-11,2022,36,DE,00+,250.0
2022-09-18,2022,37,DE,00+,246.0
2022-09-25,2022,38,DE,00+,311.0
2022-10-02,2022,39,DE,00+,630.0
2022-10-09,2022,40,DE,00+,922.0
2022-10-16,2022,41,DE,00+,1511.0
2022-10-23,2022,42,DE,00+,1936.0
2022-10-30,2022,43,DE,00+,2250.0
2022-11-06,2022,44,DE,00+,2350.0
2022-11-13,2022,45,DE,00+,3690.0
2022-11-20,2022,46,DE,00+,6889.0
2022-11-27,2022,47,DE,00+,14996.0
2022-12-04,2022,48,DE,00+,30565.0
2022-12-11,2022,49,DE,00+,48565.0
2022-12-18,2022,50,DE,00+,59950.0
2022-12-25,2022,51,DE,00+,52841.0
2023-01-01,2022,52,DE,00+,22161.0
2023-01-08,2023,1,DE,00+,14377.0
2023-01-15,2023,2,DE,00+,5993.0
2023-01-22,2023,3,DE,00+,2747.0
2023-01-29,2023,4,DE,00+,2088.0
2023-02-05,2023,5,DE,00+,2092.0
2023-02-12,2023,6,DE,00+,2292.0
2023-02-19,2023,7,DE,00+,2556.0
2023-02-26,2023,8,DE,00+,2650.0
2023-03-05,2023,9,DE,00+,2862.0
2023-03-12,2023,10,DE,00+,3248.0
2023-03-19,2023,11,DE,00+,3599.0
2023-03-26,2023,12,DE,00+,3889.0
2023-04-02,2023,13,DE,00+,2842.0
2023-04-09,2023,14,DE,00+,1753.0
2023-04-16,2023,15,DE,00+,1350.0
2023-04-23,2023,16,DE,00+,1049.0
2023-04-30,2023,17,DE,00+,768.0
2023-05-07,2023,18,DE,00+,579.0
2023-05-14,2023,19,DE,00+,528.0
2023-05-21,2023,20,DE,00+,290.0
2023-05-28,2023,21,DE,00+,250.0
2023-06-04,2023,22,DE,00+,156.0
2023-06-11,2023,23,DE,00+,123.0
2023-06-18,2023,24,DE,00+,93.0
2023-06-25,2023,25,DE,00+,80.0
2023-07-02,2023,26,DE,00+,64.0
2023-07-09,2023,27,DE,00+,45.0
2023-07-16,2023,28,DE,00+,42.0
2023-07-23,2023,29,DE,00+,42.0
2023-07-30,2023,30,DE,00+,43.0
2023-08-06,2023,31,DE,00+,40.0
2023-08-13,2023,32,DE,00+,61.0
2023-08-20,2023,33,DE,00+,58.0
2023-08-27,2023,34,DE,00+,83.0
2023-09-03,2023,35,DE,00+,63.0
2023-09-10,2023,36,DE,00+,90.0
2023-09-17,2023,37,DE,00+,97.0
2023-09-24,2023,38,DE,00+,103.0
2023-10-01,2023,39,DE,00+,101.0
2023-10-08,2023,40,DE,00+,117.0
2023-10-15,2023,41,DE,00+,176.0
2023-10-22,2023,42,DE,00+,187.0
2023-10-29,2023,43,DE,00+,227.0
2023-11-05,2023,44,DE,00+,229.0
2023-11-12,2023,45,DE,00+,331.0
2023-11-19,2023,46,DE,00+,382.0
2023-11-26,2023,47,DE,00+,487.0
2023-12-03,2023,48,DE,00+,708.0
2023-12-10,2023,49,DE,00+,1500.0
2023-12-17,2023,50,DE,00+,3564.0
2023-12-24,2023,51,DE,00+,5418.0
2023-12-31,2023,52,DE,00+,4560.0
2024-01-07,2024,1,DE,00+,6272.0
2024-01-14,2024,2,DE,00+,7777.0
2024-01-21,2024,3,DE,00+,14187.0
2024-01-28,2024,4,DE,00+,26322.0
2024-02-04,2024,5,DE,00+,33256.0
2024-02-11,2024,6,DE,00+,19739.0
2022-01-09,2022,1,DE,00-04,26.0
2022-01-16,2022,2,DE,00-04,34.0
2022-01-23,2022,3,DE,00-04,64.0
2022-01-30,2022,4,DE,00-04,61.0
2022-02-06,2022,5,DE,00-04,58.0
2022-02-13,2022,6,DE,00-04,59.0
2022-02-20,2022,7,DE,00-04,47.0
2022-02-27,2022,8,DE,00-04,52.0
2022-03-06,2022,9,DE,00-04,43.0
2022-03-13,2022,10,DE,00-04,45.0
2022-03-20,2022,11,DE,00-04,63.0
2022-03-27,2022,12,DE,00-04,85.0
2022-04-03,2022,13,DE,00-04,82.0
2022-04-10,2022,14,DE,00-04,132.0
2022-04-17,2022,15,DE,00-04,143.0
2022-04-24,2022,16,DE,00-04,149.0
2022-05-01,2022,17,DE,00-04,201.0
2022-05-08,2022,18,DE,00-04,225.0
2022-05-15,2022,19,DE,00-04,273.0
2022-05-22,2022,20,DE,00-04,211.0
2022-05-29,2022,21,DE,00-04,140.0
2022-06-05,2022,22,DE,00-04,91.0
2022-06-12,2022,23,DE,00-04,81.0
2022-06-19,2022,24,DE,00-04,82.0
2022-06-26,2022,25,DE,00-04,43.0
2022-07-03,2022,26,DE,00-04,34.0
2022-07-10,2022,27,DE,00-04,22.0
2022-07-17,2022,28,DE,00-04,19.0
2022-07-24,2022,29,DE,00-04,25.0
2022-07-31,2022,30,DE,00-04,16.0
2022-08-07,2022,31,DE,00-04,5.0
2022-08-14,2022,32,DE,00-04,12.0
2022-08-21,2022,33,DE,00-04,16.0
2022-08-28,2022,34,DE,00-04,17.0
2022-09-04,2022,35,DE,00-04,18.0
2022-09-11,2022,36,DE,00-04,18.0
2022-09-18,2022,37,DE,00-04,13.0
2022-09-25,2022,38,DE,00-04,37.0
2022-10-02,2022,39,DE,00-04,55.0
2022-10-09,2022,40,DE,00-04,100.0
2022-10-16,2022,41,DE,00-04,188.0
2022-10-23,2022,42,DE,00-04,283.0
2022-10-30,2022,43,DE,00-04,318.0
2022-11-06,2022,44,DE,00-04,362.0
2022-11-13,2022,45,DE,00-04,603.0
2022-11-20,2022,46,DE,00-04,936.0
2022-11-27,2022,47,DE,00-04,1819.0
2022-12-04,2022,48,DE,00-04,3497.0
2022-12-11,2022,49,DE,00-04,5400.0
2022-12-18,2022,50,DE,00-04,6491.0
2022-12-25,2022,51,DE,00-04,5685.0
2023-01-01,2022,52,DE,00-04,2376.0
2023-01-08,2023,1,DE,00-04,1380.0
2023-01-15,2023,2,DE,00-04,630.0
2023-01-22,2023,3,DE,00-04,337.0
2023-01-29,2023,4,DE,00-04,246.0
2023-02-05,2023,5,DE,00-04,190.0
2023-02-12,2023,6,DE,00-04,218.0
2023-02-19,2023,7,DE,00-04,251.0
2023-02-26,2023,8,DE,00-04,261.0
2023-03-05,2023,9,DE,00-04,304.0
2023-03-12,2023,10,DE,00-04,361.0
2023-03-19,2023,11,DE,00-04,450.0
2023-03-26,2023,12,DE,00-04,451.0
2023-04-02,2023,13,DE,00-04,395.0
2023-04-09,2023,14,DE,00-04,259.0
2023-04-16,2023,15,DE,00-04,208.0
2023-04-23,2023,16,DE,00-04,176.0
