date,year,week,location,age_group,value
2024-01-07,2024,1,DE,00+,361.0
2024-01-14,2024,2,DE,00+,265.0
2024-01-21,2024,3,DE,00+,166.0
2024-01-28,2024,4,DE,00+,148.0
2024-02-04,2024,5,DE,00+,217.0
2024-02-11,2024,6,DE,00+,263.0
2024-02-18,2024,7,DE,00+,323.0
2024-02-25,2024,8,DE,00+,234.0
2024-03-03,2024,9,DE,00+,202.0
2024-03-10,2024,10,DE,00+,210.0
2024-03-17,2024,11,DE,00+,248.0
2024-03-24,2024,12,DE,00+,196.0
2024-03-31,2024,13,DE,00+,200.0
2024-04-07,2024,14,DE,00+,263.0
2024-04-14,2024,15,DE,00+,273.0
2024-04-21,2024,16,DE,00+,181.0
2024-04-28,2024,17,DE,00+,141.0
2024-05-05,2024,18,DE,00+,173.0
2024-05-12,2024,19,DE,00+,210.0
2024-05-19,2024,20,DE,00+,235.0
2024-05-26,2024,21,DE,00+,156.0
2024-06-02,2024,22,DE,00+,136.0
2024-06-09,2024,23,DE,00+,114.0
2024-06-16,2024,24,DE,00+,120.0
2024-06-23,2024,25,DE,00+,89.0
2024-06-30,2024,26,DE,00+,128.0
2024-07-07,2024,27,DE,00+,110.0
2024-07-14,2024,28,DE,00+,101.0
2024-07-21,2024,29,DE,00+,90.0
2024-07-28,2024,30,DE,00+,98.0
2024-08-04,2024,31,DE,00+,63.0
2024-08-11,2024,32,DE,00+,59.0
2024-08-18,2024,33,DE,00+,53.0
2024-08-25,2024,34,DE,00+,41.0
2024-09-01,2024,35,DE,00+,59.0
2024-09-08,2024,36,DE,00+,59.0
2024-09-15,2024,37,DE,00+,61.0
2024-09-22,2024,38,DE,00+,81.0
2024-09-29,2024,39,DE,00+,103.0
2024-10-06,2024,40,DE,00+,108.0
2024-10-13,2024,41,DE,00+,175.0
2024-10-20,2024,42,DE,00+,161.0
2024-10-27,2024,43,DE,00+,156.0
2024-11-03,2024,44,DE,00+,153.0
2024-11-10,2024,45,DE,00+,85.0
2024-01-07,2024,1,DE,00-04,5.0
2024-01-14,2024,2,DE,00-04,3.0
2024-01-21,2024,3,DE,00-04,2.0
2024-01-28,2024,4,DE,00-04,5.0
2024-02-04,2024,5,DE,00-04,3.0
2024-02-11,2024,6,DE,00-04,11.0
2024-02-18,2024,7,DE,00-04,12.0
2024-02-25,2024,8,DE,00-04,6.0
2024-03-03,2024,9,DE,00-04,7.0
2024-03-10,2024,10,DE,00-04,10.0
2024-03-17,2024,11,DE,00-04,9.0
2024-03-24,2024,12,DE,00-04,14.0
2024-03-31,2024,13,DE,00-04,8.0
2024-04-07,2024,14,DE,00-04,8.0
2024-04-14,2024,15,DE,00-04,8.0
2024-04-21,2024,16,DE,00-04,3.0
2024-04-28,2024,17,DE,00-04,9.0
2024-05-05,2024,18,DE,00-04,9.0
2024-05-12,2024,19,DE,00-04,7.0
2024-05-19,2024,20,DE,00-04,6.0
2024-05-26,2024,21,DE,00-04,4.0
2024-06-02,2024,22,DE,00-04,4.0
2024-06-09,2024,23,DE,00-04,6.0
2024-06-16,2024,24,DE,00-04,1.0
2024-06-23,2024,25,DE,00-04,4.0
2024-06-30,2024,26,DE,00-04,3.0
2024-07-07,2024,27,DE,00-04,2.0
2024-07-14,2024,28,DE,00-04,1.0
2024-07-21,2024,29,DE,00-04,7.0
2024-07-28,2024,30,DE,00-04,6.0
2024-08-04,2024,31,DE,00-04,2.0
2024-08-11,2024,32,DE,00-04,4.0
2024-08-18,2024,33,DE,00-04,1.0
2024-08-25,2024,34,DE,00-04,0.0
2024-09-01,2024,35,DE,00-04,5.0
2024-09-08,2024,36,DE,00-04,3.0
2024-09-15,2024,37,DE,00-04,3.0
2024-09-22,2024,38,DE,00-04,1.0
2024-09-29,2024,39,DE,00-04,6.0
2024-10-06,2024,40,DE,00-04,3.0
2024-10-13,2024,41,DE,00-04,5.0
2024-10-20,2024,42,DE,00-04,3.0
2024-10-27,2024,43,DE,00-04,2.0
2024-11-03,2024,44,DE,00-04,7.0
2024-11-10,2024,45,DE,00-04,3.0
2024-01-07,2024,1,DE,05-14,2.0
2024-01-14,2024,2,DE,05-14,4.0
2024-01-21,2024,3,DE,05-14,6.0
2024-01-28,2024,4,DE,05-14,1.0
2024-02-04,2024,5,DE,05-14,2.0
2024-02-11,2024,6,DE,05-14,4.0
2024-02-18,2024,7,DE,05-14,8.0
2024-02-25,2024,8,DE,05-14,2.0
2024-03-03,2024,9,DE,05-14,2.0
2024-03-10,2024,10,DE,05-14,5.0
2024-03-17,2024,11,DE,05-14,10.0
