location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2023,36,2023-09-10,798128,-19122,2494,4157,-18290,-832,-1663,1663,0,0,0,-9976
DE,00+,2023,37,2023-09-17,848011,39075,-6651,4157,-9145,-1663,831,1663,0,0,0,-9977
DE,00+,2023,38,2023-09-24,955259,-6651,7483,2494,-21616,-831,2494,0,0,0,0,-9977
DE,00+,2023,39,2023-10-01,1060845,28267,17459,16628,-4988,4156,0,0,-1662,0,0,-16628
DE,00+,2023,40,2023-10-08,938632,-24942,3326,4988,-9145,0,0,0,0,0,-1663,-8314
DE,00+,2023,41,2023-10-15,1304440,-1662,-9977,0,-21616,0,0,0,0,0,0,-9976
DE,00+,2023,42,2023-10-22,1402544,-60691,-18291,-13302,-14133,0,0,0,0,0,0,-8314
DE,00+,2023,43,2023-10-29,1401712,-38243,4157,22447,-24110,0,-831,4156,0,0,0,-11639
DE,00+,2023,44,2023-11-05,1298621,-54872,-4156,11639,-20785,832,-1663,0,0,0,0,-12471
DE,00+,2023,45,2023-11-12,1459078,45726,33255,-2494,-33255,0,0,0,0,0,0,-12471
DE,00+,2023,46,2023-11-19,1577134,54872,-3326,-16628,-11639,0,0,0,0,0,0,-14965
DE,00+,2023,47,2023-11-26,1691865,35750,0,5819,0,-6651,0,0,0,0,0,-14133
DE,00+,2023,48,2023-12-03,1687708,20785,26604,0,-4157,0,0,0,0,0,0,-14965
DE,00+,2023,49,2023-12-10,1878927,67342,0,6651,-18291,0,0,0,0,1663,0,-17459
DE,00+,2023,50,2023-12-17,2109220,0,34087,6651,-39075,0,0,0,0,0,0,-17459
DE,00+,2023,51,2023-12-24,0,1883915,39906,-22447,-39906,-4989,3326,-832,0,0,0,-13302
DE,00+,2023,52,2023-12-31,1045049,-191218,-36581,-14965,-1663,0,1663,0,0,0,0,-6651
DE,00+,2024,1,2024-01-07,1508961,-105586,-22447,-2494,0,-2495,0,0,0,0,0,-12470
DE,00+,2024,2,2024-01-14,1385085,-15797,11640,3325,-19953,0,2494,0,0,0,0,-12470
