date,year,week,location,age_group,value
2012-10-07,2012,40,DE,00+,806442
2012-10-14,2012,41,DE,00+,926992
2012-10-21,2012,42,DE,00+,966899
2012-10-28,2012,43,DE,00+,892906
2012-11-04,2012,44,DE,00+,737437
2012-11-11,2012,45,DE,00+,907039
2012-11-18,2012,46,DE,00+,875447
2012-11-25,2012,47,DE,00+,897062
2012-12-02,2012,48,DE,00+,907039
2012-12-09,2012,49,DE,00+,958585
2012-12-16,2012,50,DE,00+,1075810
2012-12-23,2012,51,DE,00+,1035904
2012-12-30,2012,52,DE,00+,465574
2013-01-06,2013,1,DE,00+,835540
2013-01-13,2013,2,DE,00+,1181396
2013-01-20,2013,3,DE,00+,1174745
2013-01-27,2013,4,DE,00+,1423328
2013-02-03,2013,5,DE,00+,1709324
2013-02-10,2013,6,DE,00+,1794125
2013-02-17,2013,7,DE,00+,1842346
2013-02-24,2013,8,DE,00+,2129173
2013-03-03,2013,9,DE,00+,1806596
2013-03-10,2013,10,DE,00+,1518937
2013-03-17,2013,11,DE,00+,1355155
2013-03-24,2013,12,DE,00+,1216314
2013-03-31,2013,13,DE,00+,960248
2013-04-07,2013,14,DE,00+,940294
2013-04-14,2013,15,DE,00+,942789
2013-04-21,2013,16,DE,00+,729123
2013-04-28,2013,17,DE,00+,650142
2013-05-05,2013,18,DE,00+,585294
2013-05-12,2013,19,DE,00+,508806
2013-05-19,2013,20,DE,00+,621874
2013-05-26,2013,21,DE,00+,471394
2013-06-02,2013,22,DE,00+,532916
2013-06-09,2013,23,DE,00+,596102
2013-06-16,2013,24,DE,00+,543724
2013-06-23,2013,25,DE,00+,448115
2013-06-30,2013,26,DE,00+,460586
2013-07-07,2013,27,DE,00+,549544
2013-07-14,2013,28,DE,00+,493010
2013-07-21,2013,29,DE,00+,443127
2013-07-28,2013,30,DE,00+,385762
2013-08-04,2013,31,DE,00+,334216
2013-08-11,2013,32,DE,00+,309274
2013-08-18,2013,33,DE,00+,317588
2013-08-25,2013,34,DE,00+,369965
2013-09-01,2013,35,DE,00+,414029
2013-09-08,2013,36,DE,00+,456429
2013-09-15,2013,37,DE,00+,523771
2013-09-22,2013,38,DE,00+,729123
2013-09-29,2013,39,DE,00+,848011
2013-10-06,2013,40,DE,00+,735774
2013-10-13,2013,41,DE,00+,960248
2013-10-20,2013,42,DE,00+,940294
2013-10-27,2013,43,DE,00+,880435
2013-11-03,2013,44,DE,00+,669263
2013-11-10,2013,45,DE,00+,845517
2013-11-17,2013,46,DE,00+,844685
2013-11-24,2013,47,DE,00+,880435
2013-12-01,2013,48,DE,00+,888749
2013-12-08,2013,49,DE,00+,926161
2013-12-15,2013,50,DE,00+,916184
2013-12-22,2013,51,DE,00+,883760
2013-12-29,2013,52,DE,00+,315094
2014-01-05,2014,1,DE,00+,544556
2014-01-12,2014,2,DE,00+,872121
2014-01-19,2014,3,DE,00+,831383
2014-01-26,2014,4,DE,00+,911196
2014-02-02,2014,5,DE,00+,992672
2014-02-09,2014,6,DE,00+,1075810
2014-02-16,2014,7,DE,00+,1137332
2014-02-23,2014,8,DE,00+,1090775
2014-03-02,2014,9,DE,00+,1010131
2014-03-09,2014,10,DE,00+,981864
2014-03-16,2014,11,DE,00+,1022601
2014-03-23,2014,12,DE,00+,950271
2014-03-30,2014,13,DE,00+,902051
2014-04-06,2014,14,DE,00+,937800
2014-04-13,2014,15,DE,00+,789814
2014-04-20,2014,16,DE,00+,594439
2014-04-27,2014,17,DE,00+,528760
2014-05-04,2014,18,DE,00+,445621
2014-05-11,2014,19,DE,00+,611898
2014-05-18,2014,20,DE,00+,567835
2014-05-25,2014,21,DE,00+,596933
2014-06-01,2014,22,DE,00+,474720
2014-06-08,2014,23,DE,00+,661781
2014-06-15,2014,24,DE,00+,409872
2014-06-22,2014,25,DE,00+,428993
2014-06-29,2014,26,DE,00+,501324
2014-07-06,2014,27,DE,00+,537905
2014-07-13,2014,28,DE,00+,532085
2014-07-20,2014,29,DE,00+,483033
2014-07-27,2014,30,DE,00+,449778
2014-08-03,2014,31,DE,00+,366640
2014-08-10,2014,32,DE,00+,361651
2014-08-17,2014,33,DE,00+,384930
2014-08-24,2014,34,DE,00+,365808
2014-08-31,2014,35,DE,00+,450609
2014-09-07,2014,36,DE,00+,538736
2014-09-14,2014,37,DE,00+,601921
2014-09-21,2014,38,DE,00+,714158
2014-09-28,2014,39,DE,00+,811430
2014-10-05,2014,40,DE,00+,838866
2014-10-12,2014,41,DE,00+,1082461
2014-10-19,2014,42,DE,00+,993503
2014-10-26,2014,43,DE,00+,1054194
2014-11-02,2014,44,DE,00+,886255
2014-11-09,2014,45,DE,00+,1006805
