"stratum","value","week","year","date"
"A00..04",72.2070263933786,40,2019,2019-10-06
"A00..04",75.2051436893893,41,2019,2019-10-13
"A00..04",89.2153031863876,42,2019,2019-10-20
"A00..04",93.236474725587,43,2019,2019-10-27
"A00..04",97.2008099179425,44,2019,2019-11-03
"A00..04",86.2029768036659,45,2019,2019-11-10
"A00..04",113.242868814607,46,2019,2019-11-17
"A00..04",119.253312493339,47,2019,2019-11-24
"A00..04",115.23214095414,48,2019,2019-12-01
"A00..04",118.230258250151,49,2019,2019-12-08
"A00..04",141.248978721893,50,2019,2019-12-15
"A00..04",183.251039039466,51,2019,2019-12-22
"A00..04",187.215374231821,52,2019,2019-12-29
"A00..04",141.248978721893,1,2020,2020-01-05
"A00..04",140.225924478704,2,2020,2020-01-12
"A00..04",207.221768320841,3,2020,2020-01-19
"A00..04",220.19466448794,4,2020,2020-01-26
"A00..04",275.240666406167,5,2020,2020-02-02
"A00..04",314.230400341018,6,2020,2020-02-09
"A00..04",301.200667827075,7,2020,2020-02-16
"A00..04",273.19455791979,8,2020,2020-02-23
"A00..04",291.225888955987,9,2020,2020-03-01
"A00..04",313.20734609783,10,2020,2020-03-08
"A00..04",253.245000177614,11,2020,2020-03-15
"A00..04",141.248978721893,12,2020,2020-03-22
"A00..04",73.230080636567,13,2020,2020-03-29
"A00..04",21.2532414479059,14,2020,2020-04-05
"A00..04",22.2194593442507,15,2020,2020-04-12
"A00..04",3.23611949841921,16,2020,2020-04-19
"A00..04",7.25729103761853,17,2020,2020-04-26
"A00..04",11.221626229974,18,2020,2020-05-03
"A00..04",4.25917374160775,19,2020,2020-05-10
"A00..04",4.25917374160775,20,2020,2020-05-17
"A00..04",4.25917374160775,21,2020,2020-05-24
"A00..04",8.20929984725228,22,2020,2020-05-31
"A00..04",11.221626229974,23,2020,2020-06-07
"A00..04",7.25729103761853,24,2020,2020-06-14
"A00..04",16.2090156655181,25,2020,2020-06-21
"A00..04",27.2068487797947,26,2020,2020-06-28
"A00..04",35.2634009449042,27,2020,2020-07-05
"A00..04",52.2006323043586,28,2020,2020-07-12
"A00..04",60.2571844694682,29,2020,2020-07-19
"A00..04",42.2258534332706,30,2020,2020-07-26
"A00..04",49.2593513551916,31,2020,2020-08-02
"A00..04",37.2384639977265,32,2020,2020-08-09
"A00..04",49.2593513551916,33,2020,2020-08-16
"A00..04",57.2448580867464,34,2020,2020-08-23
"A00..04",64.2215196618237,35,2020,2020-08-30
"A00..04",64.2215196618237,36,2020,2020-09-06
"A00..04",67.2196369578345,37,2020,2020-09-13
"A00..04",53.2236865475472,38,2020,2020-09-20
"A00..04",51.2344144080139,39,2020,2020-09-27
"A00..04",32.2510745621825,40,2020,2020-10-04
"A00..04",38.2046818940713,41,2020,2020-10-11
"A00..04",43.2489076764591,42,2020,2020-10-18
"A00..04",34.2403467017157,43,2020,2020-10-25
"A00..04",20.2301872047174,44,2020,2020-11-01
"A00..04",30.2049660758054,45,2020,2020-11-08
"A00..04",35.2634009449042,46,2020,2020-11-15
"A00..04",35.2634009449042,47,2020,2020-11-22
"A00..04",33.2172924585272,48,2020,2020-11-29
"A00..04",39.2135270505488,49,2020,2020-12-06
"A00..04",33.2172924585272,50,2020,2020-12-13
"A00..04",25.2175766402614,51,2020,2020-12-20
"A00..04",20.2301872047174,52,2020,2020-12-27
"A00..04",14.2197435259848,53,2020,2021-01-03
"A00..04",14.2197435259848,1,2021,2021-01-10
