location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w
DE,00+,2022,52,2023-01-01,21296,3148,800,252,248
DE,00+,2023,1,2023-01-08,17263,3309,1044,310,45
DE,00+,2023,2,2023-01-15,11007,2184,214,239,0
DE,00+,2023,3,2023-01-22,8480,2103,174,166,222
DE,00+,2023,4,2023-01-29,8923,1167,778,444,10
DE,00+,2023,5,2023-02-05,8647,1665,667,120,268
DE,00+,2023,6,2023-02-12,9868,1777,568,85,0
DE,00+,2023,7,2023-02-19,9757,1565,687,0,0
DE,00+,2023,8,2023-02-26,9762,2272,817,319,69
DE,00+,2023,9,2023-03-05,10090,2540,487,193,0
DE,00+,2023,10,2023-03-12,11191,2085,405,129,484
DE,00+,2023,11,2023-03-19,10848,2501,683,681,53
DE,00+,2023,12,2023-03-26,10859,2229,891,181,186
DE,00+,2023,13,2023-04-02,10090,1371,217,360,273
DE,00+,2023,14,2023-04-09,6635,4050,828,243,210
DE,00+,2023,15,2023-04-16,8369,1361,683,0,0
DE,00+,2023,16,2023-04-23,8156,1379,218,218,27
DE,00+,2023,17,2023-04-30,5760,2775,552,69,155
DE,00+,2023,18,2023-05-07,7650,1437,384,173,222
DE,00+,2023,19,2023-05-14,7099,1425,566,221,51
DE,00+,2023,20,2023-05-21,6420,1229,665,276,55
DE,00+,2023,21,2023-05-28,5099,1885,723,165,111
DE,00+,2023,22,2023-06-04,6540,1277,386,111,0
DE,00+,2023,23,2023-06-11,5832,825,556,325,0
DE,00+,2023,24,2023-06-18,5552,1220,322,0,9
DE,00+,2023,25,2023-06-25,5231,1426,105,0,0
DE,00+,2023,26,2023-07-02,4557,875,349,102,0
DE,00+,2023,27,2023-07-09,5099,792,428,6,111
DE,00+,2023,28,2023-07-16,5120,755,8,221,105
DE,00+,2023,29,2023-07-23,4877,785,111,102,0
DE,00+,2023,30,2023-07-30,3342,1547,210,0,101
DE,00+,2023,31,2023-08-06,4115,934,0,0,0
DE,00+,2023,32,2023-08-13,4736,1028,103,173,81
DE,00+,2023,33,2023-08-20,6319,1105,265,128,0
DE,00+,2023,34,2023-08-27,5645,1059,164,0,0
DE,00+,2023,35,2023-09-03,5500,1545,0,268,0
DE,00+,2023,36,2023-09-10,7245,1234,502,111,223
DE,00+,2023,37,2023-09-17,6273,1707,334,222,0
DE,00+,2023,38,2023-09-24,6646,1445,222,0,0
DE,00+,2023,39,2023-10-01,7535,1001,333,276,0
DE,00+,2023,40,2023-10-08,6646,1668,831,0,0
DE,00+,2023,41,2023-10-15,8203,1773,831,0,0
DE,00+,2023,42,2023-10-22,9145,2494,0,831,0
DE,00+,2023,43,2023-10-29,9145,2494,665,0,0
DE,00+,2023,44,2023-11-05,9976,2494,832,498,0
DE,00+,2023,45,2023-11-12,10807,1663,167,415,250
DE,00+,2023,46,2023-11-19,10807,2661,665,249,167
DE,00+,2023,47,2023-11-26,11140,2910,831,416,0
DE,00+,2023,48,2023-12-03,12304,2993,831,0,416
DE,00+,2023,49,2023-12-10,13634,3243,0,748,0
DE,00+,2023,50,2023-12-17,15297,0,5404,0,83
DE,00+,2023,51,2023-12-24,0,19953,166,83,582
DE,00+,2023,52,2023-12-31,15048,5154,915,748,665
DE,00+,2024,1,2024-01-07,13967,3408,2162,665,166
DE,00+,2024,2,2024-01-14,10558,4157,915,415,166
DE,00+,2024,3,2024-01-21,15380,2993,665,166,167
DE,00+,2024,4,2024-01-28,20618,2743,998,582,333
DE,00+,2024,5,2024-02-04,20618,3492,997,333,249
DE,00+,2024,6,2024-02-11,21449,3492,582,249,250
DE,00+,2024,7,2024-02-18,17542,3325,582,166,0
DE,00+,2024,8,2024-02-25,15796,1912,83,416,249
DE,00+,2024,9,2024-03-03,12803,1496,582,0,0
DE,00+,2024,10,2024-03-10,11805,2245,249,0,83
DE,00+,2024,11,2024-03-17,10558,2162,499,166,249
DE,00+,2024,12,2024-03-24,10807,1580,582,0,83
DE,00+,2024,13,2024-03-31,9893,1496,582,167,0
DE,00+,2024,14,2024-04-07,9644,1829,415,250,166
DE,00+,2024,15,2024-04-14,9311,1496,832,166,0
DE,00+,2024,16,2024-04-21,9394,1164,416,0,249
DE,00+,2024,17,2024-04-28,8563,1413,582,249,167
DE,00+,2024,18,2024-05-05,10392,1579,749,332,0
DE,00+,2024,19,2024-05-12,8313,1663,250,332,83
DE,00+,2024,20,2024-05-19,8480,1579,748,0,0
DE,00+,2024,21,2024-05-26,8230,915,582,249,166
DE,00+,2024,22,2024-06-02,8147,1247,166,0,0
DE,00+,2024,23,2024-06-09,7648,998,748,0,83
DE,00+,2024,24,2024-06-16,7399,1413,748,84,166
DE,00+,2024,25,2024-06-23,7648,1996,332,166,0
DE,00+,2024,26,2024-06-30,8646,1164,249,167,83
DE,00+,2024,27,2024-07-07,7399,1496,416,0,166
DE,00+,2024,28,2024-07-14,7482,1247,416,0,0
DE,00+,2024,29,2024-07-21,7565,1580,831,166,84
DE,00+,2024,30,2024-07-28,7233,1413,83,0,0
DE,00+,2024,31,2024-08-04,7482,748,250,166,0
DE,00+,2024,32,2024-08-11,7316,1579,582,83,84
DE,00+,2024,33,2024-08-18,7233,1413,416,166,83
DE,00+,2024,34,2024-08-25,7648,1580,166,166,0
DE,00+,2024,35,2024-09-01,8230,915,249,166,333
DE,00+,2024,36,2024-09-08,9228,1247,166,416,0
DE,00+,2024,37,2024-09-15,6900,1413,83,0,0
DE,00+,2024,38,2024-09-22,8230,2494,250,332,83
DE,00+,2024,39,2024-09-29,10059,1912,499,0,83
DE,00+,2024,40,2024-10-06,9228,1746,499,249,0
DE,00+,2024,41,2024-10-13,9560,2744,333,249,83
DE,00+,2024,42,2024-10-20,9394,2494,582,250,83
DE,00+,2024,43,2024-10-27,10641,2079,582,166,83
DE,00+,2024,44,2024-11-03,10392,2328,499,249,0
DE,00+,2024,45,2024-11-10,10558,1912,665,333,0
DE,00+,2024,46,2024-11-17,10891,2328,665,83,83
DE,00+,2024,47,2024-11-24,10724,2162,499,166,0
DE,00+,2024,48,2024-12-01,10641,1746,582,0,0
DE,00+,2024,49,2024-12-08,11389,2411,0,0,832
DE,00+,2024,50,2024-12-15,12055,0,0,3575,83
DE,00+,2024,51,2024-12-22,0,0,16045,250,83
DE,00+,2024,52,2024-12-29,0,15214,499,166,166
DE,00+,2025,1,2025-01-05,13551,3492,748,0,0
DE,00+,2025,2,2025-01-12,14964,1913,83,0,0
DE,00+,2025,3,2025-01-19,15630,1829,498,0,0
DE,00+,2025,4,2025-01-26,19786,4157,665,84,0
DE,00+,2025,5,2025-02-02,23694,3159,333,166,83
DE,00+,2025,6,2025-02-09,22779,1663,998,499,0
DE,00+,2025,7,2025-02-16,21449,5238,1081,166,0
DE,00+,2025,8,2025-02-23,23029,4739,831,416,0
DE,00+,2025,9,2025-03-02,23278,3326,914,167,415
DE,00+,2025,10,2025-03-09,18872,2827,332,499,0
DE,00+,2025,11,2025-03-16,16128,2827,582,83,250
DE,00+,2025,12,2025-03-23,14050,2743,416,416,0
DE,00+,2025,13,2025-03-30,13052,2162,499,0,166
DE,00+,2025,14,2025-04-06,10807,1746,250,166,0
DE,00+,2025,15,2025-04-13,9976,1663,416,249,
DE,00+,2025,16,2025-04-20,9311,2245,582,,
DE,00+,2025,17,2025-04-27,7731,1497,,,
DE,00+,2025,18,2025-05-04,7316,,,,
DE,00-04,2023,42,2023-10-22,1028,197,0,40,0
DE,00-04,2023,43,2023-10-29,1344,158,0,40,20
DE,00-04,2023,44,2023-11-05,1344,237,28,0,0
DE,00-04,2023,45,2023-11-12,1502,75,0,0,16
DE,00-04,2023,46,2023-11-19,1977,221,0,32,20
DE,00-04,2023,47,2023-11-26,2147,352,51,36,0
DE,00-04,2023,48,2023-12-03,3120,320,83,0,0
DE,00-04,2023,49,2023-12-10,3195,0,0,0,0
DE,00-04,2023,50,2023-12-17,4179,0,166,0,0
DE,00-04,2023,51,2023-12-24,0,4863,0,0,87
