date,year,week,location,age_group,value
2020-01-05,2020,1,DE,00+,23.0
2020-01-12,2020,2,DE,00+,52.0
2020-01-19,2020,3,DE,00+,71.0
2020-01-26,2020,4,DE,00+,107.0
2020-02-02,2020,5,DE,00+,175.0
2020-02-09,2020,6,DE,00+,240.0
2020-02-16,2020,7,DE,00+,266.0
2020-02-23,2020,8,DE,00+,247.0
2020-03-01,2020,9,DE,00+,345.0
2020-03-08,2020,10,DE,00+,400.0
2020-03-15,2020,11,DE,00+,314.0
2020-03-22,2020,12,DE,00+,315.0
2020-03-29,2020,13,DE,00+,173.0
2020-04-05,2020,14,DE,00+,85.0
2020-04-12,2020,15,DE,00+,26.0
2020-04-19,2020,16,DE,00+,18.0
2020-04-26,2020,17,DE,00+,6.0
2020-05-03,2020,18,DE,00+,8.0
2020-05-10,2020,19,DE,00+,4.0
2020-05-17,2020,20,DE,00+,4.0
2020-05-24,2020,21,DE,00+,3.0
2020-06-14,2020,24,DE,00+,4.0
2020-06-21,2020,25,DE,00+,1.0
2020-08-02,2020,31,DE,00+,1.0
2020-08-30,2020,35,DE,00+,2.0
2020-09-06,2020,36,DE,00+,7.0
2020-09-13,2020,37,DE,00+,4.0
2020-09-20,2020,38,DE,00+,3.0
2020-09-27,2020,39,DE,00+,2.0
2020-10-04,2020,40,DE,00+,1.0
2020-10-25,2020,43,DE,00+,1.0
2020-11-01,2020,44,DE,00+,1.0
2020-11-08,2020,45,DE,00+,2.0
2020-12-20,2020,51,DE,00+,2.0
2021-01-10,2021,1,DE,00+,1.0
2021-02-14,2021,6,DE,00+,1.0
2021-02-21,2021,7,DE,00+,1.0
2021-03-21,2021,11,DE,00+,1.0
2021-05-09,2021,18,DE,00+,3.0
2021-05-23,2021,20,DE,00+,2.0
2021-06-13,2021,23,DE,00+,1.0
2021-06-20,2021,24,DE,00+,2.0
2021-06-27,2021,25,DE,00+,1.0
2021-07-11,2021,27,DE,00+,2.0
2021-07-18,2021,28,DE,00+,8.0
2021-07-25,2021,29,DE,00+,5.0
2021-08-01,2021,30,DE,00+,6.0
2021-08-08,2021,31,DE,00+,17.0
2021-08-15,2021,32,DE,00+,15.0
2021-08-22,2021,33,DE,00+,23.0
2021-08-29,2021,34,DE,00+,32.0
2021-09-05,2021,35,DE,00+,89.0
2021-09-12,2021,36,DE,00+,179.0
2021-09-19,2021,37,DE,00+,321.0
2021-09-26,2021,38,DE,00+,508.0
2021-10-03,2021,39,DE,00+,695.0
2021-10-10,2021,40,DE,00+,981.0
