date,year,week,location,age_group,value
2024-01-07,2024,1,DE,00+,3791.0
2024-01-14,2024,2,DE,00+,3393.0
2024-01-21,2024,3,DE,00+,3674.0
2024-01-28,2024,4,DE,00+,4523.0
2024-02-04,2024,5,DE,00+,4754.0
2024-02-11,2024,6,DE,00+,4551.0
2024-02-18,2024,7,DE,00+,3722.0
2024-02-25,2024,8,DE,00+,3107.0
2024-03-03,2024,9,DE,00+,2514.0
2024-03-10,2024,10,DE,00+,1984.0
2024-03-17,2024,11,DE,00+,1648.0
2024-03-24,2024,12,DE,00+,1235.0
2024-03-31,2024,13,DE,00+,699.0
2024-04-07,2024,14,DE,00+,665.0
2024-04-14,2024,15,DE,00+,435.0
2024-04-21,2024,16,DE,00+,359.0
2024-04-28,2024,17,DE,00+,343.0
2024-05-05,2024,18,DE,00+,204.0
2024-05-12,2024,19,DE,00+,116.0
2024-05-19,2024,20,DE,00+,110.0
2024-05-26,2024,21,DE,00+,61.0
2024-06-02,2024,22,DE,00+,86.0
2024-06-09,2024,23,DE,00+,61.0
2024-06-16,2024,24,DE,00+,40.0
2024-06-23,2024,25,DE,00+,35.0
2024-06-30,2024,26,DE,00+,36.0
2024-07-07,2024,27,DE,00+,49.0
2024-07-14,2024,28,DE,00+,30.0
2024-07-21,2024,29,DE,00+,26.0
2024-07-28,2024,30,DE,00+,5.0
2024-01-07,2024,1,DE,00-04,2573.0
2024-01-14,2024,2,DE,00-04,1992.0
2024-01-21,2024,3,DE,00-04,2419.0
2024-01-28,2024,4,DE,00-04,2860.0
2024-02-04,2024,5,DE,00-04,2844.0
2024-02-11,2024,6,DE,00-04,2651.0
2024-02-18,2024,7,DE,00-04,2179.0
2024-02-25,2024,8,DE,00-04,1696.0
2024-03-03,2024,9,DE,00-04,1298.0
2024-03-10,2024,10,DE,00-04,992.0
2024-03-17,2024,11,DE,00-04,743.0
2024-03-24,2024,12,DE,00-04,557.0
2024-03-31,2024,13,DE,00-04,298.0
2024-04-07,2024,14,DE,00-04,264.0
2024-04-14,2024,15,DE,00-04,152.0
2024-04-21,2024,16,DE,00-04,160.0
2024-04-28,2024,17,DE,00-04,170.0
2024-05-05,2024,18,DE,00-04,68.0
2024-05-12,2024,19,DE,00-04,46.0
2024-05-19,2024,20,DE,00-04,36.0
2024-05-26,2024,21,DE,00-04,14.0
2024-06-02,2024,22,DE,00-04,23.0
2024-06-09,2024,23,DE,00-04,18.0
2024-06-16,2024,24,DE,00-04,6.0
2024-06-23,2024,25,DE,00-04,9.0
2024-06-30,2024,26,DE,00-04,6.0
2024-07-07,2024,27,DE,00-04,10.0
2024-07-14,2024,28,DE,00-04,8.0
2024-07-21,2024,29,DE,00-04,4.0
2024-07-28,2024,30,DE,00-04,2.0
2024-01-07,2024,1,DE,05-14,212.0
2024-01-14,2024,2,DE,05-14,215.0
2024-01-21,2024,3,DE,05-14,264.0
2024-01-28,2024,4,DE,05-14,472.0
2024-02-04,2024,5,DE,05-14,498.0
2024-02-11,2024,6,DE,05-14,450.0
2024-02-18,2024,7,DE,05-14,294.0
2024-02-25,2024,8,DE,05-14,257.0
2024-03-03,2024,9,DE,05-14,236.0
2024-03-10,2024,10,DE,05-14,216.0
2024-03-17,2024,11,DE,05-14,187.0
2024-03-24,2024,12,DE,05-14,111.0
2024-03-31,2024,13,DE,05-14,70.0
2024-04-07,2024,14,DE,05-14,51.0
2024-04-14,2024,15,DE,05-14,33.0
2024-04-21,2024,16,DE,05-14,32.0
2024-04-28,2024,17,DE,05-14,35.0
2024-05-05,2024,18,DE,05-14,23.0
2024-05-12,2024,19,DE,05-14,11.0
2024-05-19,2024,20,DE,05-14,10.0
2024-05-26,2024,21,DE,05-14,8.0
2024-06-02,2024,22,DE,05-14,13.0
2024-06-09,2024,23,DE,05-14,7.0
2024-06-16,2024,24,DE,05-14,4.0
2024-06-23,2024,25,DE,05-14,1.0
2024-06-30,2024,26,DE,05-14,3.0
2024-07-07,2024,27,DE,05-14,4.0
2024-07-14,2024,28,DE,05-14,1.0
2024-07-21,2024,29,DE,05-14,2.0
2024-07-28,2024,30,DE,05-14,2.0
2024-01-07,2024,1,DE,15-34,130.0
2024-01-14,2024,2,DE,15-34,173.0
2024-01-21,2024,3,DE,15-34,173.0
2024-01-28,2024,4,DE,15-34,190.0
2024-02-04,2024,5,DE,15-34,213.0
2024-02-11,2024,6,DE,15-34,241.0
2024-02-18,2024,7,DE,15-34,183.0
2024-02-25,2024,8,DE,15-34,163.0
2024-03-03,2024,9,DE,15-34,152.0
2024-03-10,2024,10,DE,15-34,103.0
2024-03-17,2024,11,DE,15-34,102.0
2024-03-24,2024,12,DE,15-34,69.0
2024-03-31,2024,13,DE,15-34,30.0
2024-04-07,2024,14,DE,15-34,34.0
2024-04-14,2024,15,DE,15-34,29.0
2024-04-21,2024,16,DE,15-34,19.0
2024-04-28,2024,17,DE,15-34,23.0
2024-05-05,2024,18,DE,15-34,12.0
2024-05-12,2024,19,DE,15-34,8.0
2024-05-19,2024,20,DE,15-34,7.0
2024-05-26,2024,21,DE,15-34,12.0
2024-06-02,2024,22,DE,15-34,15.0
2024-06-09,2024,23,DE,15-34,3.0
2024-06-16,2024,24,DE,15-34,4.0
2024-06-23,2024,25,DE,15-34,3.0
2024-06-30,2024,26,DE,15-34,3.0
2024-07-07,2024,27,DE,15-34,5.0
2024-07-14,2024,28,DE,15-34,2.0
2024-07-21,2024,29,DE,15-34,1.0
2024-07-28,2024,30,DE,15-34,0.0
2024-01-07,2024,1,DE,35-59,263.0
2024-01-14,2024,2,DE,35-59,296.0
2024-01-21,2024,3,DE,35-59,253.0
2024-01-28,2024,4,DE,35-59,302.0
2024-02-04,2024,5,DE,35-59,351.0
2024-02-11,2024,6,DE,35-59,365.0
2024-02-18,2024,7,DE,35-59,298.0
2024-02-25,2024,8,DE,35-59,311.0
2024-03-03,2024,9,DE,35-59,219.0
2024-03-10,2024,10,DE,35-59,201.0
2024-03-17,2024,11,DE,35-59,173.0
2024-03-24,2024,12,DE,35-59,137.0
2024-03-31,2024,13,DE,35-59,75.0
2024-04-07,2024,14,DE,35-59,72.0
2024-04-14,2024,15,DE,35-59,50.0
2024-04-21,2024,16,DE,35-59,45.0
2024-04-28,2024,17,DE,35-59,37.0
2024-05-05,2024,18,DE,35-59,26.0
2024-05-12,2024,19,DE,35-59,14.0
2024-05-19,2024,20,DE,35-59,17.0
2024-05-26,2024,21,DE,35-59,6.0
2024-06-02,2024,22,DE,35-59,10.0
2024-06-09,2024,23,DE,35-59,12.0
2024-06-16,2024,24,DE,35-59,7.0
2024-06-23,2024,25,DE,35-59,8.0
2024-06-30,2024,26,DE,35-59,5.0
2024-07-07,2024,27,DE,35-59,10.0
2024-07-14,2024,28,DE,35-59,6.0
2024-07-21,2024,29,DE,35-59,9.0
2024-07-28,2024,30,DE,35-59,0.0
