"date","week","location","age_group","value"
2022-08-28,34,"DE","00-04",29
2022-09-04,35,"DE","00-04",39
2022-09-11,36,"DE","00-04",73
2022-09-18,37,"DE","00-04",67
2022-09-25,38,"DE","00-04",74
2022-10-02,39,"DE","00-04",87
2022-10-09,40,"DE","00-04",90
2022-10-16,41,"DE","00-04",111
2022-10-23,42,"DE","00-04",133
2022-10-30,43,"DE","00-04",145
2022-11-06,44,"DE","00-04",184
2022-11-13,45,"DE","00-04",211
2022-11-20,46,"DE","00-04",296
2022-11-27,47,"DE","00-04",366
2022-12-04,48,"DE","00-04",408
2022-12-11,49,"DE","00-04",422
2022-12-18,50,"DE","00-04",363
2022-12-25,51,"DE","00-04",298
2023-01-01,52,"DE","00-04",203
2023-01-08,1,"DE","00-04",166
2022-08-28,34,"DE","05-14",14
2022-09-04,35,"DE","05-14",16
2022-09-11,36,"DE","05-14",22
2022-09-18,37,"DE","05-14",27
2022-09-25,38,"DE","05-14",21
2022-10-02,39,"DE","05-14",20
2022-10-09,40,"DE","05-14",15
2022-10-16,41,"DE","05-14",24
2022-10-23,42,"DE","05-14",32
2022-10-30,43,"DE","05-14",23
2022-11-06,44,"DE","05-14",23
2022-11-13,45,"DE","05-14",47
2022-11-20,46,"DE","05-14",49
2022-11-27,47,"DE","05-14",69
2022-12-04,48,"DE","05-14",80
2022-12-11,49,"DE","05-14",83
2022-12-18,50,"DE","05-14",84
2022-12-25,51,"DE","05-14",50
2023-01-01,52,"DE","05-14",32
2023-01-08,1,"DE","05-14",14
2022-08-28,34,"DE","15-34",11
2022-09-04,35,"DE","15-34",6
2022-09-11,36,"DE","15-34",9
2022-09-18,37,"DE","15-34",8
2022-09-25,38,"DE","15-34",13
2022-10-02,39,"DE","15-34",16
2022-10-09,40,"DE","15-34",12
2022-10-16,41,"DE","15-34",16
2022-10-23,42,"DE","15-34",14
2022-10-30,43,"DE","15-34",14
2022-11-06,44,"DE","15-34",11
2022-11-13,45,"DE","15-34",14
2022-11-20,46,"DE","15-34",25
2022-11-27,47,"DE","15-34",41
2022-12-04,48,"DE","15-34",58
2022-12-11,49,"DE","15-34",50
2022-12-18,50,"DE","15-34",54
2022-12-25,51,"DE","15-34",31
2023-01-01,52,"DE","15-34",15
2023-01-08,1,"DE","15-34",25
2022-08-28,34,"DE","35-59",25
2022-09-04,35,"DE","35-59",22
2022-09-11,36,"DE","35-59",40
2022-09-18,37,"DE","35-59",39
2022-09-25,38,"DE","35-59",41
2022-10-02,39,"DE","35-59",54
2022-10-09,40,"DE","35-59",40
2022-10-16,41,"DE","35-59",42
2022-10-23,42,"DE","35-59",55
2022-10-30,43,"DE","35-59",39
2022-11-06,44,"DE","35-59",39
2022-11-13,45,"DE","35-59",44
2022-11-20,46,"DE","35-59",65
2022-11-27,47,"DE","35-59",69
2022-12-04,48,"DE","35-59",89
2022-12-11,49,"DE","35-59",113
2022-12-18,50,"DE","35-59",119
2022-12-25,51,"DE","35-59",90
2023-01-01,52,"DE","35-59",80
2023-01-08,1,"DE","35-59",47
2022-08-28,34,"DE","60-79",91
2022-09-04,35,"DE","60-79",89
2022-09-11,36,"DE","60-79",108
2022-09-18,37,"DE","60-79",104
2022-09-25,38,"DE","60-79",116
2022-10-02,39,"DE","60-79",164
2022-10-09,40,"DE","60-79",173
2022-10-16,41,"DE","60-79",195
2022-10-23,42,"DE","60-79",177
2022-10-30,43,"DE","60-79",179
2022-11-06,44,"DE","60-79",133
2022-11-13,45,"DE","60-79",156
2022-11-20,46,"DE","60-79",173
2022-11-27,47,"DE","60-79",200
2022-12-04,48,"DE","60-79",192
2022-12-11,49,"DE","60-79",298
2022-12-18,50,"DE","60-79",340
2022-12-25,51,"DE","60-79",362
2023-01-01,52,"DE","60-79",347
2023-01-08,1,"DE","60-79",243
2022-08-28,34,"DE","80+",111
2022-09-04,35,"DE","80+",108
2022-09-11,36,"DE","80+",125
2022-09-18,37,"DE","80+",115
2022-09-25,38,"DE","80+",161
2022-10-02,39,"DE","80+",220
2022-10-09,40,"DE","80+",253
2022-10-16,41,"DE","80+",264
2022-10-23,42,"DE","80+",237
2022-10-30,43,"DE","80+",209
2022-11-06,44,"DE","80+",172
2022-11-13,45,"DE","80+",175
2022-11-20,46,"DE","80+",161
2022-11-27,47,"DE","80+",217
2022-12-04,48,"DE","80+",262
2022-12-11,49,"DE","80+",344
2022-12-18,50,"DE","80+",431
2022-12-25,51,"DE","80+",442
2023-01-01,52,"DE","80+",413
2023-01-08,1,"DE","80+",292
2022-08-28,34,"DE","00+",281
2022-09-04,35,"DE","00+",280
2022-09-11,36,"DE","00+",376
2022-09-18,37,"DE","00+",362
2022-09-25,38,"DE","00+",427
2022-10-02,39,"DE","00+",562
2022-10-09,40,"DE","00+",582
2022-10-16,41,"DE","00+",652
2022-10-23,42,"DE","00+",648
2022-10-30,43,"DE","00+",608
2022-11-06,44,"DE","00+",563
2022-11-13,45,"DE","00+",647
2022-11-20,46,"DE","00+",770
2022-11-27,47,"DE","00+",963
2022-12-04,48,"DE","00+",1089
2022-12-11,49,"DE","00+",1311
2022-12-18,50,"DE","00+",1390
2022-12-25,51,"DE","00+",1273
2023-01-01,52,"DE","00+",1089
2023-01-08,1,"DE","00+",786
