"date","week","location","age_group","value"
2023-01-01,52,"DE","00-04",245
2023-01-08,1,"DE","00-04",207
2023-01-15,2,"DE","00-04",143
2023-01-22,3,"DE","00-04",150
2023-01-29,4,"DE","00-04",145
2023-02-05,5,"DE","00-04",138
2023-02-12,6,"DE","00-04",135
2023-02-19,7,"DE","00-04",132
2023-02-26,8,"DE","00-04",114
2023-03-05,9,"DE","00-04",138
2023-03-12,10,"DE","00-04",160
2023-03-19,11,"DE","00-04",138
2023-03-26,12,"DE","00-04",132
2023-04-02,13,"DE","00-04",119
2023-04-09,14,"DE","00-04",104
2023-04-16,15,"DE","00-04",88
2023-04-23,16,"DE","00-04",83
2023-04-30,17,"DE","00-04",91
2023-05-07,18,"DE","00-04",83
2023-05-14,19,"DE","00-04",79
2023-01-01,52,"DE","05-14",38
2023-01-08,1,"DE","05-14",18
2023-01-15,2,"DE","05-14",23
2023-01-22,3,"DE","05-14",26
2023-01-29,4,"DE","05-14",31
2023-02-05,5,"DE","05-14",26
2023-02-12,6,"DE","05-14",26
2023-02-19,7,"DE","05-14",26
2023-02-26,8,"DE","05-14",31
2023-03-05,9,"DE","05-14",26
2023-03-12,10,"DE","05-14",36
2023-03-19,11,"DE","05-14",48
2023-03-26,12,"DE","05-14",45
2023-04-02,13,"DE","05-14",33
2023-04-09,14,"DE","05-14",36
2023-04-16,15,"DE","05-14",20
2023-04-23,16,"DE","05-14",22
2023-04-30,17,"DE","05-14",22
2023-05-07,18,"DE","05-14",36
2023-05-14,19,"DE","05-14",25
2023-01-01,52,"DE","15-34",19
2023-01-08,1,"DE","15-34",24
2023-01-15,2,"DE","15-34",20
2023-01-22,3,"DE","15-34",13
2023-01-29,4,"DE","15-34",11
2023-02-05,5,"DE","15-34",20
2023-02-12,6,"DE","15-34",19
2023-02-19,7,"DE","15-34",12
2023-02-26,8,"DE","15-34",29
2023-03-05,9,"DE","15-34",22
2023-03-12,10,"DE","15-34",17
2023-03-19,11,"DE","15-34",31
2023-03-26,12,"DE","15-34",23
2023-04-02,13,"DE","15-34",18
2023-04-09,14,"DE","15-34",21
2023-04-16,15,"DE","15-34",11
2023-04-23,16,"DE","15-34",14
2023-04-30,17,"DE","15-34",16
2023-05-07,18,"DE","15-34",16
2023-05-14,19,"DE","15-34",9
2023-01-01,52,"DE","35-59",102
2023-01-08,1,"DE","35-59",79
2023-01-15,2,"DE","35-59",62
2023-01-22,3,"DE","35-59",46
2023-01-29,4,"DE","35-59",58
2023-02-05,5,"DE","35-59",49
2023-02-12,6,"DE","35-59",57
2023-02-19,7,"DE","35-59",56
2023-02-26,8,"DE","35-59",68
2023-03-05,9,"DE","35-59",56
2023-03-12,10,"DE","35-59",52
2023-03-19,11,"DE","35-59",63
2023-03-26,12,"DE","35-59",75
2023-04-02,13,"DE","35-59",67
2023-04-09,14,"DE","35-59",57
2023-04-16,15,"DE","35-59",57
2023-04-23,16,"DE","35-59",52
2023-04-30,17,"DE","35-59",55
2023-05-07,18,"DE","35-59",44
2023-05-14,19,"DE","35-59",20
2023-01-01,52,"DE","60-79",452
2023-01-08,1,"DE","60-79",400
2023-01-15,2,"DE","60-79",209
2023-01-22,3,"DE","60-79",155
2023-01-29,4,"DE","60-79",161
2023-02-05,5,"DE","60-79",166
2023-02-12,6,"DE","60-79",194
2023-02-19,7,"DE","60-79",186
2023-02-26,8,"DE","60-79",200
2023-03-05,9,"DE","60-79",207
2023-03-12,10,"DE","60-79",221
2023-03-19,11,"DE","60-79",215
2023-03-26,12,"DE","60-79",224
2023-04-02,13,"DE","60-79",168
2023-04-09,14,"DE","60-79",193
2023-04-16,15,"DE","60-79",169
2023-04-23,16,"DE","60-79",168
2023-04-30,17,"DE","60-79",146
2023-05-07,18,"DE","60-79",138
2023-05-14,19,"DE","60-79",120
2023-01-01,52,"DE","+80",529
2023-01-08,1,"DE","+80",480
2023-01-15,2,"DE","+80",299
2023-01-22,3,"DE","+80",222
2023-01-29,4,"DE","+80",219
2023-02-05,5,"DE","+80",220
2023-02-12,6,"DE","+80",248
2023-02-19,7,"DE","+80",256
2023-02-26,8,"DE","+80",287
2023-03-05,9,"DE","+80",302
2023-03-12,10,"DE","+80",298
2023-03-19,11,"DE","+80",316
2023-03-26,12,"DE","+80",283
2023-04-02,13,"DE","+80",253
2023-04-09,14,"DE","+80",241
2023-04-16,15,"DE","+80",214
2023-04-23,16,"DE","+80",198
2023-04-30,17,"DE","+80",162
2023-05-07,18,"DE","+80",172
2023-05-14,19,"DE","+80",132
2023-01-01,52,"DE","+00",1385
2023-01-08,1,"DE","+00",1208
2023-01-15,2,"DE","+00",755
2023-01-22,3,"DE","+00",611
2023-01-29,4,"DE","+00",624
2023-02-05,5,"DE","+00",620
2023-02-12,6,"DE","+00",678
2023-02-19,7,"DE","+00",669
2023-02-26,8,"DE","+00",729
2023-03-05,9,"DE","+00",751
2023-03-12,10,"DE","+00",784
2023-03-19,11,"DE","+00",811
2023-03-26,12,"DE","+00",782
2023-04-02,13,"DE","+00",659
2023-04-09,14,"DE","+00",652
2023-04-16,15,"DE","+00",560
2023-04-23,16,"DE","+00",537
2023-04-30,17,"DE","+00",492
2023-05-07,18,"DE","+00",490
2023-05-14,19,"DE","+00",383
