date,week,location,age_group,value
2022-10-02,39,DE,00-04,104
2022-10-09,40,DE,00-04,108
2022-10-16,41,DE,00-04,134
2022-10-23,42,DE,00-04,159
2022-10-30,43,DE,00-04,173
2022-11-06,44,DE,00-04,222
2022-11-13,45,DE,00-04,251
2022-11-20,46,DE,00-04,355
2022-11-27,47,DE,00-04,440
2022-12-04,48,DE,00-04,490
2022-12-11,49,DE,00-04,509
2022-12-18,50,DE,00-04,438
2022-12-25,51,DE,00-04,364
2023-01-01,52,DE,00-04,245
2023-01-08,1,DE,00-04,208
2023-01-15,2,DE,00-04,140
2023-01-22,3,DE,00-04,150
2023-01-29,4,DE,00-04,142
2023-02-05,5,DE,00-04,135
2023-02-12,6,DE,00-04,123
2022-10-02,39,DE,05-14,25
2022-10-09,40,DE,05-14,18
2022-10-16,41,DE,05-14,29
2022-10-23,42,DE,05-14,39
2022-10-30,43,DE,05-14,27
2022-11-06,44,DE,05-14,27
2022-11-13,45,DE,05-14,57
2022-11-20,46,DE,05-14,57
2022-11-27,47,DE,05-14,83
2022-12-04,48,DE,05-14,97
2022-12-11,49,DE,05-14,99
2022-12-18,50,DE,05-14,101
2022-12-25,51,DE,05-14,59
2023-01-01,52,DE,05-14,37
2023-01-08,1,DE,05-14,20
2023-01-15,2,DE,05-14,23
2023-01-22,3,DE,05-14,25
2023-01-29,4,DE,05-14,30
2023-02-05,5,DE,05-14,23
2023-02-12,6,DE,05-14,27
2022-10-02,39,DE,15-34,19
2022-10-09,40,DE,15-34,14
2022-10-16,41,DE,15-34,19
2022-10-23,42,DE,15-34,16
2022-10-30,43,DE,15-34,16
2022-11-06,44,DE,15-34,13
2022-11-13,45,DE,15-34,17
2022-11-20,46,DE,15-34,31
2022-11-27,47,DE,15-34,50
2022-12-04,48,DE,15-34,69
2022-12-11,49,DE,15-34,60
2022-12-18,50,DE,15-34,63
2022-12-25,51,DE,15-34,37
2023-01-01,52,DE,15-34,19
2023-01-08,1,DE,15-34,25
2023-01-15,2,DE,15-34,21
2023-01-22,3,DE,15-34,15
2023-01-29,4,DE,15-34,11
2023-02-05,5,DE,15-34,15
2023-02-12,6,DE,15-34,12
2022-10-02,39,DE,35-59,64
2022-10-09,40,DE,35-59,47
2022-10-16,41,DE,35-59,51
2022-10-23,42,DE,35-59,67
2022-10-30,43,DE,35-59,47
2022-11-06,44,DE,35-59,47
2022-11-13,45,DE,35-59,53
2022-11-20,46,DE,35-59,79
2022-11-27,47,DE,35-59,83
2022-12-04,48,DE,35-59,107
2022-12-11,49,DE,35-59,134
2022-12-18,50,DE,35-59,141
2022-12-25,51,DE,35-59,106
2023-01-01,52,DE,35-59,100
2023-01-08,1,DE,35-59,77
2023-01-15,2,DE,35-59,61
2023-01-22,3,DE,35-59,44
2023-01-29,4,DE,35-59,52
2023-02-05,5,DE,35-59,46
2023-02-12,6,DE,35-59,38
2022-10-02,39,DE,60-79,196
2022-10-09,40,DE,60-79,207
2022-10-16,41,DE,60-79,234
2022-10-23,42,DE,60-79,212
2022-10-30,43,DE,60-79,214
2022-11-06,44,DE,60-79,160
2022-11-13,45,DE,60-79,189
2022-11-20,46,DE,60-79,209
2022-11-27,47,DE,60-79,239
2022-12-04,48,DE,60-79,232
2022-12-11,49,DE,60-79,363
2022-12-18,50,DE,60-79,407
2022-12-25,51,DE,60-79,443
2023-01-01,52,DE,60-79,448
2023-01-08,1,DE,60-79,397
2023-01-15,2,DE,60-79,209
2023-01-22,3,DE,60-79,148
2023-01-29,4,DE,60-79,150
2023-02-05,5,DE,60-79,138
2023-02-12,6,DE,60-79,159
2022-10-02,39,DE,80+,264
2022-10-09,40,DE,80+,301
2022-10-16,41,DE,80+,316
2022-10-23,42,DE,80+,283
2022-10-30,43,DE,80+,249
2022-11-06,44,DE,80+,207
2022-11-13,45,DE,80+,210
2022-11-20,46,DE,80+,194
2022-11-27,47,DE,80+,263
2022-12-04,48,DE,80+,312
2022-12-11,49,DE,80+,417
2022-12-18,50,DE,80+,525
2022-12-25,51,DE,80+,546
2023-01-01,52,DE,80+,529
2023-01-08,1,DE,80+,476
2023-01-15,2,DE,80+,290
2023-01-22,3,DE,80+,212
2023-01-29,4,DE,80+,205
2023-02-05,5,DE,80+,205
2023-02-12,6,DE,80+,184
2022-10-02,39,DE,00+,671
2022-10-09,40,DE,00+,695
2022-10-16,41,DE,00+,783
2022-10-23,42,DE,00+,776
2022-10-30,43,DE,00+,726
2022-11-06,44,DE,00+,676
2022-11-13,45,DE,00+,776
2022-11-20,46,DE,00+,925
2022-11-27,47,DE,00+,1158
2022-12-04,48,DE,00+,1308
2022-12-11,49,DE,00+,1582
2022-12-18,50,DE,00+,1675
2022-12-25,51,DE,00+,1556
2023-01-01,52,DE,00+,1378
2023-01-08,1,DE,00+,1204
2023-01-15,2,DE,00+,744
2023-01-22,3,DE,00+,594
2023-01-29,4,DE,00+,590
2023-02-05,5,DE,00+,563
2023-02-12,6,DE,00+,543
