date,week,location,age_group,value
2022-07-17,28,DE,00-04,49
2022-07-24,29,DE,00-04,42
2022-07-31,30,DE,00-04,32
2022-08-07,31,DE,00-04,23
2022-08-14,32,DE,00-04,29
2022-08-21,33,DE,00-04,23
2022-08-28,34,DE,00-04,34
2022-09-04,35,DE,00-04,44
2022-09-11,36,DE,00-04,86
2022-09-18,37,DE,00-04,79
2022-09-25,38,DE,00-04,87
2022-10-02,39,DE,00-04,101
2022-10-09,40,DE,00-04,107
2022-10-16,41,DE,00-04,133
2022-10-23,42,DE,00-04,156
2022-10-30,43,DE,00-04,172
2022-11-06,44,DE,00-04,215
2022-11-13,45,DE,00-04,252
2022-11-20,46,DE,00-04,337
2022-11-27,47,DE,00-04,381
2022-07-17,28,DE,05-14,7
2022-07-24,29,DE,05-14,7
2022-07-31,30,DE,05-14,6
2022-08-07,31,DE,05-14,10
2022-08-14,32,DE,05-14,5
2022-08-21,33,DE,05-14,7
2022-08-28,34,DE,05-14,15
2022-09-04,35,DE,05-14,17
2022-09-11,36,DE,05-14,25
2022-09-18,37,DE,05-14,31
2022-09-25,38,DE,05-14,24
2022-10-02,39,DE,05-14,21
2022-10-09,40,DE,05-14,15
2022-10-16,41,DE,05-14,26
2022-10-23,42,DE,05-14,36
2022-10-30,43,DE,05-14,27
2022-11-06,44,DE,05-14,25
2022-11-13,45,DE,05-14,50
2022-11-20,46,DE,05-14,54
2022-11-27,47,DE,05-14,63
2022-07-17,28,DE,15-34,6
2022-07-24,29,DE,15-34,7
2022-07-31,30,DE,15-34,5
2022-08-07,31,DE,15-34,12
2022-08-14,32,DE,15-34,9
2022-08-21,33,DE,15-34,16
2022-08-28,34,DE,15-34,11
2022-09-04,35,DE,15-34,5
2022-09-11,36,DE,15-34,9
2022-09-18,37,DE,15-34,7
2022-09-25,38,DE,15-34,13
2022-10-02,39,DE,15-34,18
2022-10-09,40,DE,15-34,11
2022-10-16,41,DE,15-34,16
2022-10-23,42,DE,15-34,14
2022-10-30,43,DE,15-34,13
2022-11-06,44,DE,15-34,11
2022-11-13,45,DE,15-34,16
2022-11-20,46,DE,15-34,28
2022-11-27,47,DE,15-34,32
2022-07-17,28,DE,35-59,23
2022-07-24,29,DE,35-59,34
2022-07-31,30,DE,35-59,37
2022-08-07,31,DE,35-59,41
2022-08-14,32,DE,35-59,40
2022-08-21,33,DE,35-59,38
2022-08-28,34,DE,35-59,28
2022-09-04,35,DE,35-59,25
2022-09-11,36,DE,35-59,45
2022-09-18,37,DE,35-59,46
2022-09-25,38,DE,35-59,47
2022-10-02,39,DE,35-59,62
2022-10-09,40,DE,35-59,46
2022-10-16,41,DE,35-59,51
2022-10-23,42,DE,35-59,64
2022-10-30,43,DE,35-59,45
2022-11-06,44,DE,35-59,47
2022-11-13,45,DE,35-59,49
2022-11-20,46,DE,35-59,69
2022-11-27,47,DE,35-59,63
2022-07-17,28,DE,60-79,151
2022-07-24,29,DE,60-79,191
2022-07-31,30,DE,60-79,137
2022-08-07,31,DE,60-79,155
2022-08-14,32,DE,60-79,117
2022-08-21,33,DE,60-79,132
2022-08-28,34,DE,60-79,109
2022-09-04,35,DE,60-79,102
2022-09-11,36,DE,60-79,126
2022-09-18,37,DE,60-79,120
2022-09-25,38,DE,60-79,138
2022-10-02,39,DE,60-79,188
2022-10-09,40,DE,60-79,194
2022-10-16,41,DE,60-79,228
2022-10-23,42,DE,60-79,209
2022-10-30,43,DE,60-79,211
2022-11-06,44,DE,60-79,150
2022-11-13,45,DE,60-79,173
2022-11-20,46,DE,60-79,181
2022-11-27,47,DE,60-79,162
2022-07-17,28,DE,80+,192
2022-07-24,29,DE,80+,236
2022-07-31,30,DE,80+,193
2022-08-07,31,DE,80+,174
2022-08-14,32,DE,80+,173
2022-08-21,33,DE,80+,159
2022-08-28,34,DE,80+,131
2022-09-04,35,DE,80+,126
2022-09-11,36,DE,80+,147
2022-09-18,37,DE,80+,138
2022-09-25,38,DE,80+,190
2022-10-02,39,DE,80+,259
2022-10-09,40,DE,80+,294
2022-10-16,41,DE,80+,311
2022-10-23,42,DE,80+,270
2022-10-30,43,DE,80+,236
2022-11-06,44,DE,80+,201
2022-11-13,45,DE,80+,187
2022-11-20,46,DE,80+,171
2022-11-27,47,DE,80+,182
2022-07-17,28,DE,00+,428
2022-07-24,29,DE,00+,518
2022-07-31,30,DE,00+,409
2022-08-07,31,DE,00+,416
2022-08-14,32,DE,00+,373
2022-08-21,33,DE,00+,374
2022-08-28,34,DE,00+,328
2022-09-04,35,DE,00+,320
2022-09-11,36,DE,00+,437
2022-09-18,37,DE,00+,421
2022-09-25,38,DE,00+,499
2022-10-02,39,DE,00+,650
2022-10-09,40,DE,00+,666
2022-10-16,41,DE,00+,766
2022-10-23,42,DE,00+,748
2022-10-30,43,DE,00+,704
2022-11-06,44,DE,00+,649
2022-11-13,45,DE,00+,728
2022-11-20,46,DE,00+,840
2022-11-27,47,DE,00+,883
