date,week,location,age_group,value
2023-01-22,3,DE,00-04,151
2023-01-29,4,DE,00-04,145
2023-02-05,5,DE,00-04,139
2023-02-12,6,DE,00-04,136
2023-02-19,7,DE,00-04,132
2023-02-26,8,DE,00-04,115
2023-03-05,9,DE,00-04,136
2023-03-12,10,DE,00-04,160
2023-03-19,11,DE,00-04,138
2023-03-26,12,DE,00-04,134
2023-04-02,13,DE,00-04,121
2023-04-09,14,DE,00-04,107
2023-04-16,15,DE,00-04,89
2023-04-23,16,DE,00-04,82
2023-04-30,17,DE,00-04,93
2023-05-07,18,DE,00-04,85
2023-05-14,19,DE,00-04,89
2023-05-21,20,DE,00-04,63
2023-05-28,21,DE,00-04,61
2023-06-04,22,DE,00-04,49
2023-01-22,3,DE,05-14,26
2023-01-29,4,DE,05-14,31
2023-02-05,5,DE,05-14,27
2023-02-12,6,DE,05-14,27
2023-02-19,7,DE,05-14,26
2023-02-26,8,DE,05-14,32
2023-03-05,9,DE,05-14,27
2023-03-12,10,DE,05-14,37
2023-03-19,11,DE,05-14,49
2023-03-26,12,DE,05-14,46
2023-04-02,13,DE,05-14,35
2023-04-09,14,DE,05-14,38
2023-04-16,15,DE,05-14,22
2023-04-23,16,DE,05-14,21
2023-04-30,17,DE,05-14,23
2023-05-07,18,DE,05-14,38
2023-05-14,19,DE,05-14,28
2023-05-21,20,DE,05-14,22
2023-05-28,21,DE,05-14,16
2023-06-04,22,DE,05-14,21
2023-01-22,3,DE,15-34,13
2023-01-29,4,DE,15-34,12
2023-02-05,5,DE,15-34,20
2023-02-12,6,DE,15-34,19
2023-02-19,7,DE,15-34,13
2023-02-26,8,DE,15-34,30
2023-03-05,9,DE,15-34,23
2023-03-12,10,DE,15-34,17
2023-03-19,11,DE,15-34,32
2023-03-26,12,DE,15-34,24
2023-04-02,13,DE,15-34,20
2023-04-09,14,DE,15-34,22
2023-04-16,15,DE,15-34,12
2023-04-23,16,DE,15-34,16
2023-04-30,17,DE,15-34,16
2023-05-07,18,DE,15-34,19
2023-05-14,19,DE,15-34,14
2023-05-21,20,DE,15-34,11
2023-05-28,21,DE,15-34,12
2023-06-04,22,DE,15-34,12
2023-01-22,3,DE,35-59,47
2023-01-29,4,DE,35-59,59
2023-02-05,5,DE,35-59,49
2023-02-12,6,DE,35-59,57
2023-02-19,7,DE,35-59,56
2023-02-26,8,DE,35-59,69
2023-03-05,9,DE,35-59,57
2023-03-12,10,DE,35-59,52
2023-03-19,11,DE,35-59,62
2023-03-26,12,DE,35-59,75
2023-04-02,13,DE,35-59,67
2023-04-09,14,DE,35-59,62
2023-04-16,15,DE,35-59,58
2023-04-23,16,DE,35-59,57
2023-04-30,17,DE,35-59,61
2023-05-07,18,DE,35-59,50
2023-05-14,19,DE,35-59,35
2023-05-21,20,DE,35-59,44
2023-05-28,21,DE,35-59,36
2023-06-04,22,DE,35-59,32
2023-01-22,3,DE,60-79,155
2023-01-29,4,DE,60-79,160
2023-02-05,5,DE,60-79,168
2023-02-12,6,DE,60-79,195
2023-02-19,7,DE,60-79,187
2023-02-26,8,DE,60-79,202
2023-03-05,9,DE,60-79,208
2023-03-12,10,DE,60-79,221
2023-03-19,11,DE,60-79,218
2023-03-26,12,DE,60-79,227
2023-04-02,13,DE,60-79,169
2023-04-09,14,DE,60-79,200
2023-04-16,15,DE,60-79,174
2023-04-23,16,DE,60-79,180
2023-04-30,17,DE,60-79,146
2023-05-07,18,DE,60-79,162
2023-05-14,19,DE,60-79,157
2023-05-21,20,DE,60-79,147
2023-05-28,21,DE,60-79,118
2023-06-04,22,DE,60-79,118
2023-01-22,3,DE,80+,223
2023-01-29,4,DE,80+,219
2023-02-05,5,DE,80+,220
2023-02-12,6,DE,80+,247
2023-02-19,7,DE,80+,258
2023-02-26,8,DE,80+,286
2023-03-05,9,DE,80+,302
2023-03-12,10,DE,80+,296
2023-03-19,11,DE,80+,317
2023-03-26,12,DE,80+,279
2023-04-02,13,DE,80+,258
2023-04-09,14,DE,80+,243
2023-04-16,15,DE,80+,215
2023-04-23,16,DE,80+,202
2023-04-30,17,DE,80+,172
2023-05-07,18,DE,80+,185
2023-05-14,19,DE,80+,183
2023-05-21,20,DE,80+,170
2023-05-28,21,DE,80+,141
2023-06-04,22,DE,80+,129
2023-01-22,3,DE,00+,615
2023-01-29,4,DE,00+,626
2023-02-05,5,DE,00+,623
2023-02-12,6,DE,00+,681
2023-02-19,7,DE,00+,672
2023-02-26,8,DE,00+,733
2023-03-05,9,DE,00+,754
2023-03-12,10,DE,00+,783
2023-03-19,11,DE,00+,816
2023-03-26,12,DE,00+,786
2023-04-02,13,DE,00+,671
2023-04-09,14,DE,00+,672
2023-04-16,15,DE,00+,571
2023-04-23,16,DE,00+,558
2023-04-30,17,DE,00+,510
2023-05-07,18,DE,00+,538
2023-05-14,19,DE,00+,506
2023-05-21,20,DE,00+,456
2023-05-28,21,DE,00+,383
2023-06-04,22,DE,00+,361
