date,week,location,age_group,value
2022-05-29,26,DE,00-04,60
2022-06-05,27,DE,00-04,64
2022-06-12,28,DE,00-04,65
2022-06-19,29,DE,00-04,64
2022-06-26,30,DE,00-04,46
2022-07-03,31,DE,00-04,34
2022-07-10,32,DE,00-04,32
2022-07-17,33,DE,00-04,50
2022-07-24,34,DE,00-04,43
2022-07-31,35,DE,00-04,32
2022-08-07,36,DE,00-04,24
2022-08-14,37,DE,00-04,29
2022-08-21,38,DE,00-04,24
2022-08-28,39,DE,00-04,32
2022-09-04,40,DE,00-04,45
2022-09-11,41,DE,00-04,84
2022-09-18,42,DE,00-04,81
2022-09-25,43,DE,00-04,90
2022-10-02,44,DE,00-04,100
2022-10-09,45,DE,00-04,105
2022-05-29,26,DE,05-14,5
2022-06-05,27,DE,05-14,12
2022-06-12,28,DE,05-14,10
2022-06-19,29,DE,05-14,10
2022-06-26,30,DE,05-14,7
2022-07-03,31,DE,05-14,6
2022-07-10,32,DE,05-14,8
2022-07-17,33,DE,05-14,7
2022-07-24,34,DE,05-14,7
2022-07-31,35,DE,05-14,6
2022-08-07,36,DE,05-14,9
2022-08-14,37,DE,05-14,5
2022-08-21,38,DE,05-14,8
2022-08-28,39,DE,05-14,16
2022-09-04,40,DE,05-14,18
2022-09-11,41,DE,05-14,24
2022-09-18,42,DE,05-14,31
2022-09-25,43,DE,05-14,25
2022-10-02,44,DE,05-14,24
2022-10-09,45,DE,05-14,13
2022-05-29,26,DE,15-34,12
2022-06-05,27,DE,15-34,10
2022-06-12,28,DE,15-34,16
2022-06-19,29,DE,15-34,22
2022-06-26,30,DE,15-34,15
2022-07-03,31,DE,15-34,16
2022-07-10,32,DE,15-34,7
2022-07-17,33,DE,15-34,7
2022-07-24,34,DE,15-34,9
2022-07-31,35,DE,15-34,5
2022-08-07,36,DE,15-34,12
2022-08-14,37,DE,15-34,10
2022-08-21,38,DE,15-34,16
2022-08-28,39,DE,15-34,10
2022-09-04,40,DE,15-34,6
2022-09-11,41,DE,15-34,8
2022-09-18,42,DE,15-34,6
2022-09-25,43,DE,15-34,12
2022-10-02,44,DE,15-34,13
2022-10-09,45,DE,15-34,11
2022-05-29,26,DE,35-59,28
2022-06-05,27,DE,35-59,46
2022-06-12,28,DE,35-59,42
2022-06-19,29,DE,35-59,40
2022-06-26,30,DE,35-59,39
2022-07-03,31,DE,35-59,39
2022-07-10,32,DE,35-59,43
2022-07-17,33,DE,35-59,24
2022-07-24,34,DE,35-59,33
2022-07-31,35,DE,35-59,37
2022-08-07,36,DE,35-59,40
2022-08-14,37,DE,35-59,40
2022-08-21,38,DE,35-59,40
2022-08-28,39,DE,35-59,31
2022-09-04,40,DE,35-59,24
2022-09-11,41,DE,35-59,42
2022-09-18,42,DE,35-59,42
2022-09-25,43,DE,35-59,44
2022-10-02,44,DE,35-59,56
2022-10-09,45,DE,35-59,31
2022-05-29,26,DE,60-79,112
2022-06-05,27,DE,60-79,139
2022-06-12,28,DE,60-79,131
2022-06-19,29,DE,60-79,118
2022-06-26,30,DE,60-79,142
2022-07-03,31,DE,60-79,160
2022-07-10,32,DE,60-79,143
2022-07-17,33,DE,60-79,153
2022-07-24,34,DE,60-79,190
2022-07-31,35,DE,60-79,139
2022-08-07,36,DE,60-79,154
2022-08-14,37,DE,60-79,117
2022-08-21,38,DE,60-79,131
2022-08-28,39,DE,60-79,107
2022-09-04,40,DE,60-79,100
2022-09-11,41,DE,60-79,126
2022-09-18,42,DE,60-79,114
2022-09-25,43,DE,60-79,134
2022-10-02,44,DE,60-79,161
2022-10-09,45,DE,60-79,147
2022-05-29,26,DE,80+,112
2022-06-05,27,DE,80+,115
2022-06-12,28,DE,80+,146
2022-06-19,29,DE,80+,131
2022-06-26,30,DE,80+,176
2022-07-03,31,DE,80+,196
2022-07-10,32,DE,80+,183
2022-07-17,33,DE,80+,194
2022-07-24,34,DE,80+,234
2022-07-31,35,DE,80+,192
2022-08-07,36,DE,80+,173
2022-08-14,37,DE,80+,169
2022-08-21,38,DE,80+,161
2022-08-28,39,DE,80+,139
2022-09-04,40,DE,80+,127
2022-09-11,41,DE,80+,144
2022-09-18,42,DE,80+,141
2022-09-25,43,DE,80+,180
2022-10-02,44,DE,80+,228
2022-10-09,45,DE,80+,199
2022-05-29,26,DE,00+,330
2022-06-05,27,DE,00+,386
2022-06-12,28,DE,00+,410
2022-06-19,29,DE,00+,385
2022-06-26,30,DE,00+,425
2022-07-03,31,DE,00+,451
2022-07-10,32,DE,00+,416
2022-07-17,33,DE,00+,435
2022-07-24,34,DE,00+,516
2022-07-31,35,DE,00+,411
2022-08-07,36,DE,00+,411
2022-08-14,37,DE,00+,369
2022-08-21,38,DE,00+,379
2022-08-28,39,DE,00+,334
2022-09-04,40,DE,00+,319
2022-09-11,41,DE,00+,428
2022-09-18,42,DE,00+,415
2022-09-25,43,DE,00+,485
2022-10-02,44,DE,00+,583
2022-10-09,45,DE,00+,505
