date,week,location,age_group,value
2022-10-23,42,DE,00-04,160
2022-10-30,43,DE,00-04,176
2022-11-06,44,DE,00-04,222
2022-11-13,45,DE,00-04,253
2022-11-20,46,DE,00-04,357
2022-11-27,47,DE,00-04,441
2022-12-04,48,DE,00-04,492
2022-12-11,49,DE,00-04,509
2022-12-18,50,DE,00-04,434
2022-12-25,51,DE,00-04,353
2023-01-01,52,DE,00-04,247
2023-01-08,1,DE,00-04,209
2023-01-15,2,DE,00-04,143
2023-01-22,3,DE,00-04,152
2023-01-29,4,DE,00-04,145
2023-02-05,5,DE,00-04,138
2023-02-12,6,DE,00-04,139
2023-02-19,7,DE,00-04,133
2023-02-26,8,DE,00-04,113
2023-03-05,9,DE,00-04,113
2022-10-23,42,DE,05-14,40
2022-10-30,43,DE,05-14,28
2022-11-06,44,DE,05-14,28
2022-11-13,45,DE,05-14,57
2022-11-20,46,DE,05-14,59
2022-11-27,47,DE,05-14,85
2022-12-04,48,DE,05-14,97
2022-12-11,49,DE,05-14,101
2022-12-18,50,DE,05-14,102
2022-12-25,51,DE,05-14,61
2023-01-01,52,DE,05-14,39
2023-01-08,1,DE,05-14,21
2023-01-15,2,DE,05-14,25
2023-01-22,3,DE,05-14,28
2023-01-29,4,DE,05-14,33
2023-02-05,5,DE,05-14,28
2023-02-12,6,DE,05-14,30
2023-02-19,7,DE,05-14,26
2023-02-26,8,DE,05-14,28
2023-03-05,9,DE,05-14,25
2022-10-23,42,DE,15-34,18
2022-10-30,43,DE,15-34,17
2022-11-06,44,DE,15-34,15
2022-11-13,45,DE,15-34,19
2022-11-20,46,DE,15-34,32
2022-11-27,47,DE,15-34,52
2022-12-04,48,DE,15-34,71
2022-12-11,49,DE,15-34,61
2022-12-18,50,DE,15-34,64
2022-12-25,51,DE,15-34,38
2023-01-01,52,DE,15-34,21
2023-01-08,1,DE,15-34,26
2023-01-15,2,DE,15-34,22
2023-01-22,3,DE,15-34,16
2023-01-29,4,DE,15-34,12
2023-02-05,5,DE,15-34,22
2023-02-12,6,DE,15-34,21
2023-02-19,7,DE,15-34,17
2023-02-26,8,DE,15-34,25
2023-03-05,9,DE,15-34,18
2022-10-23,42,DE,35-59,68
2022-10-30,43,DE,35-59,48
2022-11-06,44,DE,35-59,49
2022-11-13,45,DE,35-59,54
2022-11-20,46,DE,35-59,79
2022-11-27,47,DE,35-59,83
2022-12-04,48,DE,35-59,108
2022-12-11,49,DE,35-59,135
2022-12-18,50,DE,35-59,141
2022-12-25,51,DE,35-59,109
2023-01-01,52,DE,35-59,105
2023-01-08,1,DE,35-59,80
2023-01-15,2,DE,35-59,61
2023-01-22,3,DE,35-59,46
2023-01-29,4,DE,35-59,60
2023-02-05,5,DE,35-59,51
2023-02-12,6,DE,35-59,56
2023-02-19,7,DE,35-59,55
2023-02-26,8,DE,35-59,56
2023-03-05,9,DE,35-59,45
2022-10-23,42,DE,60-79,214
2022-10-30,43,DE,60-79,216
2022-11-06,44,DE,60-79,161
2022-11-13,45,DE,60-79,190
2022-11-20,46,DE,60-79,210
2022-11-27,47,DE,60-79,240
2022-12-04,48,DE,60-79,235
2022-12-11,49,DE,60-79,359
2022-12-18,50,DE,60-79,408
2022-12-25,51,DE,60-79,446
2023-01-01,52,DE,60-79,455
2023-01-08,1,DE,60-79,401
2023-01-15,2,DE,60-79,211
2023-01-22,3,DE,60-79,157
2023-01-29,4,DE,60-79,163
2023-02-05,5,DE,60-79,164
2023-02-12,6,DE,60-79,192
2023-02-19,7,DE,60-79,185
2023-02-26,8,DE,60-79,196
2023-03-05,9,DE,60-79,148
2022-10-23,42,DE,80+,284
2022-10-30,43,DE,80+,248
2022-11-06,44,DE,80+,209
2022-11-13,45,DE,80+,210
2022-11-20,46,DE,80+,195
2022-11-27,47,DE,80+,265
2022-12-04,48,DE,80+,314
2022-12-11,49,DE,80+,423
2022-12-18,50,DE,80+,523
2022-12-25,51,DE,80+,550
2023-01-01,52,DE,80+,526
2023-01-08,1,DE,80+,481
2023-01-15,2,DE,80+,298
2023-01-22,3,DE,80+,218
2023-01-29,4,DE,80+,220
2023-02-05,5,DE,80+,223
2023-02-12,6,DE,80+,236
2023-02-19,7,DE,80+,249
2023-02-26,8,DE,80+,241
2023-03-05,9,DE,80+,212
2022-10-23,42,DE,00+,783
2022-10-30,43,DE,00+,732
2022-11-06,44,DE,00+,684
2022-11-13,45,DE,00+,783
2022-11-20,46,DE,00+,933
2022-11-27,47,DE,00+,1166
2022-12-04,48,DE,00+,1318
2022-12-11,49,DE,00+,1587
2022-12-18,50,DE,00+,1671
2022-12-25,51,DE,00+,1558
2023-01-01,52,DE,00+,1392
2023-01-08,1,DE,00+,1219
2023-01-15,2,DE,00+,760
2023-01-22,3,DE,00+,618
2023-01-29,4,DE,00+,633
2023-02-05,5,DE,00+,625
2023-02-12,6,DE,00+,675
2023-02-19,7,DE,00+,664
2023-02-26,8,DE,00+,660
2023-03-05,9,DE,00+,561
