date,week,location,age_group,value
2022-09-11,36,DE,00-04,87
2022-09-18,37,DE,00-04,79
2022-09-25,38,DE,00-04,87
2022-10-02,39,DE,00-04,103
2022-10-09,40,DE,00-04,107
2022-10-16,41,DE,00-04,132
2022-10-23,42,DE,00-04,158
2022-10-30,43,DE,00-04,172
2022-11-06,44,DE,00-04,220
2022-11-13,45,DE,00-04,252
2022-11-20,46,DE,00-04,347
2022-11-27,47,DE,00-04,441
2022-12-04,48,DE,00-04,489
2022-12-11,49,DE,00-04,509
2022-12-18,50,DE,00-04,439
2022-12-25,51,DE,00-04,362
2023-01-01,52,DE,00-04,245
2023-01-08,1,DE,00-04,209
2023-01-15,2,DE,00-04,138
2023-01-22,3,DE,00-04,127
2022-09-11,36,DE,05-14,24
2022-09-18,37,DE,05-14,32
2022-09-25,38,DE,05-14,25
2022-10-02,39,DE,05-14,23
2022-10-09,40,DE,05-14,17
2022-10-16,41,DE,05-14,27
2022-10-23,42,DE,05-14,38
2022-10-30,43,DE,05-14,26
2022-11-06,44,DE,05-14,26
2022-11-13,45,DE,05-14,55
2022-11-20,46,DE,05-14,56
2022-11-27,47,DE,05-14,81
2022-12-04,48,DE,05-14,95
2022-12-11,49,DE,05-14,98
2022-12-18,50,DE,05-14,100
2022-12-25,51,DE,05-14,58
2023-01-01,52,DE,05-14,39
2023-01-08,1,DE,05-14,17
2023-01-15,2,DE,05-14,20
2023-01-22,3,DE,05-14,25
2022-09-11,36,DE,15-34,9
2022-09-18,37,DE,15-34,8
2022-09-25,38,DE,15-34,14
2022-10-02,39,DE,15-34,19
2022-10-09,40,DE,15-34,13
2022-10-16,41,DE,15-34,18
2022-10-23,42,DE,15-34,15
2022-10-30,43,DE,15-34,15
2022-11-06,44,DE,15-34,13
2022-11-13,45,DE,15-34,16
2022-11-20,46,DE,15-34,29
2022-11-27,47,DE,15-34,49
2022-12-04,48,DE,15-34,70
2022-12-11,49,DE,15-34,60
2022-12-18,50,DE,15-34,62
2022-12-25,51,DE,15-34,36
2023-01-01,52,DE,15-34,16
2023-01-08,1,DE,15-34,25
2023-01-15,2,DE,15-34,17
2023-01-22,3,DE,15-34,17
2022-09-11,36,DE,35-59,46
2022-09-18,37,DE,35-59,46
2022-09-25,38,DE,35-59,48
2022-10-02,39,DE,35-59,63
2022-10-09,40,DE,35-59,47
2022-10-16,41,DE,35-59,49
2022-10-23,42,DE,35-59,67
2022-10-30,43,DE,35-59,46
2022-11-06,44,DE,35-59,45
2022-11-13,45,DE,35-59,52
2022-11-20,46,DE,35-59,78
2022-11-27,47,DE,35-59,81
2022-12-04,48,DE,35-59,105
2022-12-11,49,DE,35-59,133
2022-12-18,50,DE,35-59,140
2022-12-25,51,DE,35-59,107
2023-01-01,52,DE,35-59,97
2023-01-08,1,DE,35-59,73
2023-01-15,2,DE,35-59,47
2023-01-22,3,DE,35-59,35
2022-09-11,36,DE,60-79,128
2022-09-18,37,DE,60-79,124
2022-09-25,38,DE,60-79,140
2022-10-02,39,DE,60-79,196
2022-10-09,40,DE,60-79,207
2022-10-16,41,DE,60-79,233
2022-10-23,42,DE,60-79,213
2022-10-30,43,DE,60-79,213
2022-11-06,44,DE,60-79,159
2022-11-13,45,DE,60-79,186
2022-11-20,46,DE,60-79,206
2022-11-27,47,DE,60-79,239
2022-12-04,48,DE,60-79,230
2022-12-11,49,DE,60-79,356
2022-12-18,50,DE,60-79,401
2022-12-25,51,DE,60-79,439
2023-01-01,52,DE,60-79,448
2023-01-08,1,DE,60-79,383
2023-01-15,2,DE,60-79,212
2023-01-22,3,DE,60-79,90
2022-09-11,36,DE,80+,148
2022-09-18,37,DE,80+,139
2022-09-25,38,DE,80+,190
2022-10-02,39,DE,80+,262
2022-10-09,40,DE,80+,302
2022-10-16,41,DE,80+,315
2022-10-23,42,DE,80+,285
2022-10-30,43,DE,80+,252
2022-11-06,44,DE,80+,206
2022-11-13,45,DE,80+,209
2022-11-20,46,DE,80+,192
2022-11-27,47,DE,80+,258
2022-12-04,48,DE,80+,314
2022-12-11,49,DE,80+,411
2022-12-18,50,DE,80+,520
2022-12-25,51,DE,80+,544
2023-01-01,52,DE,80+,522
2023-01-08,1,DE,80+,461
2023-01-15,2,DE,80+,289
2023-01-22,3,DE,80+,163
2022-09-11,36,DE,00+,443
2022-09-18,37,DE,00+,427
2022-09-25,38,DE,00+,506
2022-10-02,39,DE,00+,665
2022-10-09,40,DE,00+,692
2022-10-16,41,DE,00+,775
2022-10-23,42,DE,00+,776
2022-10-30,43,DE,00+,725
2022-11-06,44,DE,00+,670
2022-11-13,45,DE,00+,770
2022-11-20,46,DE,00+,908
2022-11-27,47,DE,00+,1149
2022-12-04,48,DE,00+,1304
2022-12-11,49,DE,00+,1568
2022-12-18,50,DE,00+,1662
2022-12-25,51,DE,00+,1547
2023-01-01,52,DE,00+,1366
2023-01-08,1,DE,00+,1168
2023-01-15,2,DE,00+,723
2023-01-22,3,DE,00+,458
