date,year,week,location,age_group,value
2012-10-07,2012,40,DE,00+,805610
2012-10-07,2012,40,DE,00-04,152562
2012-10-07,2012,40,DE,05-14,102957
2012-10-07,2012,40,DE,15-34,229251
2012-10-07,2012,40,DE,60+,98505
2012-10-07,2012,40,DE,35-59,229124
2012-10-14,2012,41,DE,00+,926992
2012-10-14,2012,41,DE,00-04,158692
2012-10-14,2012,41,DE,05-14,104983
2012-10-14,2012,41,DE,15-34,272945
2012-10-14,2012,41,DE,60+,113196
2012-10-14,2012,41,DE,35-59,281028
2012-10-21,2012,42,DE,00+,967730
2012-10-21,2012,42,DE,00-04,172058
2012-10-21,2012,42,DE,05-14,101005
2012-10-21,2012,42,DE,15-34,271053
2012-10-21,2012,42,DE,60+,118254
2012-10-21,2012,42,DE,35-59,309418
2012-10-28,2012,43,DE,00+,892074
2012-10-28,2012,43,DE,00-04,154500
2012-10-28,2012,43,DE,05-14,89824
2012-10-28,2012,43,DE,15-34,232466
2012-10-28,2012,43,DE,60+,122589
2012-10-28,2012,43,DE,35-59,297087
2012-11-04,2012,44,DE,00+,736605
2012-11-04,2012,44,DE,00-04,146552
2012-11-04,2012,44,DE,05-14,83896
2012-11-04,2012,44,DE,15-34,195393
2012-11-04,2012,44,DE,60+,83572
2012-11-04,2012,44,DE,35-59,232565
2012-11-11,2012,45,DE,00+,906208
2012-11-11,2012,45,DE,00-04,154302
2012-11-11,2012,45,DE,05-14,102281
2012-11-11,2012,45,DE,15-34,246274
2012-11-11,2012,45,DE,60+,114160
2012-11-11,2012,45,DE,35-59,292786
2012-11-18,2012,46,DE,00+,875447
2012-11-18,2012,46,DE,00-04,167233
2012-11-18,2012,46,DE,05-14,117515
2012-11-18,2012,46,DE,15-34,233223
2012-11-18,2012,46,DE,60+,107175
2012-11-18,2012,46,DE,35-59,257227
2012-11-25,2012,47,DE,00+,897062
2012-11-25,2012,47,DE,00-04,174707
2012-11-25,2012,47,DE,05-14,125094
2012-11-25,2012,47,DE,15-34,237006
2012-11-25,2012,47,DE,60+,101154
2012-11-25,2012,47,DE,35-59,265830
2012-12-02,2012,48,DE,00+,906208
2012-12-02,2012,48,DE,00-04,190921
2012-12-02,2012,48,DE,05-14,135525
2012-12-02,2012,48,DE,15-34,226035
2012-12-02,2012,48,DE,60+,94651
2012-12-02,2012,48,DE,35-59,267551
2012-12-09,2012,49,DE,00+,957753
2012-12-09,2012,49,DE,00-04,187164
2012-12-09,2012,49,DE,05-14,128546
2012-12-09,2012,49,DE,15-34,253462
2012-12-09,2012,49,DE,60+,105007
2012-12-09,2012,49,DE,35-59,290205
2012-12-16,2012,50,DE,00+,1074979
2012-12-16,2012,50,DE,00-04,222082
2012-12-16,2012,50,DE,05-14,160739
2012-12-16,2012,50,DE,15-34,267270
2012-12-16,2012,50,DE,60+,114400
2012-12-16,2012,50,DE,35-59,320028
2012-12-23,2012,51,DE,00+,1035072
2012-12-23,2012,51,DE,00-04,231177
2012-12-23,2012,51,DE,05-14,155336
2012-12-23,2012,51,DE,15-34,243626
2012-12-23,2012,51,DE,60+,131741
2012-12-23,2012,51,DE,35-59,287911
2012-12-30,2012,52,DE,00+,465574
2012-12-30,2012,52,DE,00-04,127531
2012-12-30,2012,52,DE,05-14,64535
2012-12-30,2012,52,DE,15-34,90035
2012-12-30,2012,52,DE,60+,67195
2012-12-30,2012,52,DE,35-59,126463
2013-01-06,2013,1,DE,00+,835540
2013-01-06,2013,1,DE,00-04,126463
2013-01-06,2013,1,DE,05-14,81119
2013-01-06,2013,1,DE,15-34,204094
2013-01-06,2013,1,DE,60+,139689
2013-01-06,2013,1,DE,35-59,287337
2013-01-13,2013,2,DE,00+,1180564
2013-01-13,2013,2,DE,00-04,184040
2013-01-13,2013,2,DE,05-14,124118
2013-01-13,2013,2,DE,15-34,314369
2013-01-13,2013,2,DE,60+,182800
2013-01-13,2013,2,DE,35-59,380536
2013-01-20,2013,3,DE,00+,1174745
2013-01-20,2013,3,DE,00-04,218009
2013-01-20,2013,3,DE,05-14,152334
2013-01-20,2013,3,DE,15-34,302074
2013-01-20,2013,3,DE,60+,144024
2013-01-20,2013,3,DE,35-59,365337
2013-01-27,2013,4,DE,00+,1422497
2013-01-27,2013,4,DE,00-04,270484
2013-01-27,2013,4,DE,05-14,216194
2013-01-27,2013,4,DE,15-34,353523
2013-01-27,2013,4,DE,60+,140893
2013-01-27,2013,4,DE,35-59,449072
2013-02-03,2013,5,DE,00+,1709324
2013-02-03,2013,5,DE,00-04,302159
2013-02-03,2013,5,DE,05-14,258293
2013-02-03,2013,5,DE,15-34,433345
2013-02-03,2013,5,DE,60+,169554
2013-02-03,2013,5,DE,35-59,550587
2013-02-10,2013,6,DE,00+,1793294
2013-02-10,2013,6,DE,00-04,316435
2013-02-10,2013,6,DE,05-14,266697
2013-02-10,2013,6,DE,15-34,429562
2013-02-10,2013,6,DE,60+,202308
2013-02-10,2013,6,DE,35-59,584999
2013-02-17,2013,7,DE,00+,1841514
2013-02-17,2013,7,DE,00-04,300340
2013-02-17,2013,7,DE,05-14,229402
2013-02-17,2013,7,DE,15-34,473256
2013-02-17,2013,7,DE,60+,203031
2013-02-17,2013,7,DE,35-59,636903
2013-02-24,2013,8,DE,00+,2126679
2013-02-24,2013,8,DE,00-04,321299
2013-02-24,2013,8,DE,05-14,267072
2013-02-24,2013,8,DE,15-34,535297
2013-02-24,2013,8,DE,60+,248310
2013-02-24,2013,8,DE,35-59,752756
2013-03-03,2013,9,DE,00+,1804933
2013-03-03,2013,9,DE,00-04,264157
