date,location,age_group,value
2009-01-20,DE,00+,0
2009-03-18,DE,00+,0
2009-04-03,DE,00+,0
2009-04-28,DE,00+,0
2009-05-02,DE,00+,0
2009-05-07,DE,00+,0
2009-05-08,DE,00+,0
2009-05-11,DE,00+,0
2009-05-15,DE,00+,0
2009-05-19,DE,00+,0
2009-05-22,DE,00+,0
2009-05-25,DE,00+,0
2009-07-06,DE,00+,0
2009-07-10,DE,00+,0
2009-07-24,DE,00+,0
2009-09-08,DE,00+,0
2009-09-12,DE,00+,0
2009-09-19,DE,00+,0
2009-09-28,DE,00+,0
2009-10-01,DE,00+,0
2009-10-02,DE,00+,0
2009-10-03,DE,00+,0
2009-10-05,DE,00+,0
2009-10-07,DE,00+,0
2009-10-08,DE,00+,0
2009-10-09,DE,00+,0
2009-10-12,DE,00+,0
2009-10-13,DE,00+,0
2009-10-14,DE,00+,0
2009-10-16,DE,00+,0
2009-10-21,DE,00+,0
2009-10-23,DE,00+,0
2009-10-26,DE,00+,1
2009-10-27,DE,00+,0
2009-10-28,DE,00+,0
2009-10-29,DE,00+,0
2009-10-30,DE,00+,0
2009-11-01,DE,00+,0
2009-11-02,DE,00+,0
2009-11-03,DE,00+,0
2009-11-04,DE,00+,0
2009-11-05,DE,00+,0
2009-11-06,DE,00+,0
2009-11-07,DE,00+,0
2009-11-08,DE,00+,0
2009-11-09,DE,00+,0
2009-11-10,DE,00+,0
2009-11-11,DE,00+,1
2009-11-12,DE,00+,0
2009-11-13,DE,00+,0
2009-11-14,DE,00+,0
2009-11-15,DE,00+,0
2009-11-16,DE,00+,0
2009-11-17,DE,00+,0
2009-11-18,DE,00+,0
2009-11-19,DE,00+,0
2009-11-20,DE,00+,0
2009-11-21,DE,00+,0
2009-11-22,DE,00+,1
2009-11-23,DE,00+,0
2009-11-24,DE,00+,3
2009-11-25,DE,00+,0
2009-11-26,DE,00+,2
2009-11-27,DE,00+,1
2009-11-28,DE,00+,0
2009-11-29,DE,00+,0
2009-11-30,DE,00+,1
2009-12-01,DE,00+,0
2009-12-02,DE,00+,1
2009-12-03,DE,00+,0
2009-12-04,DE,00+,0
2009-12-05,DE,00+,0
2009-12-06,DE,00+,0
2009-12-07,DE,00+,0
2009-12-08,DE,00+,2
2009-12-09,DE,00+,0
2009-12-10,DE,00+,2
2009-12-12,DE,00+,0
2009-12-13,DE,00+,0
2009-12-14,DE,00+,2
2009-12-15,DE,00+,0
2009-12-16,DE,00+,0
2009-12-17,DE,00+,1
2009-12-18,DE,00+,1
2009-12-19,DE,00+,0
2009-12-20,DE,00+,1
2009-12-21,DE,00+,0
2009-12-22,DE,00+,0
2009-12-23,DE,00+,0
2009-12-24,DE,00+,0
2009-12-25,DE,00+,0
2009-12-26,DE,00+,0
2009-12-27,DE,00+,0
2009-12-28,DE,00+,0
2009-12-29,DE,00+,2
2009-12-30,DE,00+,0
2009-12-31,DE,00+,0
2010-01-01,DE,00+,0
2010-01-02,DE,00+,0
2010-01-03,DE,00+,0
2010-01-04,DE,00+,0
2010-01-05,DE,00+,1
2010-01-06,DE,00+,0
2010-01-07,DE,00+,0
2010-01-08,DE,00+,0
2010-01-09,DE,00+,0
2010-01-10,DE,00+,0
2010-01-11,DE,00+,0
2010-01-12,DE,00+,0
2010-01-13,DE,00+,0
2010-01-14,DE,00+,0
2010-01-15,DE,00+,0
2010-01-16,DE,00+,0
2010-01-18,DE,00+,0
2010-01-19,DE,00+,0
2010-01-20,DE,00+,0
2010-01-21,DE,00+,0
2010-01-22,DE,00+,0
2010-01-24,DE,00+,0
2010-01-25,DE,00+,0
2010-01-26,DE,00+,0
2010-01-27,DE,00+,0
2010-01-28,DE,00+,0
2010-01-29,DE,00+,0
2010-01-30,DE,00+,0
2010-02-01,DE,00+,0
2010-02-02,DE,00+,0
2010-02-03,DE,00+,0
2010-02-04,DE,00+,0
2010-02-05,DE,00+,0
2010-02-06,DE,00+,0
2010-02-08,DE,00+,0
2010-02-09,DE,00+,0
2010-02-10,DE,00+,0
2010-02-11,DE,00+,0
2010-02-12,DE,00+,0
2010-02-15,DE,00+,1
2010-02-16,DE,00+,0
2010-02-17,DE,00+,0
2010-02-18,DE,00+,0
2010-02-19,DE,00+,0
2010-02-20,DE,00+,0
2010-02-22,DE,00+,0
2010-02-23,DE,00+,0
2010-02-24,DE,00+,0
2010-02-25,DE,00+,0
2010-02-26,DE,00+,0
2010-02-27,DE,00+,0
2010-02-28,DE,00+,0
2010-03-01,DE,00+,0
2010-03-02,DE,00+,0
2010-03-03,DE,00+,0
2010-03-04,DE,00+,0
2010-03-05,DE,00+,0
2010-03-08,DE,00+,0
2010-03-09,DE,00+,0
2010-03-10,DE,00+,0
2010-03-11,DE,00+,0
2010-03-12,DE,00+,0
2010-03-13,DE,00+,0
2010-03-15,DE,00+,0
2010-03-16,DE,00+,0
2010-03-17,DE,00+,0
2010-03-18,DE,00+,0
2010-03-19,DE,00+,0
2010-03-20,DE,00+,0
2010-03-22,DE,00+,1
2010-03-23,DE,00+,0
2010-03-24,DE,00+,0
2010-03-25,DE,00+,0
2010-03-26,DE,00+,0
2010-03-27,DE,00+,0
2010-03-29,DE,00+,0
2010-03-30,DE,00+,0
2010-03-31,DE,00+,1
2010-04-01,DE,00+,0
2010-04-02,DE,00+,0
2010-04-03,DE,00+,1
2010-04-04,DE,00+,0
2010-04-06,DE,00+,0
2010-04-07,DE,00+,0
2010-04-08,DE,00+,0
2010-04-09,DE,00+,0
2010-04-10,DE,00+,0
2010-04-12,DE,00+,0
2010-04-13,DE,00+,0
2010-04-14,DE,00+,0
2010-04-15,DE,00+,0
2010-04-16,DE,00+,0
2010-04-17,DE,00+,0
2010-04-19,DE,00+,0
2010-04-20,DE,00+,0
2010-04-21,DE,00+,0
2010-04-22,DE,00+,0
2010-04-23,DE,00+,0
2010-04-26,DE,00+,0
2010-04-27,DE,00+,0
2010-04-28,DE,00+,0
2010-04-29,DE,00+,0
2010-04-30,DE,00+,0
2010-05-03,DE,00+,0
2010-05-04,DE,00+,0
2010-05-05,DE,00+,0
2010-05-06,DE,00+,0
2010-05-07,DE,00+,0
2010-05-08,DE,00+,0
2010-05-10,DE,00+,0
2010-05-11,DE,00+,0
2010-05-12,DE,00+,0
2010-05-14,DE,00+,0
2010-05-15,DE,00+,0
2010-05-17,DE,00+,0
2010-05-18,DE,00+,0
2010-05-19,DE,00+,0
2010-05-20,DE,00+,0
2010-05-21,DE,00+,0
2010-05-22,DE,00+,0
2010-05-25,DE,00+,0
2010-05-26,DE,00+,0
2010-05-27,DE,00+,0
2010-05-28,DE,00+,0
