date,year,week,location,age_group,value
2009-01-25,2009,4,DE,00+,0
2009-03-22,2009,12,DE,00+,0
2009-04-05,2009,14,DE,00+,0
2009-05-03,2009,18,DE,00+,0
2009-05-10,2009,19,DE,00+,0
2009-05-17,2009,20,DE,00+,0
2009-05-24,2009,21,DE,00+,0
2009-05-31,2009,22,DE,00+,0
2009-07-12,2009,28,DE,00+,0
2009-07-26,2009,30,DE,00+,0
2009-09-13,2009,37,DE,00+,0
2009-09-20,2009,38,DE,00+,0
2009-10-04,2009,40,DE,00+,0
2009-10-11,2009,41,DE,00+,0
2009-10-18,2009,42,DE,00+,0
2009-10-25,2009,43,DE,00+,0
2009-11-01,2009,44,DE,00+,1
2009-11-08,2009,45,DE,00+,0
2009-11-15,2009,46,DE,00+,1
2009-11-22,2009,47,DE,00+,1
2009-11-29,2009,48,DE,00+,6
2009-12-06,2009,49,DE,00+,2
2009-12-13,2009,50,DE,00+,4
2009-12-20,2009,51,DE,00+,5
2009-12-27,2009,52,DE,00+,0
2010-01-03,2009,53,DE,00+,2
2010-01-10,2010,1,DE,00+,1
2010-01-17,2010,2,DE,00+,0
2010-01-24,2010,3,DE,00+,0
2010-01-31,2010,4,DE,00+,0
2010-02-07,2010,5,DE,00+,0
2010-02-14,2010,6,DE,00+,0
2010-02-21,2010,7,DE,00+,1
2010-02-28,2010,8,DE,00+,0
2010-03-07,2010,9,DE,00+,0
2010-03-14,2010,10,DE,00+,0
2010-03-21,2010,11,DE,00+,0
2010-03-28,2010,12,DE,00+,1
2010-04-04,2010,13,DE,00+,2
2010-04-11,2010,14,DE,00+,0
2010-04-18,2010,15,DE,00+,0
2010-04-25,2010,16,DE,00+,0
2010-05-02,2010,17,DE,00+,0
2010-05-09,2010,18,DE,00+,0
2010-05-16,2010,19,DE,00+,0
2010-05-23,2010,20,DE,00+,0
2010-05-30,2010,21,DE,00+,0
2010-06-06,2010,22,DE,00+,0
2010-06-13,2010,23,DE,00+,0
2010-06-20,2010,24,DE,00+,0
2010-06-27,2010,25,DE,00+,0
2010-07-04,2010,26,DE,00+,0
2010-07-11,2010,27,DE,00+,0
2010-07-18,2010,28,DE,00+,0
2010-07-25,2010,29,DE,00+,0
2010-08-01,2010,30,DE,00+,0
2010-08-08,2010,31,DE,00+,0
2010-08-15,2010,32,DE,00+,0
2010-08-22,2010,33,DE,00+,0
2010-08-29,2010,34,DE,00+,0
2010-09-05,2010,35,DE,00+,0
2010-09-12,2010,36,DE,00+,0
2010-09-19,2010,37,DE,00+,0
2010-09-26,2010,38,DE,00+,2
2010-10-03,2010,39,DE,00+,0
2010-10-10,2010,40,DE,00+,0
2010-10-17,2010,41,DE,00+,0
2010-10-24,2010,42,DE,00+,0
2010-10-31,2010,43,DE,00+,0
2010-11-07,2010,44,DE,00+,0
2010-11-14,2010,45,DE,00+,0
2010-11-21,2010,46,DE,00+,0
2010-11-28,2010,47,DE,00+,0
2010-12-05,2010,48,DE,00+,0
2010-12-12,2010,49,DE,00+,3
2010-12-19,2010,50,DE,00+,2
2010-12-26,2010,51,DE,00+,1
2011-01-02,2010,52,DE,00+,3
2011-01-09,2011,1,DE,00+,5
2011-01-16,2011,2,DE,00+,7
2011-01-23,2011,3,DE,00+,6
2011-01-30,2011,4,DE,00+,3
2011-02-06,2011,5,DE,00+,6
2011-02-13,2011,6,DE,00+,5
2011-02-20,2011,7,DE,00+,10
2011-02-27,2011,8,DE,00+,2
2011-03-06,2011,9,DE,00+,2
2011-03-13,2011,10,DE,00+,4
2011-03-20,2011,11,DE,00+,0
2011-03-27,2011,12,DE,00+,1
2011-04-03,2011,13,DE,00+,1
2011-04-10,2011,14,DE,00+,1
2011-04-17,2011,15,DE,00+,1
2011-04-24,2011,16,DE,00+,1
2011-05-01,2011,17,DE,00+,0
2011-05-08,2011,18,DE,00+,0
2011-05-15,2011,19,DE,00+,0
2011-05-22,2011,20,DE,00+,0
2011-05-29,2011,21,DE,00+,0
2011-06-05,2011,22,DE,00+,0
2011-06-12,2011,23,DE,00+,0
2011-06-19,2011,24,DE,00+,0
2011-06-26,2011,25,DE,00+,0
2011-07-03,2011,26,DE,00+,0
