"date","week","location","age_group","value"
"2023-10-08","40","DE","00+","0"
"2023-10-15","41","DE","00+","0"
"2023-10-22","42","DE","00+","3"
"2023-10-29","43","DE","00+","2"
"2023-11-05","44","DE","00+","3"
"2023-11-12","45","DE","00+","4"
"2023-11-19","46","DE","00+","4"
"2023-11-26","47","DE","00+","17"
"2023-12-03","48","DE","00+","24"
"2023-12-10","49","DE","00+","42"
"2023-12-17","50","DE","00+","28"
"2023-10-08","40","DE-BB-BE","00+","0"
"2023-10-15","41","DE-BB-BE","00+","0"
"2023-10-22","42","DE-BB-BE","00+","1"
"2023-10-29","43","DE-BB-BE","00+","1"
"2023-11-05","44","DE-BB-BE","00+","1"
"2023-11-12","45","DE-BB-BE","00+","0"
"2023-11-19","46","DE-BB-BE","00+","1"
"2023-11-26","47","DE-BB-BE","00+","2"
"2023-12-03","48","DE-BB-BE","00+","1"
"2023-12-10","49","DE-BB-BE","00+","9"
"2023-12-17","50","DE-BB-BE","00+","1"
"2023-10-08","40","DE-BW","00+","0"
"2023-10-15","41","DE-BW","00+","0"
"2023-10-22","42","DE-BW","00+","0"
"2023-10-29","43","DE-BW","00+","0"
"2023-11-05","44","DE-BW","00+","0"
"2023-11-12","45","DE-BW","00+","1"
"2023-11-19","46","DE-BW","00+","0"
"2023-11-26","47","DE-BW","00+","1"
"2023-12-03","48","DE-BW","00+","2"
"2023-12-10","49","DE-BW","00+","5"
"2023-12-17","50","DE-BW","00+","4"
"2023-10-08","40","DE-BY","00+","0"
"2023-10-15","41","DE-BY","00+","0"
"2023-10-22","42","DE-BY","00+","0"
"2023-10-29","43","DE-BY","00+","0"
"2023-11-05","44","DE-BY","00+","0"
"2023-11-12","45","DE-BY","00+","0"
"2023-11-19","46","DE-BY","00+","0"
"2023-11-26","47","DE-BY","00+","1"
"2023-12-03","48","DE-BY","00+","2"
"2023-12-10","49","DE-BY","00+","3"
"2023-12-17","50","DE-BY","00+","1"
"2023-10-08","40","DE-HE","00+","0"
"2023-10-15","41","DE-HE","00+","0"
"2023-10-22","42","DE-HE","00+","1"
"2023-10-29","43","DE-HE","00+","1"
"2023-11-05","44","DE-HE","00+","1"
"2023-11-12","45","DE-HE","00+","1"
"2023-11-19","46","DE-HE","00+","1"
"2023-11-26","47","DE-HE","00+","5"
"2023-12-03","48","DE-HE","00+","9"
"2023-12-10","49","DE-HE","00+","14"
"2023-12-17","50","DE-HE","00+","13"
"2023-10-08","40","DE-MV","00+","0"
"2023-10-15","41","DE-MV","00+","0"
"2023-10-22","42","DE-MV","00+","0"
"2023-10-29","43","DE-MV","00+","0"
"2023-11-05","44","DE-MV","00+","0"
"2023-11-12","45","DE-MV","00+","0"
"2023-11-19","46","DE-MV","00+","0"
"2023-11-26","47","DE-MV","00+","0"
"2023-12-03","48","DE-MV","00+","0"
"2023-12-10","49","DE-MV","00+","0"
"2023-12-17","50","DE-MV","00+","0"
"2023-10-08","40","DE-NI-HB","00+","0"
"2023-10-15","41","DE-NI-HB","00+","0"
"2023-10-22","42","DE-NI-HB","00+","0"
"2023-10-29","43","DE-NI-HB","00+","0"
"2023-11-05","44","DE-NI-HB","00+","0"
"2023-11-12","45","DE-NI-HB","00+","0"
"2023-11-19","46","DE-NI-HB","00+","1"
"2023-11-26","47","DE-NI-HB","00+","1"
"2023-12-03","48","DE-NI-HB","00+","1"
"2023-12-10","49","DE-NI-HB","00+","2"
"2023-12-17","50","DE-NI-HB","00+","2"
"2023-10-08","40","DE-NW","00+","0"
"2023-10-15","41","DE-NW","00+","0"
"2023-10-22","42","DE-NW","00+","1"
"2023-10-29","43","DE-NW","00+","0"
"2023-11-05","44","DE-NW","00+","0"
"2023-11-12","45","DE-NW","00+","1"
"2023-11-19","46","DE-NW","00+","0"
"2023-11-26","47","DE-NW","00+","4"
"2023-12-03","48","DE-NW","00+","2"
"2023-12-10","49","DE-NW","00+","1"
"2023-12-17","50","DE-NW","00+","1"
"2023-10-08","40","DE-RP-SL","00+","0"
"2023-10-15","41","DE-RP-SL","00+","0"
"2023-10-22","42","DE-RP-SL","00+","0"
"2023-10-29","43","DE-RP-SL","00+","0"
"2023-11-05","44","DE-RP-SL","00+","0"
"2023-11-12","45","DE-RP-SL","00+","0"
"2023-11-19","46","DE-RP-SL","00+","1"
"2023-11-26","47","DE-RP-SL","00+","3"
"2023-12-03","48","DE-RP-SL","00+","5"
"2023-12-10","49","DE-RP-SL","00+","5"
"2023-12-17","50","DE-RP-SL","00+","4"
"2023-10-08","40","DE-SH-HH","00+","0"
"2023-10-15","41","DE-SH-HH","00+","0"
"2023-10-22","42","DE-SH-HH","00+","0"
"2023-10-29","43","DE-SH-HH","00+","0"
"2023-11-05","44","DE-SH-HH","00+","0"
"2023-11-12","45","DE-SH-HH","00+","1"
"2023-11-19","46","DE-SH-HH","00+","0"
"2023-11-26","47","DE-SH-HH","00+","0"
"2023-12-03","48","DE-SH-HH","00+","0"
"2023-12-10","49","DE-SH-HH","00+","0"
"2023-12-17","50","DE-SH-HH","00+","0"
"2023-10-08","40","DE-SN","00+","0"
"2023-10-15","41","DE-SN","00+","0"
"2023-10-22","42","DE-SN","00+","0"
"2023-10-29","43","DE-SN","00+","0"
"2023-11-05","44","DE-SN","00+","0"
"2023-11-12","45","DE-SN","00+","0"
"2023-11-19","46","DE-SN","00+","0"
"2023-11-26","47","DE-SN","00+","0"
"2023-12-03","48","DE-SN","00+","0"
"2023-12-10","49","DE-SN","00+","0"
"2023-12-17","50","DE-SN","00+","0"
"2023-10-08","40","DE-ST","00+","0"
"2023-10-15","41","DE-ST","00+","0"
"2023-10-22","42","DE-ST","00+","0"
"2023-10-29","43","DE-ST","00+","0"
"2023-11-05","44","DE-ST","00+","1"
"2023-11-12","45","DE-ST","00+","0"
"2023-11-19","46","DE-ST","00+","0"
"2023-11-26","47","DE-ST","00+","0"
"2023-12-03","48","DE-ST","00+","0"
"2023-12-10","49","DE-ST","00+","0"
"2023-12-17","50","DE-ST","00+","0"
"2023-10-08","40","DE-TH","00+","0"
"2023-10-15","41","DE-TH","00+","0"
"2023-10-22","42","DE-TH","00+","0"
"2023-10-29","43","DE-TH","00+","0"
"2023-11-05","44","DE-TH","00+","0"
"2023-11-12","45","DE-TH","00+","0"
"2023-11-19","46","DE-TH","00+","0"
"2023-11-26","47","DE-TH","00+","0"
"2023-12-03","48","DE-TH","00+","2"
"2023-12-10","49","DE-TH","00+","3"
"2023-12-17","50","DE-TH","00+","2"
