"date","location","age_group","value"
"2018-10-07","DE","00+","32"
"2018-10-14","DE","00+","41"
"2018-10-21","DE","00+","46"
"2018-10-28","DE","00+","68"
"2018-11-04","DE","00+","66"
"2018-11-11","DE","00+","97"
"2018-11-18","DE","00+","105"
"2018-11-25","DE","00+","120"
"2018-12-02","DE","00+","116"
"2018-12-09","DE","00+","117"
"2018-12-16","DE","00+","122"
"2018-12-23","DE","00+","99"
"2018-12-30","DE","00+","20"
"2019-01-06","DE","00+","84"
"2019-01-13","DE","00+","134"
"2019-01-20","DE","00+","157"
"2019-01-27","DE","00+","189"
"2019-02-03","DE","00+","227"
"2019-02-10","DE","00+","252"
"2019-02-17","DE","00+","246"
"2019-02-24","DE","00+","249"
"2019-03-03","DE","00+","245"
"2019-03-10","DE","00+","193"
"2019-03-17","DE","00+","179"
"2019-03-24","DE","00+","148"
"2019-03-31","DE","00+","115"
"2019-04-07","DE","00+","104"
"2019-04-14","DE","00+","92"
"2019-04-21","DE","00+","43"
"2019-04-28","DE","00+","22"
"2019-05-05","DE","00+","28"
"2019-05-12","DE","00+","29"
"2019-05-19","DE","00+","34"
"2019-05-26","DE","00+","22"
"2019-06-02","DE","00+","15"
"2019-06-09","DE","00+","28"
"2019-06-16","DE","00+","19"
"2019-06-23","DE","00+","25"
"2019-06-30","DE","00+","24"
"2019-07-07","DE","00+","29"
"2019-07-14","DE","00+","22"
"2019-07-21","DE","00+","22"
"2019-07-28","DE","00+","19"
"2019-08-04","DE","00+","0"
"2018-10-07","DE-BB-BE","00+","5"
"2018-10-14","DE-BB-BE","00+","6"
"2018-10-21","DE-BB-BE","00+","3"
"2018-10-28","DE-BB-BE","00+","0"
"2018-11-04","DE-BB-BE","00+","9"
"2018-11-11","DE-BB-BE","00+","15"
"2018-11-18","DE-BB-BE","00+","10"
"2018-11-25","DE-BB-BE","00+","15"
"2018-12-02","DE-BB-BE","00+","12"
"2018-12-09","DE-BB-BE","00+","12"
"2018-12-16","DE-BB-BE","00+","22"
"2018-12-23","DE-BB-BE","00+","12"
"2018-12-30","DE-BB-BE","00+","2"
"2019-01-06","DE-BB-BE","00+","15"
"2019-01-13","DE-BB-BE","00+","13"
"2019-01-20","DE-BB-BE","00+","18"
"2019-01-27","DE-BB-BE","00+","27"
"2019-02-03","DE-BB-BE","00+","32"
"2019-02-10","DE-BB-BE","00+","16"
"2019-02-17","DE-BB-BE","00+","35"
"2019-02-24","DE-BB-BE","00+","31"
"2019-03-03","DE-BB-BE","00+","32"
"2019-03-10","DE-BB-BE","00+","17"
"2019-03-17","DE-BB-BE","00+","19"
"2019-03-24","DE-BB-BE","00+","25"
"2019-03-31","DE-BB-BE","00+","16"
"2019-04-07","DE-BB-BE","00+","10"
"2019-04-14","DE-BB-BE","00+","8"
"2019-04-21","DE-BB-BE","00+","7"
"2019-04-28","DE-BB-BE","00+","4"
"2019-05-05","DE-BB-BE","00+","5"
"2019-05-12","DE-BB-BE","00+","4"
"2019-05-19","DE-BB-BE","00+","6"
"2019-05-26","DE-BB-BE","00+","2"
"2019-06-02","DE-BB-BE","00+","1"
"2019-06-09","DE-BB-BE","00+","2"
"2019-06-16","DE-BB-BE","00+","1"
"2019-06-23","DE-BB-BE","00+","1"
"2019-06-30","DE-BB-BE","00+","4"
"2019-07-07","DE-BB-BE","00+","4"
"2019-07-14","DE-BB-BE","00+","2"
"2019-07-21","DE-BB-BE","00+","2"
"2019-07-28","DE-BB-BE","00+","1"
"2019-08-04","DE-BB-BE","00+","0"
"2018-10-07","DE-BW","00+","7"
"2018-10-14","DE-BW","00+","11"
"2018-10-21","DE-BW","00+","7"
"2018-10-28","DE-BW","00+","10"
"2018-11-04","DE-BW","00+","9"
"2018-11-11","DE-BW","00+","12"
"2018-11-18","DE-BW","00+","13"
"2018-11-25","DE-BW","00+","13"
"2018-12-02","DE-BW","00+","15"
"2018-12-09","DE-BW","00+","11"
"2018-12-16","DE-BW","00+","11"
"2018-12-23","DE-BW","00+","17"
"2018-12-30","DE-BW","00+","1"
"2019-01-06","DE-BW","00+","8"
"2019-01-13","DE-BW","00+","20"
"2019-01-20","DE-BW","00+","19"
"2019-01-27","DE-BW","00+","20"
"2019-02-03","DE-BW","00+","22"
"2019-02-10","DE-BW","00+","36"
"2019-02-17","DE-BW","00+","28"
"2019-02-24","DE-BW","00+","24"
"2019-03-03","DE-BW","00+","32"
"2019-03-10","DE-BW","00+","20"
"2019-03-17","DE-BW","00+","17"
"2019-03-24","DE-BW","00+","12"
"2019-03-31","DE-BW","00+","8"
"2019-04-07","DE-BW","00+","5"
"2019-04-14","DE-BW","00+","5"
"2019-04-21","DE-BW","00+","1"
"2019-04-28","DE-BW","00+","2"
"2019-05-05","DE-BW","00+","0"
"2019-05-12","DE-BW","00+","2"
"2019-05-19","DE-BW","00+","0"
"2019-05-26","DE-BW","00+","4"
"2019-06-02","DE-BW","00+","1"
"2019-06-09","DE-BW","00+","4"
"2019-06-16","DE-BW","00+","3"
"2019-06-23","DE-BW","00+","1"
"2019-06-30","DE-BW","00+","0"
"2019-07-07","DE-BW","00+","3"
"2019-07-14","DE-BW","00+","3"
"2019-07-21","DE-BW","00+","2"
"2019-07-28","DE-BW","00+","3"
"2019-08-04","DE-BW","00+","0"
"2018-10-07","DE-BY","00+","1"
"2018-10-14","DE-BY","00+","4"
"2018-10-21","DE-BY","00+","8"
"2018-10-28","DE-BY","00+","10"
"2018-11-04","DE-BY","00+","2"
"2018-11-11","DE-BY","00+","2"
"2018-11-18","DE-BY","00+","10"
"2018-11-25","DE-BY","00+","6"
"2018-12-02","DE-BY","00+","9"
"2018-12-09","DE-BY","00+","15"
"2018-12-16","DE-BY","00+","11"
"2018-12-23","DE-BY","00+","3"
"2018-12-30","DE-BY","00+","0"
"2019-01-06","DE-BY","00+","1"
"2019-01-13","DE-BY","00+","10"
"2019-01-20","DE-BY","00+","22"
"2019-01-27","DE-BY","00+","24"
"2019-02-03","DE-BY","00+","33"
"2019-02-10","DE-BY","00+","49"
