"date","week","location","age_group","value"
"2022-10-09","40","DE","00+","2"
"2022-10-16","41","DE","00+","6"
"2022-10-23","42","DE","00+","10"
"2022-10-30","43","DE","00+","8"
"2022-11-06","44","DE","00+","23"
"2022-11-13","45","DE","00+","45"
"2022-11-20","46","DE","00+","63"
"2022-11-27","47","DE","00+","65"
"2022-12-04","48","DE","00+","57"
"2022-12-11","49","DE","00+","59"
"2022-12-18","50","DE","00+","50"
"2022-12-25","51","DE","00+","32"
"2023-01-01","52","DE","00+","11"
"2023-01-08","01","DE","00+","24"
"2023-01-15","02","DE","00+","24"
"2023-01-22","03","DE","00+","19"
"2023-01-29","04","DE","00+","11"
"2023-02-05","05","DE","00+","9"
"2023-02-12","06","DE","00+","12"
"2023-02-19","07","DE","00+","6"
"2023-02-26","08","DE","00+","1"
"2023-03-05","09","DE","00+","0"
"2023-03-12","10","DE","00+","0"
"2022-10-09","40","DE-BB-BE","00+","0"
"2022-10-16","41","DE-BB-BE","00+","2"
"2022-10-23","42","DE-BB-BE","00+","1"
"2022-10-30","43","DE-BB-BE","00+","1"
"2022-11-06","44","DE-BB-BE","00+","0"
"2022-11-13","45","DE-BB-BE","00+","1"
"2022-11-20","46","DE-BB-BE","00+","7"
"2022-11-27","47","DE-BB-BE","00+","11"
"2022-12-04","48","DE-BB-BE","00+","9"
"2022-12-11","49","DE-BB-BE","00+","4"
"2022-12-18","50","DE-BB-BE","00+","2"
"2022-12-25","51","DE-BB-BE","00+","5"
"2023-01-01","52","DE-BB-BE","00+","0"
"2023-01-08","01","DE-BB-BE","00+","2"
"2023-01-15","02","DE-BB-BE","00+","3"
"2023-01-22","03","DE-BB-BE","00+","2"
"2023-01-29","04","DE-BB-BE","00+","1"
"2023-02-05","05","DE-BB-BE","00+","1"
"2023-02-12","06","DE-BB-BE","00+","0"
"2023-02-19","07","DE-BB-BE","00+","2"
"2023-02-26","08","DE-BB-BE","00+","0"
"2023-03-05","09","DE-BB-BE","00+","0"
"2023-03-12","10","DE-BB-BE","00+","0"
"2022-10-09","40","DE-BW","00+","1"
"2022-10-16","41","DE-BW","00+","2"
"2022-10-23","42","DE-BW","00+","3"
"2022-10-30","43","DE-BW","00+","2"
"2022-11-06","44","DE-BW","00+","1"
"2022-11-13","45","DE-BW","00+","1"
"2022-11-20","46","DE-BW","00+","3"
"2022-11-27","47","DE-BW","00+","8"
"2022-12-04","48","DE-BW","00+","4"
"2022-12-11","49","DE-BW","00+","7"
"2022-12-18","50","DE-BW","00+","6"
"2022-12-25","51","DE-BW","00+","4"
"2023-01-01","52","DE-BW","00+","3"
"2023-01-08","01","DE-BW","00+","5"
"2023-01-15","02","DE-BW","00+","4"
"2023-01-22","03","DE-BW","00+","4"
"2023-01-29","04","DE-BW","00+","2"
"2023-02-05","05","DE-BW","00+","1"
"2023-02-12","06","DE-BW","00+","3"
"2023-02-19","07","DE-BW","00+","1"
"2023-02-26","08","DE-BW","00+","0"
"2023-03-05","09","DE-BW","00+","0"
"2023-03-12","10","DE-BW","00+","0"
"2022-10-09","40","DE-BY","00+","0"
"2022-10-16","41","DE-BY","00+","0"
"2022-10-23","42","DE-BY","00+","0"
"2022-10-30","43","DE-BY","00+","1"
"2022-11-06","44","DE-BY","00+","2"
"2022-11-13","45","DE-BY","00+","3"
"2022-11-20","46","DE-BY","00+","3"
"2022-11-27","47","DE-BY","00+","3"
"2022-12-04","48","DE-BY","00+","6"
"2022-12-11","49","DE-BY","00+","6"
"2022-12-18","50","DE-BY","00+","5"
"2022-12-25","51","DE-BY","00+","3"
"2023-01-01","52","DE-BY","00+","1"
"2023-01-08","01","DE-BY","00+","0"
"2023-01-15","02","DE-BY","00+","2"
"2023-01-22","03","DE-BY","00+","3"
"2023-01-29","04","DE-BY","00+","3"
"2023-02-05","05","DE-BY","00+","1"
"2023-02-12","06","DE-BY","00+","0"
"2023-02-19","07","DE-BY","00+","0"
"2023-02-26","08","DE-BY","00+","0"
"2023-03-05","09","DE-BY","00+","0"
"2023-03-12","10","DE-BY","00+","0"
"2022-10-09","40","DE-HE","00+","0"
"2022-10-16","41","DE-HE","00+","0"
"2022-10-23","42","DE-HE","00+","1"
"2022-10-30","43","DE-HE","00+","1"
"2022-11-06","44","DE-HE","00+","0"
"2022-11-13","45","DE-HE","00+","9"
"2022-11-20","46","DE-HE","00+","8"
"2022-11-27","47","DE-HE","00+","5"
"2022-12-04","48","DE-HE","00+","6"
"2022-12-11","49","DE-HE","00+","10"
"2022-12-18","50","DE-HE","00+","8"
"2022-12-25","51","DE-HE","00+","4"
"2023-01-01","52","DE-HE","00+","2"
"2023-01-08","01","DE-HE","00+","2"
"2023-01-15","02","DE-HE","00+","1"
"2023-01-22","03","DE-HE","00+","2"
"2023-01-29","04","DE-HE","00+","1"
"2023-02-05","05","DE-HE","00+","2"
"2023-02-12","06","DE-HE","00+","0"
"2023-02-19","07","DE-HE","00+","0"
"2023-02-26","08","DE-HE","00+","0"
"2023-03-05","09","DE-HE","00+","0"
"2023-03-12","10","DE-HE","00+","0"
"2022-10-09","40","DE-MV","00+","0"
"2022-10-16","41","DE-MV","00+","0"
"2022-10-23","42","DE-MV","00+","1"
"2022-10-30","43","DE-MV","00+","1"
"2022-11-06","44","DE-MV","00+","5"
"2022-11-13","45","DE-MV","00+","5"
"2022-11-20","46","DE-MV","00+","0"
"2022-11-27","47","DE-MV","00+","2"
"2022-12-04","48","DE-MV","00+","2"
"2022-12-11","49","DE-MV","00+","1"
"2022-12-18","50","DE-MV","00+","2"
"2022-12-25","51","DE-MV","00+","0"
"2023-01-01","52","DE-MV","00+","0"
"2023-01-08","01","DE-MV","00+","1"
"2023-01-15","02","DE-MV","00+","0"
"2023-01-22","03","DE-MV","00+","0"
"2023-01-29","04","DE-MV","00+","0"
"2023-02-05","05","DE-MV","00+","0"
"2023-02-12","06","DE-MV","00+","1"
"2023-02-19","07","DE-MV","00+","0"
"2023-02-26","08","DE-MV","00+","0"
"2023-03-05","09","DE-MV","00+","0"
"2023-03-12","10","DE-MV","00+","0"
"2022-10-09","40","DE-NI-HB","00+","1"
"2022-10-16","41","DE-NI-HB","00+","1"
"2022-10-23","42","DE-NI-HB","00+","2"
"2022-10-30","43","DE-NI-HB","00+","0"
"2022-11-06","44","DE-NI-HB","00+","2"
"2022-11-13","45","DE-NI-HB","00+","2"
"2022-11-20","46","DE-NI-HB","00+","12"
"2022-11-27","47","DE-NI-HB","00+","10"
"2022-12-04","48","DE-NI-HB","00+","5"
"2022-12-11","49","DE-NI-HB","00+","6"
"2022-12-18","50","DE-NI-HB","00+","2"
"2022-12-25","51","DE-NI-HB","00+","3"
"2023-01-01","52","DE-NI-HB","00+","2"
"2023-01-08","01","DE-NI-HB","00+","2"
"2023-01-15","02","DE-NI-HB","00+","1"
"2023-01-22","03","DE-NI-HB","00+","1"
"2023-01-29","04","DE-NI-HB","00+","2"
"2023-02-05","05","DE-NI-HB","00+","2"
"2023-02-12","06","DE-NI-HB","00+","1"
"2023-02-19","07","DE-NI-HB","00+","0"
"2023-02-26","08","DE-NI-HB","00+","0"
"2023-03-05","09","DE-NI-HB","00+","0"
"2023-03-12","10","DE-NI-HB","00+","0"
"2022-10-09","40","DE-NW","00+","0"
"2022-10-16","41","DE-NW","00+","0"
"2022-10-23","42","DE-NW","00+","1"
"2022-10-30","43","DE-NW","00+","0"
"2022-11-06","44","DE-NW","00+","2"
"2022-11-13","45","DE-NW","00+","16"
"2022-11-20","46","DE-NW","00+","16"
"2022-11-27","47","DE-NW","00+","13"
"2022-12-04","48","DE-NW","00+","12"
"2022-12-11","49","DE-NW","00+","8"
"2022-12-18","50","DE-NW","00+","7"
"2022-12-25","51","DE-NW","00+","7"
"2023-01-01","52","DE-NW","00+","3"
"2023-01-08","01","DE-NW","00+","5"
"2023-01-15","02","DE-NW","00+","2"
"2023-01-22","03","DE-NW","00+","1"
"2023-01-29","04","DE-NW","00+","0"
"2023-02-05","05","DE-NW","00+","1"
"2023-02-12","06","DE-NW","00+","1"
