"date","location","age_group","value"
"2019-10-06","DE-BW","00+",0
"2019-10-13","DE-BW","00+",0
"2019-10-06","DE-BY","00+",0
"2019-10-13","DE-BY","00+",0
"2019-10-06","DE-BB-BE","00+",0
"2019-10-13","DE-BB-BE","00+",0
"2019-10-06","DE-HE","00+",0
"2019-10-13","DE-HE","00+",0
"2019-10-06","DE-MV","00+",0
"2019-10-13","DE-MV","00+",0
"2019-10-06","DE-NI-HB","00+",0
"2019-10-13","DE-NI-HB","00+",0
"2019-10-06","DE-NW","00+",0
"2019-10-13","DE-NW","00+",0
"2019-10-06","DE-RP-SL","00+",0
"2019-10-13","DE-RP-SL","00+",0
"2019-10-06","DE-SN","00+",0
"2019-10-13","DE-SN","00+",0
"2019-10-06","DE-ST","00+",0
"2019-10-13","DE-ST","00+",0
"2019-10-06","DE-SH-HH","00+",0
"2019-10-13","DE-SH-HH","00+",0
"2019-10-06","DE-TH","00+",0
"2019-10-13","DE-TH","00+",0
