"date","week","location","age_group","value"
"2022-10-09","40","DE","00+","99"
"2022-10-16","41","DE","00+","136"
"2022-10-23","42","DE","00+","113"
"2022-10-30","43","DE","00+","128"
"2022-11-06","44","DE","00+","156"
"2022-11-13","45","DE","00+","233"
"2022-11-20","46","DE","00+","260"
"2022-11-27","47","DE","00+","322"
"2022-12-04","48","DE","00+","362"
"2022-12-11","49","DE","00+","349"
"2022-12-18","50","DE","00+","353"
"2022-12-25","51","DE","00+","202"
"2023-01-01","52","DE","00+","68"
"2023-01-08","01","DE","00+","135"
"2023-01-15","02","DE","00+","166"
"2023-01-22","03","DE","00+","165"
"2023-01-29","04","DE","00+","148"
"2023-02-05","05","DE","00+","165"
"2023-02-12","06","DE","00+","167"
"2023-02-19","07","DE","00+","167"
"2023-02-26","08","DE","00+","143"
"2023-03-05","09","DE","00+","170"
"2023-03-12","10","DE","00+","157"
"2023-03-19","11","DE","00+","159"
"2023-03-26","12","DE","00+","179"
"2023-04-02","13","DE","00+","139"
"2023-04-09","14","DE","00+","74"
"2023-04-16","15","DE","00+","65"
"2023-04-23","16","DE","00+","100"
"2023-04-30","17","DE","00+","106"
"2023-05-07","18","DE","00+","86"
"2023-05-14","19","DE","00+","83"
"2023-05-21","20","DE","00+","72"
"2023-05-28","21","DE","00+","75"
"2023-06-04","22","DE","00+","48"
"2023-06-11","23","DE","00+","45"
"2023-06-18","24","DE","00+","54"
"2023-06-25","25","DE","00+","55"
"2023-07-02","26","DE","00+","55"
"2023-07-09","27","DE","00+","65"
"2023-07-16","28","DE","00+","55"
"2023-07-23","29","DE","00+","51"
"2023-07-30","30","DE","00+","36"
"2023-08-06","31","DE","00+","31"
"2023-08-13","32","DE","00+","43"
"2023-08-20","33","DE","00+","49"
"2023-08-27","34","DE","00+","0"
"2022-10-09","40","DE-BB-BE","00+","4"
"2022-10-16","41","DE-BB-BE","00+","12"
"2022-10-23","42","DE-BB-BE","00+","9"
"2022-10-30","43","DE-BB-BE","00+","5"
"2022-11-06","44","DE-BB-BE","00+","10"
