date,year,week,location,age_group,value
2020-03-08,2020,10,DE,00+,0.1
2020-03-08,2020,10,DE,60-79,0.2
2020-03-08,2020,10,DE,80+,0.0
2020-03-15,2020,11,DE,00+,0.8
2020-03-15,2020,11,DE,60-79,1.6
2020-03-15,2020,11,DE,80+,1.7
2020-03-22,2020,12,DE,00+,2.3
2020-03-22,2020,12,DE,60-79,5.0
2020-03-22,2020,12,DE,80+,5.7
2020-03-29,2020,13,DE,00+,5.3
2020-03-29,2020,13,DE,60-79,9.5
2020-03-29,2020,13,DE,80+,14.2
2020-04-05,2020,14,DE,00+,5.3
2020-04-05,2020,14,DE,60-79,9.4
2020-04-05,2020,14,DE,80+,21.3
2020-04-12,2020,15,DE,00+,3.9
2020-04-12,2020,15,DE,60-79,6.3
2020-04-12,2020,15,DE,80+,18.2
2020-04-19,2020,16,DE,00+,2.8
2020-04-19,2020,16,DE,60-79,5.3
2020-04-19,2020,16,DE,80+,11.1
2020-04-26,2020,17,DE,00+,2.3
2020-04-26,2020,17,DE,60-79,3.3
2020-04-26,2020,17,DE,80+,8.8
2020-05-03,2020,18,DE,00+,1.1
2020-05-03,2020,18,DE,60-79,1.7
2020-05-03,2020,18,DE,80+,4.0
2020-05-10,2020,19,DE,00+,1.1
2020-05-10,2020,19,DE,60-79,1.4
2020-05-10,2020,19,DE,80+,3.4
2020-05-17,2020,20,DE,00+,0.6
2020-05-17,2020,20,DE,60-79,1.1
2020-05-17,2020,20,DE,80+,2.0
2020-05-24,2020,21,DE,00+,0.4
2020-05-24,2020,21,DE,60-79,0.6
2020-05-24,2020,21,DE,80+,1.4
2020-05-31,2020,22,DE,00+,0.4
2020-05-31,2020,22,DE,60-79,0.4
2020-05-31,2020,22,DE,80+,2.0
2020-06-07,2020,23,DE,00+,0.3
2020-06-07,2020,23,DE,60-79,0.8
2020-06-07,2020,23,DE,80+,0.6
2020-06-14,2020,24,DE,00+,0.5
2020-06-14,2020,24,DE,60-79,0.4
2020-06-14,2020,24,DE,80+,1.1
2020-06-21,2020,25,DE,00+,0.4
2020-06-21,2020,25,DE,60-79,0.4
2020-06-21,2020,25,DE,80+,1.1
2020-06-28,2020,26,DE,00+,0.3
2020-06-28,2020,26,DE,60-79,0.5
2020-06-28,2020,26,DE,80+,0.3
2020-07-05,2020,27,DE,00+,0.3
2020-07-05,2020,27,DE,60-79,0.1
2020-07-05,2020,27,DE,80+,0.3
2020-07-12,2020,28,DE,00+,0.3
2020-07-12,2020,28,DE,60-79,0.2
2020-07-12,2020,28,DE,80+,0.6
2020-07-19,2020,29,DE,00+,0.4
2020-07-19,2020,29,DE,60-79,0.5
2020-07-19,2020,29,DE,80+,0.0
2020-07-26,2020,30,DE,00+,0.3
2020-07-26,2020,30,DE,60-79,0.5
2020-07-26,2020,30,DE,80+,0.3
2020-08-02,2020,31,DE,00+,0.5
2020-08-02,2020,31,DE,60-79,0.9
2020-08-02,2020,31,DE,80+,1.1
2020-08-09,2020,32,DE,00+,0.5
2020-08-09,2020,32,DE,60-79,0.5
2020-08-09,2020,32,DE,80+,1.1
2020-08-16,2020,33,DE,00+,0.4
2020-08-16,2020,33,DE,60-79,0.4
2020-08-16,2020,33,DE,80+,0.6
2020-08-23,2020,34,DE,00+,0.3
2020-08-23,2020,34,DE,60-79,0.4
2020-08-23,2020,34,DE,80+,0.3
2020-08-30,2020,35,DE,00+,0.4
2020-08-30,2020,35,DE,60-79,0.5
2020-08-30,2020,35,DE,80+,1.4
2020-09-06,2020,36,DE,00+,0.5
2020-09-06,2020,36,DE,60-79,0.7
2020-09-06,2020,36,DE,80+,1.4
2020-09-13,2020,37,DE,00+,0.5
2020-09-13,2020,37,DE,60-79,0.6
2020-09-13,2020,37,DE,80+,1.4
2020-09-20,2020,38,DE,00+,0.6
2020-09-20,2020,38,DE,60-79,0.5
2020-09-20,2020,38,DE,80+,0.9
2020-09-27,2020,39,DE,00+,0.7
2020-09-27,2020,39,DE,60-79,1.1
2020-09-27,2020,39,DE,80+,1.4
2020-10-04,2020,40,DE,00+,0.9
2020-10-04,2020,40,DE,60-79,1.9
2020-10-04,2020,40,DE,80+,2.0
2020-10-11,2020,41,DE,00+,1.2
2020-10-11,2020,41,DE,60-79,2.1
2020-10-11,2020,41,DE,80+,1.7
2020-10-18,2020,42,DE,00+,2.3
2020-10-18,2020,42,DE,60-79,3.4
2020-10-18,2020,42,DE,80+,5.7
2020-10-25,2020,43,DE,00+,4.8
2020-10-25,2020,43,DE,60-79,7.1
2020-10-25,2020,43,DE,80+,19.6
2020-11-01,2020,44,DE,00+,8.4
2020-11-01,2020,44,DE,60-79,15.2
2020-11-01,2020,44,DE,80+,28.1
2020-11-08,2020,45,DE,00+,9.3
2020-11-08,2020,45,DE,60-79,15.1
2020-11-08,2020,45,DE,80+,34.6
2020-11-15,2020,46,DE,00+,11.5
2020-11-15,2020,46,DE,60-79,17.9
2020-11-15,2020,46,DE,80+,44.3
2020-11-22,2020,47,DE,00+,10.9
2020-11-22,2020,47,DE,60-79,17.1
2020-11-22,2020,47,DE,80+,49.4
2020-11-29,2020,48,DE,00+,12.0
2020-11-29,2020,48,DE,60-79,17.6
2020-11-29,2020,48,DE,80+,59.9
2020-12-06,2020,49,DE,00+,13.4
2020-12-06,2020,49,DE,60-79,21.8
2020-12-06,2020,49,DE,80+,63.6
2020-12-13,2020,50,DE,00+,15.8
2020-12-13,2020,50,DE,60-79,25.0
2020-12-13,2020,50,DE,80+,83.2
2020-12-20,2020,51,DE,00+,17.1
2020-12-20,2020,51,DE,60-79,30.3
2020-12-20,2020,51,DE,80+,81.2
2020-12-27,2020,52,DE,00+,18.7
2020-12-27,2020,52,DE,60-79,28.8
2020-12-27,2020,52,DE,80+,98.8
2021-01-03,2020,53,DE,00+,17.8
2021-01-03,2020,53,DE,60-79,30.6
2021-01-03,2020,53,DE,80+,92.6
2021-01-10,2021,1,DE,00+,14.4
2021-01-10,2021,1,DE,60-79,21.8
2021-01-10,2021,1,DE,80+,73.5
2021-01-17,2021,2,DE,00+,13.4
2021-01-17,2021,2,DE,60-79,20.4
2021-01-17,2021,2,DE,80+,71.0
2021-01-24,2021,3,DE,00+,11.8
2021-01-24,2021,3,DE,60-79,18.8
2021-01-24,2021,3,DE,80+,62.8
2021-01-31,2021,4,DE,00+,9.7
2021-01-31,2021,4,DE,60-79,16.0
2021-01-31,2021,4,DE,80+,50.2
2021-02-07,2021,5,DE,00+,8.0
2021-02-07,2021,5,DE,60-79,12.5
2021-02-07,2021,5,DE,80+,48.0
